正體	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	备注
悶	məŋ	˦˥	məŋ˦˥	45	5	～人
門	məŋ	˨˦	məŋ˨˦	24	2	
們	məŋ	˨˦	məŋ˨˦	24	2	
明	məŋ	˨˦	məŋ˨˦	24	2	白讀，～朝
悶	məŋ	˨˩	məŋ˨˩	21	1	
燜	məŋ	˨˩	məŋ˨˩	21	1	
悶	məŋ	˧	məŋ˧	33	6	
燜	məŋ	˧	məŋ˧	33	6	
問	məŋ	˧	məŋ˧	33	6	
璺	məŋ	˧	məŋ˧	33	6	裂缝
沒	məʔ	˧	məʔ˧	33	8	
麽	məʔ	˧	məʔ˧	33	8	
埋	mɛ	˨˦	mɛ˨˦	24	2	
霾	mɛ	˨˦	mɛ˨˦	24	2	
賣	mɛ	˧	mɛ˧	33	6	
邁	mɛ	˧	mɛ˧	33	6	
買	mɛ	˧˨˨	mɛ˧˨˨	322	3	
眠	mĩ	˨˦	mĩ˨˦	24	2	
棉	mĩ	˨˦	mĩ˨˦	24	2	
綿	mĩ	˨˦	mĩ˨˦	24	2	
面	mĩ	˧	mĩ˧	33	6	
麪	mĩ	˧	mĩ˧	33	6	
麵	mĩ	˧	mĩ˧	33	6	
免	mĩ	˧˨˨	mĩ˧˨˨	322	3	
勉	mĩ	˧˨˨	mĩ˧˨˨	322	3	
愐	mĩ	˧˨˨	mĩ˧˨˨	322	3	
緬	mĩ	˧˨˨	mĩ˧˨˨	322	3	
乜	miɑ	˨˩	miɑ˨˩	21	1	
咩	miɑ	˧	miɑ˧	33	6	
乜	miɑ	˧˨˨	miɑ˧˨˨	322	3	窺視
苗	miɒ	˨˦	miɒ˨˦	24	2	
貓	miɒ	˨˦	miɒ˨˦	24	2	熊～
描	miɒ	˨˦	miɒ˨˦	24	2	
瞄	miɒ	˨˦	miɒ˨˦	24	2	
喵	miɒ	˨˩	miɒ˨˩	21	1	
妙	miɒ	˧	miɒ˧	33	6	
廟	miɒ	˧	miɒ˧	33	6	
繆	miɒ	˧	miɒ˧	33	6	姓
秒	miɒ	˧˨˨	miɒ˧˨˨	322	3	
覓	miəʔ	˧	miəʔ˧	33	8	
密	miəʔ	˧	miəʔ˧	33	8	
蜜	miəʔ	˧	miəʔ˧	33	8	
冪	miəʔ	˧	miəʔ˧	33	8	
謐	miəʔ	˧	miəʔ˧	33	8	
眉	miᶨ	˨˦	miᶨ˨˦	24	2	
媒	miᶨ	˨˦	miᶨ˨˦	24	2	白讀
煤	miᶨ	˨˦	miᶨ˨˦	24	2	白讀
霉	miᶨ	˨˦	miᶨ˨˦	24	2	白讀
黴	miᶨ	˨˦	miᶨ˨˦	24	2	
咪	miᶨ	˨˦	miᶨ˨˦	24	2	
迷	miᶨ	˨˦	miᶨ˨˦	24	2	
謎	miᶨ	˨˦	miᶨ˨˦	24	2	
糜	miᶨ	˨˦	miᶨ˨˦	24	2	
彌	miᶨ	˨˦	miᶨ˨˦	24	2	
獼	miᶨ	˨˦	miᶨ˨˦	24	2	
瀰	miᶨ	˨˦	miᶨ˨˦	24	2	
棉	miᶨ	˨˦	miᶨ˨˦	24	2	
眯	miᶨ	˨˩	miᶨ˨˩	21	1	
妹	miᶨ	˧	miᶨ˧	33	6	白讀，～子
昧	miᶨ	˧	miᶨ˧	33	6	白讀
美	miᶨ	˧˨˨	miᶨ˧˨˨	322	3	白讀
咪	miᶨ	˧˨˨	miᶨ˧˨˨	322	3	
眯	miᶨ	˧˨˨	miᶨ˧˨˨	322	3	
米	miᶨ	˧˨˨	miᶨ˧˨˨	322	3	
民	miŋ	˨˦	miŋ˨˦	24	2	
名	miŋ	˨˦	miŋ˨˦	24	2	
明	miŋ	˨˦	miŋ˨˦	24	2	文讀，～白
茗	miŋ	˨˦	miŋ˨˦	24	2	
冥	miŋ	˨˦	miŋ˨˦	24	2	
鳴	miŋ	˨˦	miŋ˨˦	24	2	
銘	miŋ	˨˦	miŋ˨˦	24	2	
瞑	miŋ	˨˦	miŋ˨˦	24	2	
命	miŋ	˧	miŋ˧	33	6	
皿	miŋ	˧˨˨	miŋ˧˨˨	322	3	
抿	miŋ	˧˨˨	miŋ˧˨˨	322	3	
敏	miŋ	˧˨˨	miŋ˧˨˨	322	3	
閩	miŋ	˧˨˨	miŋ˧˨˨	322	3	
憫	miŋ	˧˨˨	miŋ˧˨˨	322	3	
謬	miʊ	˦˥	miʊ˦˥	45	5	
滅	miʔ	˧	miʔ˧	33	8	
篾	miʔ	˧	miʔ˧	33	8	
蠻	mẽ	˨˦	mẽ˨˦	24	2	
曼	mẽ	˨˦	mẽ˨˦	24	2	
嫚	mẽ	˧	mẽ˧	33	6	
曼	mẽ	˧	mẽ˧	33	6	
漫	mẽ	˧	mẽ˧	33	6	文讀
慢	mẽ	˧	mẽ˧	33	6	
謾	mẽ	˧	mẽ˧	33	6	
抹	meʔ	˧	meʔ˧	33	8	
摹	mʊ	˨˦	mʊ˨˦	24	2	
膜	mʊ	˨˦	mʊ˨˦	24	2	
摩	mʊ	˨˦	mʊ˨˦	24	2	
磨	mʊ	˨˦	mʊ˨˦	24	2	
蘑	mʊ	˨˦	mʊ˨˦	24	2	
魔	mʊ	˨˦	mʊ˨˦	24	2	
無	mʊ	˨˦	mʊ˨˦	24	2	
麼	mʊ	˨˩	mʊ˨˩	21	1	
磨	mʊ	˧	mʊ˧	33	6	
墓	mʊ	˧	mʊ˧	33	6	又音
沫	mʊ	˧˨˨	mʊ˧˨˨	322	3	～花
某	mʊ	˧˨˨	mʊ˧˨˨	322	3	又音
母	mʊ	˧˨˨	mʊ˧˨˨	322	3	
拇	mʊ	˧˨˨	mʊ˧˨˨	322	3	
畝	mʊ	˧˨˨	mʊ˧˨˨	322	3	又音
瞞	mʊ̃ᵘ̃	˨˦	mʊ̃ᵘ̃˨˦	24	2	
饅	mʊ̃ᵘ̃	˨˦	mʊ̃ᵘ̃˨˦	24	2	
鰻	mʊ̃ᵘ̃	˨˦	mʊ̃ᵘ̃˨˦	24	2	
蔓	mʊ̃ᵘ̃	˨˦	mʊ̃ᵘ̃˨˦	24	2	
曼	mʊ̃ᵘ̃	˧	mʊ̃ᵘ̃˧	33	6	
蔓	mʊ̃ᵘ̃	˧	mʊ̃ᵘ̃˧	33	6	
幔	mʊ̃ᵘ̃	˧	mʊ̃ᵘ̃˧	33	6	
漫	mʊ̃ᵘ̃	˧	mʊ̃ᵘ̃˧	33	6	白讀
滿	mʊ̃ᵘ̃	˧˨˨	mʊ̃ᵘ̃˧˨˨	322	3	
抹	mʊᵘʔ	˧	mʊᵘʔ˧	33	8	
末	mʊᵘʔ	˧	mʊᵘʔ˧	33	8	
茉	mʊᵘʔ	˧	mʊᵘʔ˧	33	8	
沫	mʊᵘʔ	˧	mʊᵘʔ˧	33	8	
模	mʋ	˨˦	mʋ˨˦	24	2	
募	mʋ	˧	mʋ˧	33	6	
墓	mʋ	˧	mʋ˧	33	6	
慕	mʋ	˧	mʋ˧	33	6	
暮	mʋ	˧	mʋ˧	33	6	
姆	mʋ	˧˨˨	mʋ˧˨˨	322	3	
那	nɑ	˦˥	nɑ˦˥	45	5	文讀
拿	nɑ	˨˦	nɑ˨˦	24	2	
南	nɑ	˨˩	nɑ˨˩	21	1	
娜	nɑ	˧	nɑ˧	33	6	
哪	nɑ	˧˨˨	nɑ˧˨˨	322	3	文讀
儾	næ̃	˦˥	næ̃˦˥	45	5	下垂
囊	næ̃	˨˦	næ̃˨˦	24	2	
瓤	næ̃	˨˦	næ̃˨˦	24	2	
齉	næ̃	˧	næ̃˧	33	6	
攮	næ̃	˧˨˨	næ̃˧˨˨	322	3	
掿	næʔ	˧	næʔ˧	33	8	握持，揉捏
喏	næʔ	˧	næʔ˧	33	8	語氣詞，提醒別人注意
諾	næʔ	˧	næʔ˧	33	8	
撓	nɒ	˨˦	nɒ˨˦	24	2	
鐃	nɒ	˨˦	nɒ˨˦	24	2	
孬	nɒ	˨˩	nɒ˨˩	21	1	
鬧	nɒ	˧	nɒ˧	33	6	
惱	nɒ	˧˨˨	nɒ˧˨˨	322	3	
瑙	nɒ	˧˨˨	nɒ˧˨˨	322	3	
腦	nɒ	˧˨˨	nɒ˧˨˨	322	3	
農	nɔŋ	˨˦	nɔŋ˨˦	24	2	
濃	nɔŋ	˨˦	nɔŋ˨˦	24	2	
膿	nɔŋ	˨˦	nɔŋ˨˦	24	2	
弄	nɔŋ	˧	nɔŋ˧	33	6	文讀，玩～
内	nəɪ	˧	nəɪ˧	33	6	文讀
能	nəŋ	˨˦	nəŋ˨˦	24	2	
寧	nəŋ	˨˦	nəŋ˨˦	24	2	白讀，～可
嫩	nəŋ	˧	nəŋ˧	33	6	
寧	nəŋ	˧	nəŋ˧	33	6	又音
抐	nəʔ	˧	nəʔ˧	33	8	捏
吶	nɛ	˨˩	nɛ˨˩	21	1	
奈	nɛ	˧	nɛ˧	33	6	
耐	nɛ	˧	nɛ˧	33	6	
乃	nɛ	˧˨˨	nɛ˧˨˨	322	3	
奶	nɛ	˧˨˨	nɛ˧˨˨	322	3	
年	nĩ	˨˦	nĩ˨˦	24	2	
黏	nĩ	˨˦	nĩ˨˦	24	2	
研	nĩ	˨˦	nĩ˨˦	24	2	
嚴	nĩ	˨˦	nĩ˨˦	24	2	
粘	nĩ	˨˦	nĩ˨˦	24	2	
拈	nĩ	˨˩	nĩ˨˩	21	1	撿起
你	ni	˧˨˨	ni˧˨˨	322	3	
妳	ni	˧˨˨	ni˧˨˨	322	3	
念	nĩ	˧	nĩ˧	33	6	
唸	nĩ	˧	nĩ˧	33	6	
捻	nĩ	˧˨˨	nĩ˧˨˨	322	3	
碾	nĩ	˧˨˨	nĩ˧˨˨	322	3	
攆	nĩ	˧˨˨	nĩ˧˨˨	322	3	
兒	ni		ni	0	0	甚～
乜	ȵiɑ	˧	niɑ˧	33	6	
虐	ȵiæʔ	˧	niæʔ˧	33	8	
瘧	ȵiæʔ	˧	niæʔ˧	33	8	
昵	niəʔ	˧	niəʔ˧	33	8	
逆	niəʔ	˧	niəʔ˧	33	8	
匿	niəʔ	˧	niəʔ˧	33	8	
溺	niəʔ	˧	niəʔ˧	33	8	
您	niŋ	˨˦	niŋ˨˦	24	2	
寧	niŋ	˨˦	niŋ˨˦	24	2	文讀，安～
凝	niŋ	˨˦	niŋ˨˦	24	2	
檸	niŋ	˨˦	niŋ˨˦	24	2	
佞	niŋ	˧	niŋ˧	33	6	
捏	niʔ	˧	niʔ˧	33	8	
𥬬	niʔ	˧	niʔ˧	33	8	
聶	niʔ	˧	niʔ˧	33	8	
孽	niʔ	˧	niʔ˧	33	8	
囁	niʔ	˧	niʔ˧	33	8	
鑷	niʔ	˧	niʔ˧	33	8	
喃	nẽ	˨˦	nẽ˨˦	24	2	
難	nẽ	˨˦	nẽ˨˦	24	2	
難	nẽ	˧	nẽ˧	33	6	
赧	nẽ	˧˨˨	nẽ˧˨˨	322	3	
吶	neʔ	˧	neʔ˧	33	8	
衲	neʔ	˧	neʔ˧	33	8	縫補
納	neʔ	˧	neʔ˧	33	8	
捺	neʔ	˧	neʔ˧	33	8	
那	nʊ	˦˥	nʊ˦˥	45	5	又音
挪	nʊ	˨˦	nʊ˨˦	24	2	
懦	nʊ	˧	nʊ˧	33	6	
糯	nʊ	˧	nʊ˧	33	6	
內	nuəɪ	˧	nuəɪ˧	33	6	白讀
餒	nuəɪ	˧˨˨	nuəɪ˧˨˨	322	3	
男	nʊ̃ᵘ̃	˨˦	nʊ̃ᵘ̃˨˦	24	2	
南	nʊ̃ᵘ̃	˨˦	nʊ̃ᵘ̃˨˦	24	2	
楠	nʊ̃ᵘ̃	˨˦	nʊ̃ᵘ̃˨˦	24	2	
暖	nʊ̃ᵘ̃	˧˨˨	nʊ̃ᵘ̃˧˨˨	322	3	
衲	nʊᵘʔ	˧	nʊᵘʔ˧	33	8	
納	nʊᵘʔ	˧	nʊᵘʔ˧	33	8	
挪	nʊᵘʔ	˧	nʊᵘʔ˧	33	8	
奴	nʋ	˨˦	nʋ˨˦	24	2	
怒	nʋ	˧	nʋ˧	33	6	
努	nʋ	˧˨˨	nʋ˧˨˨	322	3	
娘	ȵiæ̃	˨˦	ȵiæ̃˨˦	24	2	
孃	ȵiæ̃	˨˩	ȵiæ̃˨˩	21	1	～～，父亲的姐妹
釀	ȵiæ̃	˧	ȵiæ̃˧	33	6	
仰	ȵiæ̃	˧˨˨	ȵiæ̃˧˨˨	322	3	白讀
尿	ȵiɒ	˧	ȵiɒ˧	33	6	文讀
嬲	ȵiɒ	˦˥	ȵiɒ˦˥	45	5	扭動
鳥	ȵiɒ	˧˨˨	ȵiɒ˧˨˨	322	3	
呢	ȵiᶨ	˨˦	ȵiᶨ˨˦	24	2	
尼	ȵiᶨ	˨˦	ȵiᶨ˨˦	24	2	
泥	ȵiᶨ	˨˦	ȵiᶨ˨˦	24	2	
埿	ȵiᶨ	˨˦	ȵiᶨ˨˦	24	2	塗抹
膩	ȵiᶨ	˧	ȵiᶨ˧	33	6	
擬	ȵiᶨ	˧˨˨	ȵiᶨ˧˨˨	322	3	
拗	ȵiʊ	˦˥	ȵiʊ˦˥	45	5	
牛	ȵiʊ	˨˦	ȵiʊ˨˦	24	2	文讀
妞	ȵiʊ	˨˩	ȵiʊ˨˩	21	1	
扭	ȵiʊ	˧˨˨	ȵiʊ˧˨˨	322	3	
紐	ȵiʊ	˧˨˨	ȵiʊ˧˨˨	322	3	
女	ȵyᶨ	˧˨˨	ȵyᶨ˧˨˨	322	3	
枒	ŋɑ	˧	ŋɑ˧	33	6	量詞，瓣
砑	ŋɑ	˧	ŋɑ˧	33	6	凃壓
掗	ŋɑ	˧	ŋɑ˧	33	6	硬塞
啞	ŋɑ	˧˨˨	ŋɑ˧˨˨	322	3	
盎	ŋæ̃	˦˥	ŋæ̃˦˥	45	5	
昂	ŋæ̃	˨˦	ŋæ̃˨˦	24	2	
肮	ŋæ̃	˨˩	ŋæ̃˨˩	21	1	
堊	ŋɑ	˦˥	ŋɑ˦˥	45	5	施肥
啞	ŋɑ	˦˥	ŋɑ˦˥	45	5	
掗	ŋɑ	˦˥	ŋɑ˦˥	45	5	硬塞
牙	ŋɑ	˨˦	ŋɑ˨˦	24	2	
伢	ŋɑ	˨˦	ŋɑ˨˦	24	2	
芽	ŋɑ	˨˦	ŋɑ˨˦	24	2	
蚜	ŋɑ	˨˦	ŋɑ˨˦	24	2	
吖	ŋɑ	˨˩	ŋɑ˨˩	21	1	
丫	ŋɑ	˨˩	ŋɑ˨˩	21	1	
椏	ŋɑ	˨˩	ŋɑ˨˩	21	1	
鴉	ŋɑ	˨˩	ŋɑ˨˩	21	1	
炴	ŋæ̃	˧˨˨	ŋæ̃˧˨˨	332	3	
噁	ŋæʔ	˦˥	ŋæʔ˦˥	45	7	
惡	ŋæʔ	˦˥	ŋæʔ˦˥	45	7	
鄂	ŋæʔ	˧	ŋæʔ˧	33	8	
鱷	ŋæʔ	˧	ŋæʔ˧	33	8	
拗	ŋɒ	˦˥	ŋɒ˦˥	45	5	
奧	ŋɒ	˦˥	ŋɒ˦˥	45	5	
澳	ŋɒ	˦˥	ŋɒ˦˥	45	5	
懊	ŋɒ	˦˥	ŋɒ˦˥	45	5	
敖	ŋɒ	˨˦	ŋɒ˨˦	24	2	
嗷	ŋɒ	˨˦	ŋɒ˨˦	24	2	
熬	ŋɒ	˨˦	ŋɒ˨˦	24	2	
螯	ŋɒ	˨˦	ŋɒ˨˦	24	2	
鰲	ŋɒ	˨˦	ŋɒ˨˦	24	2	
凹	ŋɒ	˨˩	ŋɒ˨˩	21	1	
爊	ŋɒ	˨˩	ŋɒ˨˩	21	1	小火熬煮，～豝肉
鏖	ŋɒ	˨˩	ŋɒ˨˩	21	1	～糟
坳	ŋɒ	˧	ŋɒ˧	33	6	地名，古～
傲	ŋɒ	˧	ŋɒ˧	33	6	
襖	ŋɒ	˧˨˨	ŋɒ˧˨˨	322	3	
拗	ŋɒ	˧˨˨	ŋɒ˧˨˨	322	3	
咬	ŋɒ	˧˨˨	ŋɒ˧˨˨	322	3	
齩	ŋɒ	˧˨˨	ŋɒ˧˨˨	322	3	
瓮	ŋɔŋ	˦˥	ŋɔŋ˦˥	45	5	白讀
齆	ŋɔŋ	˦˥	ŋɔŋ˦˥	45	5	鼻塞
翁	ŋɔŋ	˨˩	ŋɔŋ˨˩	21	1	白讀
嗡	ŋɔŋ	˨˩	ŋɔŋ˨˩	21	1	白讀
漚	ŋəɪ	˦˥	ŋəɪ˦˥	45	5	水中浸泡
慪	ŋəɪ	˦˥	ŋəɪ˦˥	45	5	
牛	ŋəɪ	˨˦	ŋəɪ˨˦	24	2	白讀
歐	ŋəɪ	˨˩	ŋəɪ˨˩	21	1	
毆	ŋəɪ	˨˩	ŋəɪ˨˩	21	1	
鷗	ŋəɪ	˨˩	ŋəɪ˨˩	21	1	
偶	ŋəɪ	˧˨˨	ŋəɪ˧˨˨	322	3	
嘔	ŋəɪ	˧˨˨	ŋəɪ˧˨˨	322	3	
藕	ŋəɪ	˧˨˨	ŋəɪ˧˨˨	322	3	
摁	ŋəŋ	˦˥	ŋəŋ˦˥	45	5	按壓
摁	ŋəŋ	˨˦	ŋəŋ˨˦	24	2	推
恩	ŋəŋ	˨˩	ŋəŋ˨˩	21	1	
硬	ŋəŋ	˧	ŋəŋ˧	33	6	
厄	ŋəʔ	˦˥	ŋəʔ˦˥	45	7	
扼	ŋəʔ	˦˥	ŋəʔ˦˥	45	7	
額	ŋəʔ	˧	ŋəʔ˧	33	8	
杌	ŋəʔ	˧	ŋəʔ˧	33	8	
隘	ŋɛ	˦˥	ŋɛ˦˥	45	5	
嗌	ŋɛ	˦˥	ŋɛ˦˥	45	5	咽喉窒塞
愛	ŋɛ	˦˥	ŋɛ˦˥	45	5	
噫	ŋɛ	˦˥	ŋɛ˦˥	45	5	打飽嗝
捱	ŋɛ	˨˦	ŋɛ˨˦	24	2	
呆	ŋɛ	˨˦	ŋɛ˨˦	24	2	
崖	ŋɛ	˨˦	ŋɛ˨˦	24	2	
涯	ŋɛ	˨˦	ŋɛ˨˦	24	2	
哀	ŋɛ	˨˩	ŋɛ˨˩	21	1	
埃	ŋɛ	˨˩	ŋɛ˨˩	21	1	
挨	ŋɛ	˨˩	ŋɛ˨˩	21	1	
艾	ŋɛ	˧	ŋɛ˧	33	6	
礙	ŋɛ	˧	ŋɛ˧	33	6	
欸	ŋɛ	˧˨˨	ŋɛ˧˨˨	322	3	
矮	ŋɛ	˧˨˨	ŋɛ˧˨˨	322	3	
藹	ŋɛ	˧˨˨	ŋɛ˧˨˨	322	3	
哎	ŋɛ		ŋɛ	0	0	
晏	ŋẽ	˦˥	ŋẽ˦˥	45	5	晚，遲
癌	ŋẽ	˨˦	ŋẽ˨˦	24	2	
䶠	ŋẽ	˨˦	ŋẽ˨˦	24	2	夾；虾蟹的螯
岩	ŋẽ	˨˦	ŋẽ˨˦	24	2	
嵒	ŋẽ	˨˦	ŋẽ˨˦	24	2	
顏	ŋẽ	˨˦	ŋẽ˨˦	24	2	
淹	ŋẽ	˨˩	ŋẽ˨˩	21	1	
雁	ŋẽ	˧	ŋẽ˧	33	6	
贗	ŋẽ	˧	ŋẽ˧	33	6	
眼	ŋẽ	˧˨˨	ŋẽ˧˨˨	322	3	
押	ŋeʔ	˦˥	ŋeʔ˦˥	45	7	
鴨	ŋeʔ	˦˥	ŋeʔ˦˥	45	7	
壓	ŋeʔ	˦˥	ŋeʔ˦˥	45	7	
軋	ŋeʔ	˧	ŋeʔ˧	33	8	
齾	ŋeʔ	˧	ŋeʔ˧	33	8	器物豁口
俄	ŋʊ	˨˦	ŋʊ˨˦	24	2	
娥	ŋʊ	˨˦	ŋʊ˨˦	24	2	
訛	ŋʊ	˨˦	ŋʊ˨˦	24	2	
蛾	ŋʊ	˨˦	ŋʊ˨˦	24	2	
鵝	ŋʊ	˨˦	ŋʊ˨˦	24	2	
餓	ŋʊ	˧	ŋʊ˧	33	6	
臥	ŋʊ	˧	ŋʊ˧	33	6	
我	ŋʊ	˧˨˨	ŋʊ˧˨˨	322	3	
鎊	pæ̃	˦˥	pæ̃˦˥	45	5	
泵	pæ̃	˦˥	pæ̃˦˥	45	5	
邦	pæ̃	˨˩	pæ̃˨˩	21	1	
梆	pæ̃	˨˩	pæ̃˨˩	21	1	
幫	pæ̃	˨˩	pæ̃˨˩	21	1	
傍	pæ̃	˨˩	pæ̃˨˩	21	1	
磅	pæ̃	˨˩	pæ̃˨˩	21	1	
泵	pæ̃	˨˩	pæ̃˨˩	21	1	
爸	pɑ	˦˥	pɑ˦˥	45	5	
霸	pɑ	˦˥	pɑ˦˥	45	5	
壩	pɑ	˦˥	pɑ˦˥	45	5	
欛	pɑ	˦˥	pɑ˦˥	45	5	
巴	pɑ	˨˩	pɑ˨˩	21	1	
扒	pɑ	˨˩	pɑ˨˩	21	1	
叭	pɑ	˨˩	pɑ˨˩	21	1	
芭	pɑ	˨˩	pɑ˨˩	21	1	
疤	pɑ	˨˩	pɑ˨˩	21	1	
笆	pɑ	˨˩	pɑ˨˩	21	1	
粑	pɑ	˨˩	pɑ˨˩	21	1	
吧	pɑ	˨˩	pɑ˨˩	21	1	
把	pɑ	˧˨˨	pɑ˧˨˨	322	3	
㞎	pɑ	˧˨˨	pɑ˧˨˨	322	3	
靶	pɑ	˧˨˨	pɑ˧˨˨	322	3	
綁	pæ̃	˧˨˨	pæ̃˧˨˨	322	3	
榜	pæ̃	˧˨˨	pæ̃˧˨˨	322	3	
膀	pæ̃	˧˨˨	pæ̃˧˨˨	322	3	
吧	pɑ		pɑ	0	0	
柏	pæʔ	˦˥	pæʔ˦˥	45	7	
剝	pæʔ	˦˥	pæʔ˦˥	45	7	
博	pæʔ	˦˥	pæʔ˦˥	45	7	
搏	pæʔ	˦˥	pæʔ˦˥	45	7	
駁	pæʔ	˦˥	pæʔ˦˥	45	7	
膊	pæʔ	˦˥	pæʔ˦˥	45	7	
豹	pɒ	˦˥	pɒ˦˥	45	5	
報	pɒ	˦˥	pɒ˦˥	45	5	
暴	pɒ	˦˥	pɒ˦˥	45	5	
爆	pɒ	˦˥	pɒ˦˥	45	5	
包	pɒ	˨˩	pɒ˨˩	21	1	
苞	pɒ	˨˩	pɒ˨˩	21	1	
孢	pɒ	˨˩	pɒ˨˩	21	1	
胞	pɒ	˨˩	pɒ˨˩	21	1	
煲	pɒ	˨˩	pɒ˨˩	21	1	
保	pɒ	˧˨˨	pɒ˧˨˨	322	3	
堡	pɒ	˧˨˨	pɒ˧˨˨	322	3	
飽	pɒ	˧˨˨	pɒ˧˨˨	322	3	
寳	pɒ	˧˨˨	pɒ˧˨˨	322	3	
寶	pɒ	˧˨˨	pɒ˧˨˨	322	3	
迸	pɔŋ	˦˥	pɔŋ˦˥	45	5	
蹦	pɔŋ	˦˥	pɔŋ˦˥	45	5	
縫	pɔŋ	˦˥	pɔŋ˦˥	45	5	
崩	pɔŋ	˨˩	pɔŋ˨˩	21	1	
繃	pɔŋ	˨˩	pɔŋ˨˩	21	1	
䙀	pɔŋ	˧˨˨	pɔŋ˧˨˨	322	3	～脆的
百	pɔʔ	˦˥	pɔʔ˦˥	45	7	
佰	pɔʔ	˦˥	pɔʔ˦˥	45	7	
柏	pɔʔ	˦˥	pɔʔ˦˥	45	7	
北	pɔʔ	˦˥	pɔʔ˦˥	45	7	
伯	pɔʔ	˦˥	pɔʔ˦˥	45	7	
卜	pɔʔ	˦˥	pɔʔ˦˥	45	7	
貝	pəɪ	˦˥	pəɪ˦˥	45	5	
背	pəɪ	˦˥	pəɪ˦˥	45	5	文讀
倍	pəɪ	˦˥	pəɪ˦˥	45	5	文
輩	pəɪ	˦˥	pəɪ˦˥	45	5	
杯	pəɪ	˨˩	pəɪ˨˩	21	1	
卑	pəɪ	˨˩	pəɪ˨˩	21	1	
盃	pəɪ	˨˩	pəɪ˨˩	21	1	
揹	pəɪ	˨˩	pəɪ˨˩	21	1	
悲	pəɪ	˨˩	pəɪ˨˩	21	1	
碑	pəɪ	˨˩	pəɪ˨˩	21	1	
奔	pəŋ	˦˥	pəŋ˦˥	45	5	
奔	pəŋ	˨˩	pəŋ˨˩	21	1	
畚	pəŋ	˨˩	pəŋ˨˩	21	1	聚攏，收集
栟	pəŋ	˨˩	pəŋ˨˩	21	1	地名，～茶
本	pəŋ	˧˨˨	pəŋ˧˨˨	322	3	
不	pəʔ	˦˥	pəʔ˦˥	45	7	
拜	pɛ	˦˥	pɛ˦˥	45	5	
甭	pɛ	˦˥	pɛ˦˥	45	5	
擺	pɛ	˧˨˨	pɛ˧˨˨	322	3	
唄	pɛ		pɛ	0	0	
帕	pʰɑ	˦˥	pʰɑ˦˥	45	5	
琶	pʰɑ	˨˦	pʰɑ˨˦	24	2	
罷	pʰɑ	˧	pʰɑ˧	33	6	
胖	pʰæ̃	˦˥	pʰæ̃˦˥	45	5	
旁	pʰæ̃	˨˦	pʰæ̃˨˦	24	2	
螃	pʰæ̃	˨˦	pʰæ̃˨˦	24	2	
龐	pʰæ̃	˨˦	pʰæ̃˨˦	24	2	
乓	pʰæ̃	˨˩	pʰæ̃˨˩	21	1	
怕	pʰɑ	˦˥	pʰɑ˦˥	45	5	
扒	pʰɑ	˨˦	pʰɑ˨˦	24	2	
耙	pʰɑ	˨˦	pʰɑ˨˦	24	2	
爬	pʰɑ	˨˦	pʰɑ˨˦	24	2	
趴	pʰɑ	˨˩	pʰɑ˨˩	21	1	
𤆵	pʰɑ	˨˩	pʰɑ˨˩	21	1	爛熟，疲軟
葩	pʰɑ	˨˩	pʰɑ˨˩	21	1	
棒	pʰæ̃	˧	pʰæ̃˧	33	6	
磅	pʰæ̃	˧	pʰæ̃˧	33	6	
髈	pʰæ̃	˧˨˨	pʰæ̃˧˨˨	322	3	大腿
㗘	pʰæʔ	˦˥	pʰæʔ˦˥	45	7	講～
杷	pʰæʔ	˦˥	pʰæʔ˦˥	45	7	枇～
粕	pʰæʔ	˦˥	pʰæʔ˦˥	45	7	
雹	pʰæʔ	˧	pʰæʔ˧	33	8	
薄	pʰæʔ	˧	pʰæʔ˧	33	8	
舶	pʰæʔ	˧	pʰæʔ˧	33	8	又音
泊	pʰæʔ	˧	pʰæʔ˧	33	8	～车
泡	pʰɒ	˦˥	pʰɒ˦˥	45	5	
炮	pʰɒ	˦˥	pʰɒ˦˥	45	5	
皰	pʰɒ	˦˥	pʰɒ˦˥	45	5	
袍	pʰɒ	˨˦	pʰɒ˨˦	24	2	
跑	pʰɒ	˨˦	pʰɒ˨˦	24	2	
拋	pʰɒ	˨˩	pʰɒ˨˩	21	1	
泡	pʰɒ	˨˩	pʰɒ˨˩	21	1	
齙	pʰɒ	˧	pʰɒ˧	33	6	
抱	pʰɒ	˧	pʰɒ˧	33	6	
鮑	pʰɒ	˧	pʰɒ˧	33	6	
刨	pʰɒ	˧	pʰɒ˧	33	6	
碰	pʰɔŋ	˦˥	pʰɔŋ˦˥	45	5	
朋	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	
彭	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	
棚	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	
蓬	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	
澎	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	
篷	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	
膨	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	
蟛	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	～蜞
鵬	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	
抨	pʰɔŋ	˨˩	pʰɔŋ˨˩	21	1	
