字	注释	音
告	報告	kou33
告	忠告	kou33
靠		kʰau33
傲		ŋou21
奧		ou33
澳		ou33
報		pou33
暴	凶暴	pou21
暴	一暴十寒	pou21
曝		pou21
瀑		pou21
帽		mou21
冒	冒犯	mou21
嘲		ʦau45
啁		ʦɐu45
嘮		lou21
抓	文讀	ʦa45
抓	白讀	ȵa45
鈔		ʦʰau45
抄		ʦʰau45
巢		ʦʰau21
梢		sau45
交		kau45
蛟		kau45
教	讓	kau33
教	教室	kau33
咬		ŋau13
郊		kau45
膠	文讀	kau45
膠	白讀：糖膠	kiɐu45
跤		kau45
敲		hau45
哮		hau45
餚		ŋau21
淆		ŋau21
肴		ŋau21
胞		pau45
苞		pau45
包		pau45
跑		pʰau13
炮	炮彈	pʰau33
炮	炮製	pʰau21
咆		pʰau21
茅		mau21
泡	浸泡	pʰau33
泡	燈泡；燈泡；泡沫	pʰau45
拋		pʰau45
爪	文讀	ʦau13
爪	白讀	ȵau13
炒		ʦʰau13
攪		kau13
絞		kau13
狡		kau13
巧		hau13
巧	白讀	kʰiu13
飽		pau13
鮑	鮑魚	pau45
卯		mau13
鬧		nau21
鬧	『口語，表示人多或者生意興隆』	lau33
罩		ʦau33
濯		ʦɔk2
縐		ʦɐu33
稍		sau13
覺	睡覺	kau33
覺	直覺	kʰɔk3
較		kau33
酵		hau45
窖		kau33
樂	快樂	lɔk2
樂	音樂	ŋɔk2
孝		hau33
校	學校	hau21
校	校對	kau33
效		hau21
豹		pʰau33
爆		pau33
爆		pou21
貌		mau21
皰		pʰau33
燎		liu21
蕉		ʦiu45
焦		ʦiu45
椒		ʦiu45
憔		ʦʰiu21
樵		ʦʰiu21
消		ɬiu45
消		siu45
宵		ɬiu45
宵		siu45
逍		ɬiu45
逍		siu45
哨		sau33
霄		ɬiu45
霄		siu45
銷		ɬiu45
銷		siu45
硝		ɬiu45
硝		siu45
昭		ʦʰiu45
招		ʦiu45
韶		siu21
燒		siu45
饒		jiu21
蟯		jiu21
蹺		hiu45
蹺	蹺蹺板	kʰiu33
要	要求	jiu45
要	要點	jiu33
腰		jiu45
遙		jiu21
瑤		jiu21
搖		jiu21
陶	皋陶，古人名	tʰou21
謠		jiu21
窯		jiu21
姚		jiu21
飆		piu45
標		piu45
瓢		pʰiu21
飄		pʰiu45
漂	漂泊	pʰiu45
漂	漂亮	pʰiu33
瞟		pʰiu13
翹	翹首	kʰiu21
翹	翹舌	kʰiu13
翹	白讀	hiu45
悄		ʦʰiu45
悄	悄無聲息	ʦʰiu13
小		ɬiu13
小		siu13
沼		ʦiu13
紹		siu21
少	多少	siu13
少	年少	siu33
擾		jiu13
繞		jiu13
眇		miu13
渺		miu13
吵		ʦʰau13
秒		miu13
療		liu21
峭		ʦʰiu33
俏		ʦʰiu33
肖	生肖	ɬiu45
肖	生肖	siu45
肖	肖像	ʦʰiu33
笑		ɬiu33
笑		siu33
照		ʦiu33
劭		siu21
邵		siu21
約		jɔk3
曜		jiu21
耀		jiu21
妙		miu21
朝	朝夕	ʦiu45
朝	朝廷	ʦʰiu21
超		ʦʰiu45
潮		ʦʰiu21
晁		ʦʰiu21
驕		kiu45
喬		kʰiu21
嬌		kiu45
囂		hiu45
妖		jiu45
夭		jiu45
鑣		piu45
描		miu21
苗		miu21
貓		miɐu45
貓		mau45
橋		kʰiu21
轎		kʰiu21
僑		kʰiu21
趙		ʦiu21
兆		ʦiu21
矯		kiu13
表		piu13
召	召喚	ʦiu21
召	召南	ʦiu21
廟		miu21
刁		tiu45
雕		tiu45
凋		tiu45
貂		tiu45
鵰		tiu45
挑	挑水	tʰiu45
挑	挑達	tʰiu45
跳		tʰiu33
調	調味	tʰiu21
調	調動	tiu21
迢		tʰiu21
條		tʰiu21
聊		liu21
撩		liu21
嘹		liu21
瞭	瞭望	liu21
瞭	明瞭	liu13
遼		liu21
料		liu21
繚		liu21
寥		liu21
僚		liu21
廖		liu21
寮		liu21
蕭		ɬiu45
蕭		siu45
艘		ɬɐu13
艘		sɐu13
簫		ɬiu45
簫		siu45
驍		hiu45
澆		kiu45
邀		jiu45
堯		jiu21
僥	僬僥，短人，西南夷別名	jiu21
僥	僥倖	hiu13
鳥		niu13
掉	文讀	tiu21
掉	白讀	tiau33
掉	白讀	tiɐu33
窕		tʰiu21
窕		tʰiu13
了		liu13
繳		kiu13
皎		kau13
曉		hiu13
杳		miu13
窈		jiu13
弔		tiu33
釣		tiu33
眺		tʰiu33
尿	文讀	niu21
尿	白讀	niau21
尿	白讀	niɐu21
嘯		ɬiu33
嘯		siu33
激		kɪk5
叫		kiu33
竅		kʰiu33
多		tɔ45
他		tʰa45
它		tʰa45
跎		tʰɔ21
陀		tʰɔ21
佗		tʰɔ21
沱		tʰɔ21
駝		tʰɔ21
馱		tʰɔ21
挪		nɔ21
那	那個；訓讀：指示代詞【那個】	nɔ45
那	地名	nɔ21
那	那姓；姓氏	na21
囉	囉嗦	lɔ45
囉	嘍囉	lɔ21
蘿		lɔ21
羅		lɔ21
儸		lɔ21
騾		lɔ21
籮		lɔ21
鑼		lɔ21
螺	文讀	lɔ21
螺	白讀	lɛ21
蹉		ʦʰɔ45
磋		ʦʰɔ45
搓		ʦʰɔ45
搓	用力揉	ʦʰai45
獻		hiŋ33
娑		sɔ45
莎	莎草	sɔ45
莎	莎士比亞	sa45
梭		sɔ45
柯		kʰɔ45
過		kɔ33
渦	漩渦	ʋɔ45
渦	渦河	ʋɔ45
哥		kɔ45
鍋		ʋɔ45
歌		kɔ45
戈		kɔ45
戕		ʦʰiøŋ21
迦		ka45
軻		kʰɔ45
課		fɔ33
蝌		fɔ45
稞		fɔ45
科		fɔ45
訛		ŋɔ21
峨		ŋɔ21
蛾		ŋɔ21
哦	吟哦；語氣助詞	ɔ21
俄		ŋɔ21
鵝		ŋɔ45
娥		ŋɔ21
呵		hɔ45
靴		hɛ45
何		hɔ21
蚵		hɔ21
苛		ɔ45
荷	荷花	hɔ21
荷	負荷	hɔ21
和	和諧	ʋɔ21
和	唱和	ʋɔ21
河		hɔ21
禾		ʋɔ21
阿	阿諛奉承	ɔ45
阿	阿伯	a33
波		pɔ45
婆		pʰɔ21
摩		mɔ45
魔		mɔ45
磨		mɔ21
磨		mɔ21
坡		pʰɔ45
頗		pʰɔ45
頗		pʰɔ13
玻		pɔ45
伽	伽藍	kʰɛ21
伽	瑜伽	ka45
茄	茄瓜	kʰɛ21
茄	雪茄	ka45
枷		ka45
朵		tɔ13
妥		tʰɔ13
橢		tʰɔ13
惰		tɔ21
舵		tʰɔ21
娜	婀娜	nɔ21
娜	安娜	na21
裸		lɔ13
左		ʦɔ13
坐	文讀	ʦɔ21
坐	白讀	ʦʰɔ13
瑣		ɬɔ13
瑣		sɔ13
鎖		ɬɔ13
鎖		sɔ13
粿		kɔ13
裹		kɔ13
果		kɔ13
可	可以	hɔ13
可	可汗	hɔ13
坷		hɔ13
我		ŋɔ13
火		fɔ13
禍		ʋɔ13
跛	跛行	pʰɔ13
跛	跛行	pɔ13
跛	跛咗；跛腳	pɐi45
簸		pɔ33
爸		pa45
麼		mɔ45
拖		tʰɔ45
唾		tʰɔ33
邏		lɔ21
挫		ʦʰɔ33
佐		ʦɔ13
座		ʦɔ21
個		kɔ33
餓		ŋɔ21
臥		ŋɔ21
貨		fɔ33
賀		hɔ21
播		pɔ33
縛	綁	fɔk2
縛	束縛	pɔk3
破		pʰɔ33
些		ɬɛ45
些		sɛ45
爹		tɛ45
茶		ʦʰa21
渣		ʦa45
槎		ʦʰa21
鯊		sa45
砂		sa45
紗		sa45
沙		sa45
遮		ʦɛ45
奢		ʦʰɛ45
奢	白讀，表「奢望」	sɛ45
若	假若	jɔk2
加		ka45
瓜		kʷa45
嘉		ka45
家	家人	ka45
跨		kʰʷa33
跨		kʰʷa45
夸		kʰʷa45
誇		kʰʷa45
芽		ŋa21
呀		a45
牙		ŋa21
枒		ŋa21
譁		ʋa45
譁	訓讀，表示大聲呵斥	hʷɐk5
花		fa45
遐		ha21
樺		ʋa21
划	划船	ʋak2
划	划算	ʋak2
瑕		ha21
蝦	蝦仁	ha45
蝦	蝦蟆	ha45
霞		ha21
華	中華	ʋa21
華	華山	ʋa21
華	春華秋實	ʋa21
鴉		a45
椏		a45
窪		ʋa45
丫		a45
斜	文讀	ʦʰɛ21
斜	白讀：冧斜	ʦʰɛ33
椰		jɛ21
邪		ʦʰɛ21
耶		jɛ21
巴		pa45
笆		pa45
芭		pa45
杷		pʰa21
琶		pʰa21
爬		pʰa21
麻		ma21
蟆		ma21
痲		ma21
吧	酒吧；網吧	pa45
吧	語助詞；語氣助詞，同【叭】	pʰa45
姐	姐妹	ʦɛ13
姐	口語/稱謂	ʦɛ45
瀉		ɬɛ33
瀉		sɛ33
寫		ɬɛ13
寫		sɛ13
奼		ʦʰa33
傻		sɔ21
者		ʦɛ13
社		sɛ13
捨		sɛ13
舍	宿舍	sɛ33
舍	舍生取義	sɛ13
惹		jɛ13
寡		kʷa13
假	假如	ka13
假	放假；假期	ka33
雅		ŋa13
瓦		ŋa13
夏		ha21
廈		ha21
下	下面	ha21
下	打一下	ha13
啞	聾啞	a13
啞	嘔啞	a13
啞	啞然而笑	a13
冶		jɛ13
也		ja13
把		pa13
罵		ma21
碼		ma13
馬		ma13
借		ʦɛ33
藉		ʦɪk2
卸		ɬɛ33
卸		sɛ33
榭	香榭麗捨	ʦɛ21
謝		ʦɛ21
吒	哪吒	ʦa45
吒	叱吒	ʦʰak3
詫		ʦʰa33
詐		ʦa33
榨		ʦa33
乍		ʦa33
蔗		ʦɛ33
斥		ʦʰɪk5
赦		sɛ33
價		ka33
嫁		ka33
駕		ka33
架		ka33
訝		a33
嚇		hak3
唬		fu13
化		fa33
暇		ha21
亞		a33
夜		jɛ21
射	發射；文讀	sɛ21
射	無射；白讀	fɛ21
霸		pa33
靶		pa13
怕		pʰa33
檔	大排檔	tɔŋ33
檔	檔案	tɔŋ13
當	當然	tɔŋ45
當	適當；當鋪	tɔŋ33
鐺	鐺鐺；鈴鐺	tɔŋ45
鐺	瓦鐺	ʦʰaŋ45
盪		tɔŋ21
糖		tʰɔŋ21
棠		tʰɔŋ21
塘		tʰɔŋ21
唐		tʰɔŋ21
螳		tʰɔŋ21
堂		tʰɔŋ21
囊		nɔŋ21
瑯		lɔŋ21
琅		lɔŋ21
榔		lɔŋ21
郎		lɔŋ21
浪	波浪	lɔŋ21
浪	滄浪	lɔŋ21
廊		lɔŋ21
狼		lɔŋ21
贓		ʦɔŋ45
滄		ʦʰɔŋ45
蒼		ʦʰɔŋ45
倉		ʦʰɔŋ45
藏	收藏	ʦʰɔŋ21
藏	寶藏	ʦɔŋ21
桑		ɬɔŋ45
桑		sɔŋ45
喪	喪事	ɬɔŋ45
喪	喪事	sɔŋ45
喪	喪失	ɬɔŋ33
喪	喪失	sɔŋ33
亢	人的喉嚨	kʰɔŋ33
亢	高亢	kʰɔŋ33
剛		kɔŋ45
胱		kɔŋ45
崗		kɔŋ45
光		kɔŋ45
恍		fɔŋ13
岡		kɔŋ45
橫		ʋaŋ21
綱		kɔŋ45
鋼		kɔŋ33
康		hɔŋ45
昂		ŋɔŋ21
炕		kʰɔŋ33
荒		fɔŋ45
杭		hɔŋ21
凰		ʋɔŋ21
航		hɔŋ21
惶		ʋɔŋ21
徨		ʋɔŋ21
簧		ʋɔŋ21
行	銀行；行業	hɔŋ21
行	步行；品行	hɐŋ21
行	行路；行走	haŋ21
抗		kʰɔŋ33
吭	引吭高歌	hɔŋ21
吭	吭聲	hɐŋ45
潢		ʋɔŋ21
皇		ʋɔŋ21
黃		ʋɔŋ21
煌		ʋɔŋ21
汪		ʋɔŋ45
幫		pɔŋ45
膀	膀胱	pʰɔŋ21
膀	肩膀	pɔŋ13
旁		pʰɔŋ21
彷	仿佛	fɔŋ13
彷	彷徨	pʰɔŋ21
螃		pʰɔŋ21
傍	仿佛；傍身	pɔŋ21
傍	彷徨	pʰɔŋ21
忙		mɔŋ21
茫	茫茫人海	mɔŋ21
磅	磅礴	pʰɔŋ21
磅	一磅	pɔŋ21
滂		pʰɔŋ21
黨		tɔŋ13
蕩		tɔŋ21
朗		lɔŋ13
髒		ʦɔŋ45
奘		ʦɔŋ21
廣		kɔŋ13
慷		hɔŋ45
慌		fɔŋ45
骯		ɔŋ45
晃		fɔŋ13
映		jɪŋ13
盎		ɔŋ33
蟒		mɔŋ13
擋	摒擋	tɔŋ13
擋	阻擋	tɔŋ13
宕		tɔŋ21
葬		ʦɔŋ33
曠		kʰɔŋ33
擴		kʰɔŋ33
徬		pʰɔŋ21
魄	魂魄	pʰak3
魄	落魄	pʰak3
託		tʰɔk3
拓	開拓	tʰɔk3
拓	拓本	tʰap3
踱		tɔk2
諾		nɔk3
酪	乳酪	lɔk3
酪	杏仁酪	lɔk3
洛		lɔk2
烙		lɔk3
絡		lɔk3
落	落下	lɔk2
落	落低	lɔk2
駱		lɔk2
昨		ʦɔk2
索		ɬɔk3
索		sɔk3
格		kak3
閣		kɔk3
胳		kak3
各		kɔk3
郭		kɔk3
廓		kʰɔk3
噩		ɔk3
愕		ŋɔk2
顎		ŋɔk2
壑		hɔk3
霍		fɔk3
郝		kʰɔk3
穫		ʋɔk2
涸		kʰɔk3
鶴		hɔk2
堊		ɔk3
博		pɔk3
薄		pɔk2
泊	停泊	pɔk2
泊	湖泊	pʰak3
泊	俗讀：泊車【停車】	pʰau45
箔		pɔk2
礴		pɔk2
莫		mɔk2
寞		mɔk2
漠		mɔk2
幕		mɔk2
粕		pʰɔk3
膊		pɔk3
娘		niøŋ21
糧		liøŋ21
量	測量	liøŋ21
量	重量	liøŋ21
蜋		lɔŋ21
粱		liøŋ21
良		liøŋ21
涼		liøŋ21
梁		liøŋ21
蔣		ʦiøŋ13
將	將來	ʦiøŋ45
將	將領	ʦiøŋ33
漿		ʦiøŋ45
搶		ʦʰiøŋ13
鏘		ʦʰiøŋ45
槍		ʦʰiøŋ45
牆		ʦʰiøŋ21
薔		ʦʰiøŋ21
襄		ɬiøŋ45
襄		siøŋ45
湘		ɬiøŋ45
湘		siøŋ45
相	互相	ɬiøŋ45
相	互相	siøŋ45
相	相貌	ɬiøŋ33
相	相貌	siøŋ33
廂		ɬiøŋ45
廂		siøŋ45
箱		ɬiøŋ45
箱		siøŋ45
翔		ʦʰiøŋ21
祥		ʦʰiøŋ21
張		ʦiøŋ45
漲		ʦiøŋ33
漲		ʦiøŋ13
長	長久	ʦʰiøŋ21
長	長大	ʦiøŋ13
腸		ʦʰiøŋ21
場		ʦʰiøŋ21
妝		ʦɔŋ45
莊		ʦɔŋ45
裝		ʦɔŋ45
創	創傷	ʦʰɔŋ33
創	創造	ʦʰɔŋ33
瘡		ʦʰɔŋ45
床		ʦʰɔŋ21
霜		sɔŋ45
障		ʦiøŋ33
璋		ʦiøŋ45
樟		ʦiøŋ45
章		ʦiøŋ45
漳		ʦiøŋ45
彰		ʦiøŋ45
猖		ʦʰiøŋ45
倡	倡優	ʦʰiøŋ45
倡		ʦʰiøŋ45
昌		ʦʰiøŋ45
菖		ʦʰiøŋ45
嘗		siøŋ21
常		siøŋ21
償		siøŋ21
徜		siøŋ21
尚		siøŋ21
裳		siøŋ21
商		siøŋ45
傷		siøŋ45
湯		tʰɔŋ45
攘	攘除	jiøŋ21
攘	擾攘	jiøŋ13
鑲		ɬiøŋ45
鑲		siøŋ45
疆		kiøŋ45
薑		kiøŋ45
韁		kiøŋ45
僵		kiøŋ45
姜		kiøŋ45
框		kʰʷaŋ45
筐		kʰʷaŋ45
羌		kiøŋ45
眶		kʰʷaŋ45
鄉		hiøŋ45
香		hiøŋ45
鴦		jiøŋ45
央		jiøŋ45
殃		jiøŋ45
秧		jiøŋ45
王	國王	ʋɔŋ21
王	王天下	ʋɔŋ21
揚		jiøŋ21
詳		ʦʰiøŋ21
洋		jiøŋ21
羊		jiøŋ21
陽		jiøŋ21
烊		jiøŋ21
徉		jiøŋ21
楊		jiøŋ21
瘍		jiøŋ21
肪		fɔŋ45
方		fɔŋ45
防		fɔŋ21
房		fɔŋ21
坊	街坊	fɔŋ45
坊	堤坊；防範、防止，通「防」	fɔŋ21
亡		mɔŋ21
望		mɔŋ21
芒	光芒	mɔŋ21
芒	芒果	mɔŋ45
妨		fɔŋ21
芳		fɔŋ45
強	強壯	kʰiøŋ21
強	勉強	kʰiøŋ13
狂		kʰɔŋ21
兩	兩個	liøŋ13
兩	十兩	liøŋ13
獎		ʦiøŋ13
槳		ʦiøŋ13
想		ɬiøŋ13
想		siøŋ13
橡		ʦiøŋ21
像		ʦiøŋ21
象		ʦiøŋ21
仗	仗義	ʦiøŋ21
仗	打仗	ʦiøŋ33
杖		ʦiøŋ21
丈		ʦiøŋ21
愴		ʦʰɔŋ33
爽		sɔŋ13
掌		ʦiøŋ13
敞		ʦʰɔŋ13
廠		ʦʰɔŋ13
上	上課	siøŋ13
上	上面	siøŋ21
賞		siøŋ13
壤		jɔŋ13
逛		kʷaŋ21
襁		kʰiøŋ21
獷		kɔŋ13
仰		jiøŋ13
嚮		hiøŋ33
響		hiøŋ13
饗		hiøŋ13
枉		ʋɔŋ13
往		ʋɔŋ13
癢		jiøŋ13
養		jiøŋ13
放		fɔŋ33
惘		mɔŋ13
網		mɔŋ13
仿		fɔŋ13
紡		fɔŋ13
釀		niøŋ21
亮		liøŋ21
掠		liøk2
諒		liøŋ21
醬		ʦiøŋ33
匠		ʦiøŋ33
帳		ʦiøŋ33
脹		ʦiøŋ33
悵		ʦʰiøŋ33
暢		ʦʰiøŋ33
壯		ʦɔŋ33
狀		ʦɔŋ21
唱		ʦʰiøŋ33
向		hiøŋ33
讓		jiøŋ21
況		fɔŋ33
旺		ʋɔŋ21
漾		jiøŋ21
妄		mɔŋ13
忘		mɔŋ21
訪		fɔŋ13
略		liøk2
雀		ʦiøk3
雀		ʦʰiøk3
爵		ʦiøk3
鵲		ʦiøk3
嚼		ʦiøk3
嚼	訓讀：咀嚼	ȵai33
削		ɬiøk3
削		siøk3
酌		ʦiøk3
灼		ʦiøk3
勺		ʦiøk3
綽		ʦʰiøk3
爍		siøk3
溺	溺死	nɪk2
箬		jɔk2
弱		jɔk2
腳		kiøk3
卻		kʰiøk3
瘧		jɔk2
虐		jɔk2
謔		jɔk2
躍		jɔk2
藥		jɔk2
鑰		jɔk2
獰		nɪŋ21
趟		tʰɔŋ33
瞠		ʦʰaŋ45
盯		tɪŋ45
澄		ʦʰɪŋ21
鎗		ʦʰiøŋ45
崢		ʦɐŋ45
牲		sɐŋ45
笙		sɐŋ45
猩		ɬɪŋ45
猩		sɪŋ45
甥		saŋ45
生	生活	sɐŋ45
生	先生	saŋ45
羹		kaŋ45
更	更改	kɐŋ45
更	三更半夜	kaŋ45
更	更加	kɐŋ33
埂		kɐŋ13
庚		kɐŋ45
京		kɪŋ45
驚	文讀	kɪŋ45
驚	白讀	kiɐŋ45
荊		kɪŋ45
坑		haŋ45
卿		hɪŋ45
迎		jɪŋ21
亨		hɐŋ45
兄		hɪŋ45
衡		hɐŋ21
瑛		jɪŋ45
英		jɪŋ45
瑩		jɪŋ21
榮		ʋɪŋ21
嶸		ʋɪŋ21
兵		pɪŋ45
棚		pʰaŋ21
榜		pɔŋ13
膨		pʰaŋ21
澎		pʰaŋ21
彭		pʰaŋ21
評		pʰɪŋ21
坪		pʰɪŋ21
盲		maŋ21
鳴		mɪŋ21
盟		mɐŋ21
明		mɪŋ21
擎		kʰɪŋ21
鯨		kʰɪŋ21
檸		nɪŋ21
打		ta13
打	量詞	ta45
省	反省；文讀	ɬɪŋ13
省	反省；文讀	sɪŋ13
省	白讀	siɐŋ13
省	廣東省	saŋ13
哽		kɐŋ13
礦		kʰɔŋ33
梗		kɐŋ13
境		kɪŋ13
警		kɪŋ13
憬		kɪŋ13
景		kɪŋ13
杏		hɐŋ21
影		jɪŋ13
永		ʋɪŋ13
炳		pɪŋ13
秉		pɪŋ13
丙		pɪŋ13
猛		maŋ13
蜢		maŋ13
艋		maŋ13
皿		mɐŋ13
敬		kɪŋ33
鏡		kiɐŋ33
竟		kɪŋ13
慶		hɪŋ33
詠		ʋɪŋ13
泳		ʋɪŋ13
柄	文讀	pɪŋ33
柄	白讀	piɐŋ33
病		piɐŋ21
孟		maŋ21
命	文讀：生命	mɪŋ21
命	白讀：攞命	miɐŋ21
競		kɪŋ21
坼		ʦʰak3
宅		ʦak2
澤		ʦak2
擇		ʦak2
嘖		ʦak3
蚱		ʦa33
窄		ʦak3
骼		kak3
喀		kʰa45
客		hak3
隙		kʰɪk5
額		ŋak2
逆		jɪk2
逆		nɪk2
赫		hak3
柏		pʰak3
伯	老伯	pak3
伯	春秋五伯	pak3
百		pak3
迫		pɪk5
迫	迫擊炮	pʰak3
帛		pak2
白		pak2
驀		mɐk2
陌		mɐk2
佰		pak3
珀		pʰak3
拍		pʰak3
劇		kʰiak2
劇		kʰiɐk2
丁		tɪŋ45
瞪		tɐŋ45
橙		ʦʰaŋ21
爭	文讀	ʦɐŋ45
爭	白讀	ʦaŋ45
猙		ʦɐŋ45
箏		ʦɐŋ45
耕	文讀	kɐŋ45
耕	白讀	kaŋ45
鏗		hɐŋ45
轟		hʊŋ45
閎		hʊŋ21
宏		hʊŋ21
莖		kɪŋ33
鶯		jɪŋ45
鸚		jɪŋ45
罌		aŋ45
櫻		jɪŋ45
拼		pʰɪŋ33
繃	繃帶	pɐŋ45
庄		ʦɔŋ45
萌		mɐŋ21
砰		pʰɪŋ45
耿		kɐŋ13
倖		hɐŋ21
幸		hɐŋ21
諍	文讀	ʦɐŋ45
諍	白讀	ʦaŋ45
硬		ŋaŋ21
迸		pɪŋ33
摘		ʦak3
摘		ʦak2
責		ʦak3
冊		ʦʰak3
策		ʦʰak3
隔		kak3
革		kak3
獲		ʋɔk2
核		hɐk2
核	果核	ʋɐk2
劃		ʋak2
厄		ɐk5
厄		ak3
麥		mɐk2
脈		mɐk2
精		ʦɪŋ45
菁		ʦʰɪŋ45
睛		ʦɪŋ45
蜻		ʦʰɪŋ45
晶		ʦɪŋ45
清		ʦʰɪŋ45
情		ʦʰɪŋ21
請		ʦʰɪŋ13
晴		ʦʰɪŋ21
正	正月	ʦɪŋ45
正	正午	ʦɪŋ33
怔		ʦɪŋ45
征		ʦɪŋ45
誠		sɪŋ21
成	文讀	sɪŋ21
成	白讀	siɐŋ21
城		sɪŋ21
盛	旺盛	sɪŋ21
盛	盛湯	sɪŋ21
聲	文讀	sɪŋ45
聲	白讀	siɐŋ45
頃		kʰɪŋ13
傾		kʰɪŋ45
輕	文讀	hɪŋ45
輕	白讀	hiɐŋ45
縈		jɪŋ21
嬰		jɪŋ45
營		jɪŋ21
盈		jɪŋ21
贏	文讀	jɪŋ21
贏	白讀	jaŋ21
屏	屏幕	pʰɪŋ21
并	并且	pɪŋ33
并	并且	pɪŋ21
名	文讀	mɪŋ21
名	白讀	miɐŋ21
瓊		kʰɪŋ21
頸		kiɐŋ13
嶺	文讀	lɪŋ13
嶺	白讀	liɐŋ13
領	文讀	lɪŋ13
領	白讀	liɐŋ13
井		ʦiɐŋ13
睜		ʦɐŋ45
睜		ʦaŋ45
阱		ʦiɐŋ13
靖		ʦɪŋ21
靜		ʦɪŋ21
整		ʦɪŋ13
潁		ʋɪŋ21
穎		ʋɪŋ21
餅		piɐŋ13
併	合併	pɪŋ33
淨	文讀：淨化	ʦɪŋ21
淨	白讀：乾淨	ʦiɐŋ21
性		ɬɪŋ33
性		sɪŋ33
姓		ɬɪŋ33
姓		sɪŋ33
政		ʦɪŋ33
聖		sɪŋ33
勁	衝勁	kɪŋ33
勁	勁抽	kɪŋ21
摒		pɪŋ13
摒		pɪŋ33
聘		pʰɪŋ33
跡		ʦɪk5
蹟		ʦɪk5
脊		ʦiɐk3
瘠		ʦiɐk3
籍		ʦɪk2
惜		ɬɪk5
惜		sɪk5
昔		ɬɪk5
昔		sɪk5
汐		ʦɪk2
夕		ʦɪk2
蓆		ʦiɐk2
席		ʦɪk2
隻		ʦiɐk3
尺		ʦʰiɐk3
赤		ʦʰiɐk3
碩		siɐk2
石		siɐk2
釋		sɪk5
適		sɪk5
益		jɪk5
亦		jɪk2
疫		jɪk2
液		jɪk2
奕		jɪk2
驛		jɪk2
腋		jɪk2
繹		jɪk2
睪	睪丸	kou45
譯		jɪk2
蜴		jɪk2
役		jɪk2
璧		pɪk5
闢		pʰɪk5
僻		pʰɪk5
楨		ʦɪŋ45
貞		ʦɪŋ45
禎		ʦɪŋ45
偵		ʦɪŋ45
程		ʦʰɪŋ21
呈		ʦʰɪŋ21
逞		ʦʰɪŋ13
騁		ʦʰɪŋ13
鄭		ʦɪŋ21
擲		ʦak2
碧		pɪk5
仃		tɪŋ45
釘	文讀	tɪŋ45
釘	白讀	tiɐŋ45
叮	文讀	tɪŋ45
叮	白讀	tiɐŋ45
汀	他汀（藥名）	tɪŋ45
聽	聽力	tʰiɐŋ45
聽	聽任	tʰɪŋ33
訂		tɪŋ21
廳		tʰiɐŋ45
亭		tʰɪŋ21
挺		tʰɪŋ13
蜓		tʰɪŋ21
停		tʰɪŋ21
霆		tʰɪŋ21
廷		tʰɪŋ21
庭		tʰɪŋ21
嚀		nɪŋ21
寧		nɪŋ21
聆		lɪŋ21
齡		lɪŋ21
冷		laŋ13
冷	『口語，表示人少，冷清或者生意蕭條；借自雷州話』	lɛ13
羚		lɪŋ21
蛉		lɪŋ21
鈴		lɪŋ21
伶		lɪŋ21
玲		lɪŋ21
拎		nɪŋ45
靈		lɪŋ21
青	文讀	ʦʰɪŋ45
青	白讀	ʦʰiɐŋ45
醒	文讀	ɬɪŋ13
醒	文讀	sɪŋ13
醒	白讀	ɬiɐŋ13
醒	白讀	siɐŋ13
腥	文讀	ɬɪŋ45
腥	文讀	sɪŋ45
腥	白讀	ɬiɐŋ45
腥	白讀	siɐŋ45
惺		ɬɪŋ45
惺		sɪŋ45
星		ɬɪŋ45
星		sɪŋ45
涇		kɪŋ45
經		kɪŋ45
馨		hɪŋ45
刑		jɪŋ21
型		jɪŋ21
螢		jɪŋ21
形		jɪŋ21
瓶		pʰɪŋ21
萍		pʰɪŋ21
冥		mɪŋ21
銘		mɪŋ21
螟		mɪŋ21
鼎		tɪŋ13
頂	文讀	tɪŋ13
頂	白讀	tiɐŋ13
艇		tʰiɐŋ13
濘		nɪŋ21
並	並且	pɪŋ21
並	並且	pɪŋ33
定		tɪŋ21
逕		kɪŋ33
徑		kɪŋ33
罄		hɪŋ33
的		tɪk5
滴		tɪk5
踢		tʰiɐk3
踢		tʰiak3
剔		tʰɪk5
惕		tʰɪk5
笛	文讀	tɪk2
笛	白讀	tiɐk2
滌		tɪk2
迪		tɪk2
敵		tɪk2
荻		tɪk2
狄		tɪk2
瀝	瀝乾	lɪk2
瀝	大瀝，地名	lɪk2
靂		lɪk2
曆		lɪk2
礫		lɪk5
歷		lɪk2
績		ʦɪk5
戚		ʦʰɪk5
寂		ʦɪk2
淅		ɬɪk5
淅		sɪk5
蜥		ɬɪk5
蜥		sɪk5
錫	語保老男音	ɬiak3
錫	語保青男音	siak3
錫	語保青男音	siak2
析		ɬɪk5
析		sɪk5
擊		kɪk5
壁		pɪk5
覓		mɪk2
劈	文讀	pʰɪk5
劈	白讀	pʰiɐk3
劈	白讀	pʰiak3
霹		pʰɪk5
燈		tɐŋ45
登		tɐŋ45
騰		tʰɐŋ21
藤		tʰɐŋ21
楞	楞角	lɪŋ21
楞	發楞	lɪŋ21
稜		lɪŋ21
增		ʦɐŋ45
憎		ʦɐŋ45
曾	曾孫	ʦɐŋ45
曾	曾經	ʦʰɐŋ21
層		ʦʰɐŋ21
僧		ʦɐŋ45
恆		hɐŋ21
弘		hʊŋ21
