#詞語	音標	解釋
吃饭	tɕʰi3 fan6	
早饭	tsao3 fan6	
半日反	puan5 ɤ6 fan6	午饭
夜饭	ia6 fan1	晚饭
零碎	lin2 sei5	零食
消夜	ɕiao1 ia6	吃夜宵
米饭	mi3 fan6	
剩饭	sen6 fan6	吃剩下的饭
现饭	ɕiæn6 fan6	不是刚做的饭而指的是有存余的饭
煳	fu6	饭
馊	ɕiao1	饭
□□	lao1 kʰuo3	锅巴
粥	tsou1	
米汤	mi3 tʰaŋ1	煮饭滗出来的
棕粑	tsooŋ5 pa2	
面粉	mian6 fen3	
面条	mian6 tiao2	
挂面	kua5 mian6	
馒头	man5 tiao2	没馅的
包子	pao1 tsɿ2	有馅的
油条	iou2 tiao2	
烧饼	sao1 pin6	
饺子	tɕiao3 tsɿ2	饺子的总称
馄饨	fen6 ten5	
蛋糕	tan6 kao1	老式小圆形的
汤圆	tʰaŋ1 yan3	用湿粉团搓成,有的有馅,有的无馅
月饼	nye3 pin3	
饼干	pin3 kan1	
肉片	lou6 pʰian5	
肉丝	lou6 sɿ1	
肉末	lou6 mo5	
肉皮	lou6 pi2	
猪脚	tɕy1 tɕio6	
牛舌子	niou2 sæ5 tsɿ2	
猪舌子	tɕy1 sæ5 tsɿ2	
肺	fei5	猪的
肠子	tsaŋ6 tsɿ2	猪的
排骨	pai2 ku6	猪的
牛肚	niou2 tu6	
肝	kan1	猪的
猪血	tɕy1 ɕie3	
鸡血	tɕi1 ɕie3	
白鸡蛋	pʰæ5 tɕi1 tan6	连壳煮的鸡蛋
腊肠	la3 taŋ2	
菜	tsʰai5	下饭的
青菜	tɕʰin1 tsʰai5	
肉菜	lou3 tsʰai5	
干菜	kuan1 tsʰai5	
豆子	tiao6 tsɿ2	
豆腐皮	tiao6 fu6 pi2	
干豆子	kan1 tiao6 tsɿ2	
豆腐乳	tiao6 fu6 y5	霉豆腐
粉丝	fen6 sɿ2	
凉粉	liaŋ2 fen6	
木耳	mo6 ɤ3	
猪油	tɕy1 iou2	
茶油	tsa2 iou2	
桐油	toŋ2 iou2	
菜子油	tsaiʰ5 tsɿ2 iou2	
盐	ian2	
酱油	tɕiaŋ5 ɿou2	
豆瓣酱	tiao6 pan5 tɕiaŋ5	
醋	tsʰu5	
红糖	xoŋ2 taŋ2	
白糖	pʰæ5 taŋ2	
冰糖	pin1 taŋ2	
花生糖	fa1 sæn1 taŋ2	
八角	pa6 kuo6	
桂皮	kuei5 pi2	
花椒	fa1 tɕiao2	
烟	ian1	
香烟	ɕiaŋ1 ian1	
烤烟	kao6 ian1	
烟灰	ian1 fei1	
茶	tsa2	沏好的
茶叶	tsa2 ie6	
细叶茶	ɕi5 ie6 tsa2	
开水	kʰai1 ɕy6	
㵾水	tɕʰin5 ɕy6	凉水
倒茶	tao5 tsa	
米酒	mi3 tɕiou6	
做媒	tsu5 mei2	
对面	tei5 mian6	男女双方见面,看是否合意
过礼	kuo5 li3	
讨烟	tʰao3 ian1	
请媒	tɕʰin3 mei2	
行茶	ɕin6 tsa2	
对面	tei5 mian6	
放糖	faŋ5 taŋ2	
放话	faŋ5 ua2	
过礼	kuo5 li3	
合庚	xuo5 kiɛn1	
鸾夫	luan6 fu1	
收亲	sou1 tɕin1	
坐家	tsuo6 ka1	
办篮	pan6 lan2	
送谢	soŋ5 ɕie2	
转脚	tɕyan3 tɕio3	
开口礼	kʰai1 kʰiao3 li3	
讨八字	tʰao3 pa6 tsɿ2	
送亲客	soŋ5 tɕinʰ1 kʰæ3	
画关亲	fa6 kuan1 tɕʰin1	
吃大酒	tɕi3 tai6 tɕiou6	
离娘头	li6 niaŋ2 tiao2	
离娘饭	li6 niaŋ2 fan6	
过大礼	kuo5 tai6 tɕiou6	
过小礼	kuo5 ɕi5 li6	
夫子客	fu1 tsɿ2 kæ3	
踢衣饭	tie3 i1 fan6	
打请收	ta3 tɕʰin3 sou1	
喜酒	ɕi3 tɕiou6	
拜堂	pai5 taŋ2	
新郎	ɕin1 laŋ2	
新娘	ɕin1 laŋ2	
新房	ɕin1 faŋ2	
背崽	pei5 tsai3	怀孕
接生	tɕie3 sæn1	
坐月子	tsuo6 nye3 tsɿ2	
满月	muan3 nye3	
头胎	tiao2 tʰai2	
双胞胎	saŋ1 paŋ2 tʰai2	
打胎	ta3 tʰai2	
尿床	niao6 tseŋ2	小孩子
生日	sæn1 ɤ3	
寿星	sou5 ɕin1	
灵床	lin2 tseŋ2	
棺材	kuan1 tsai2	
灵堂	lin2 taŋ2	
孝子	ɕiao5 tsɿ2	
孝孙	ɕiao5 sen1	
出殡	tɕy6 pin5	
纸扎	tʂɤ3 tsa1	用纸扎的人、马、房子等
纸钱	tʂɤ3 tɕian2	
坟	fen2	
碑	pei1	不单指墓碑
墓碑	mo6 pei1	
上坟	saŋ6 fen2	
落气	luo6 tɕʰi5	
讨工	tʰao3 koŋ1	
坐夜	tsuo6 ia6	
扫棺	sao5 kuan1	
升棺	sæn1 kuan1	
绕棺	lao5 kuan1	
走香	xæn2 ɕiaŋ1	
祭子	tɕi5 tsɿ2	
祭帐	tɕi5 tsaŋ5	
上祭	saŋ6 tɕi5	
拜路	pai5 lu6	
安灵	ŋan1 lin2	
扶坟	fu6 fen2	
挂煞	kua5 ʂa5	
拜忏	pai5 tsʰan5	
客忏	kæ6 tsʰan5	
水忏	ɕy6 tsʰan5	
彩灯	tsʰai3 tian1	
哭哀	kʰu6 ai1	
进土	tɕin5 tʰu6	
请道人	tɕʰin6 tao6 en2	
落气炮	luo6 tɕʰi5 pʰao5	
落气纸	luo6 tɕʰi5 tʂɤ3	
抬井水	tai2 tɕin3 ɕy6	
落气澡	luo6 tɕʰi5 sao3	
洗阴澡	ɕi3 in1 tsao3	
换死衣	xuan6 sɿ6 i1	
血盆忏	ɕie3 pen2 tsʰan5	
地府灯	ti6 fu6 tæn1	死者死后点的灯
当大事	taŋ1 tai6 sɿ2	在逝者家中堂屋挂的布条
菩萨	pu6 sa2	
观世音	kuan1 ʂɤ5 in1	
土地庙	tu6 ti1 miao5	
送子娘娘	soŋ5 tsɿ2 niaŋ2 niaŋ2	
祠堂	tsɿ2 taŋ2	
上供	saŋ1 koŋ5	
蜡	la3	敬神的那种
香	ɕiaŋ1	敬神的那种
念经	nian5 tɕin1	
看风水	kʰan5 xoŋ1 ɕy6	
算命	suan5 min6	
看相的	kʰan5 ɕiaŋ5 ti2	
童子婆	toŋ2 tsɿ2 po2	
喜姑娘	ɕi3 ku1 niaŋ2	
插童	tsʰa3 toŋ2	
看香	kʰan5 ɕiaŋ1	
接亡	tɕie3 uaŋ2	
喊魂	xan3 fen2	
抢魂	tɕʰiaŋ6 fen2	
打保福	ta3 pao6 fu2	
龙王庙	loŋ2 uaŋ2 miao5	
杨公庙	iaŋ2 koŋ1 miao5	
穿衣服	tɕʰyan1 i1 fu6	
脱衣服	tʰuo3 i1 fu6	
做衣服	tsu5 i1 fu6	
洗衣服	ɕi3 i1 fu6	
晾衣服	laŋ6 i1 fu6	
做饭	tsu3 fan6	总称
发面	fa3 mian6	
和面	xuo5 mian6	
蒸馒头	ten1 man5 tiao2	
择菜	tsa3 tsʰai5	
做菜	tsu3 tsʰai5	总称
做汤	tsu3 tʰaŋ1	
开饭	kʰai1 fan6	
吃早饭	tɕʰi3 tsao3 fan6	
吃半日饭	tɕʰi3 po5 ɤ3 fan6	
吃夜饭	tɕʰi3 ia6 fan6	
噎起嘎	ie3 tɕʰi3 ka2	吃饭
嘴没有味	tsei6 mo6 iou3 uei6	
吃茶	tɕʰi3 tsa2	
喝酒	xuo3 tɕiou6	
抽烟	tsʰou1 ian1	
辣肚子	la3 tou6 tsɿ2	饿了
头起	tiao2 tɕʰi6	起床
洗手	ɕi6 sou2	
洗脸	ɕi6 lian6	
刷牙	sa3 ŋa2	
梳头	su1 tiao2	
梳辫子	su1 pian5 tsɿ2	
剪指甲	tɕian3 tʂɤ6 ka1	
掏耳朵	tʰao1 ɤ3 tuo1	
洗澡	ɕi3 tsao6	
屙尿	uo1 niao6	动词
屙屎	uo1 ʂɤ6	动词
歇凉	ɕie3 liaŋ2	
晒太阳	sai5 tʰai5 iaŋ2	
向火	ɕiaŋ3 xuo6	取暖
□灯	i5 tæn6	熄灯
□□□	niaŋ5 tʰuo6 ka2	睡着了
打菩鼾	ta3 pu6 xan2	打呼
□不□	niaŋ5 mao6 tʰuo2	睡不着
抽筋	tʂʰou1 tɕin1	
做梦	tsu5 meŋ6	
说梦话	kaŋ3 meŋ6 ua2	
熬夜	ao2 ia2	
开夜车	kʰai1 ia2 tcʰæ2	
行路	xæn2 lu2	
上工	saŋ6 koŋ1	
收工	sou1 koŋ1	
赶集	kan6 taŋ2	到集市上买卖货物
行亲戚	xæn2 tɕin1 tɕʰi2	
出去	tɕʰy3 kʰi5	
逛街	kuaŋ5 kai1	
散步	san5 pu6	
打官司	ta3 kuan1 sɿ6	
告状	kao5 tsaŋ6	动宾
证人	tʂen5 en2	
人证	en2 tʂen5	
对质	tei5 tʂɤ5	
家务事	tɕia1 u6 sɿ2	清官难断~事
律师	ly5 sɿ2	
服	fu6	
冇服	mao6 fu6	
判	pʰuan5	
招	tsao1	
口供	kʰiao3 koŋ5	
对伙	tei5 xuo3	同谋
犯罪	fan3 tsei5	
诬告	u1 kao5	
保出来	pao3 tɕy3 lai2	
捉嘎	tsuo3 ka2	逮捕
收好处	sou1 xao3 tɕy5	
罚钱	fa5 tɕian6	
剁脑壳	tuo3 nao3 kuo2	斩首
手铐	sou3 kʰao5	
关起来	kuan1 tɕʰi3 lai2	
坐牢	tsuo6 lao2	
立字据	li3 tsɿ6 tɕy5	
按手印	ŋan3 sou3 in5	
地租	ti6 tsu1	
地契	ti6 tɕi5	
执照	tʂɤ5 tʂao5	
告示	kao5 ʂɤ3	
通知	tʰoŋ1 tʂɤ1	
印	in5	官方图章
来往	lai2 uaŋ6	
客	kæ3	
请客	tɕʰin3 kæ3	
招待	tsao1 tai5	
男客	nan2 kæ3	
女客	ny3 kæ3	
送礼	soŋ5 li3	
礼物	li3 u2	
人情	en2 tɕʰin2	
做客	tsu5 kæ3	
陪客	pei2 kæ3	动宾
送客	soŋ5 kæ3	
冇□送	mao6 tʰuo5 soŋ5	主人说的客气话
难为你	nan2 uei1 ni6	谢谢
摆酒	pai3 tɕiou3	
上菜	saŋ1 tɕiou3	
倒酒	tao5 tɕiou3	
劝酒	tɕʰyan5 tɕiou3	
干杯	kan1 pei1	
不讲的来	mao6 kaŋ3 ti2 lai2	他们俩人
对头	tei5 tiao2	冤家
冤枉	yan6 uaŋ2	
打岔	ta6 tsʰa2	
假意	tɕia3 i5	做作
装戆	tsaŋ1 ŋaŋ5	装傻
舍面子	sæ3 mian6 tsɿ2	丢人
巴结	pa1 tɕie2	
看得起	kʰan5 tæ6 tɕʰi2	
看冇起	kʰan5 mao6 tɕʰi2	
打伙计	ta3 xuo3 tɕi5	当朋友
答应	ta3 in5	
冇答应	mao6 ta3 in5	
招牌	tsao1 pai2	
广告	kuaŋ6 kao5	
开店子	kʰai1 tian5 tsɿ2	
门面	men2 mian6	商店的门面
摆摊	pai3 tʰan1	
做生意	tsu5 sæn1 i5	
饭店	fan6 tian5	
理发店	li3 fa5 tian5	
剪头发	tɕian3 tiao6 fa2	
刮胡子	kua3 fu6 tsɿ2	
杀猪	sa3 tɕy1	
油榨	iou2 tsa5	
开张	kʰai1 tsaŋ1	
喊价钱	xan3 tɕia5 tɕian2	价钱
便宜	pian6 i6	价钱
贵	kuei5	
生意好	sæn2 i5 xao3	
生意差	sæn2 i5 tsʰa1	
工钱	koŋ1 tɕiɛn	
本钱	pen3 tɕian2	
保本	pao3 pen6	
赚钱	tɕyan5 tɕian2	
亏本	kʰuei1 pen6	
路费	lu6 fei5	
利息	li5 ɕi2	
运气好	yn6 tɕʰi5 xao6	
押金	ia3 tɕin1	
开销	kʰai1 ɕiao2	
欠钱	tɕʰian5 tɕian2	
要钱	iao5 tɕian2	
烂帐	lan6 tsaŋ2	要不来的帐
发票	fa3 pʰiao2	
收据	sou1 tɕy2	
存款	tsʰen2 kʰuan6	存下的钱
整钱	tsen3 tɕian2	如十元、百元的钱
零钱	lin2 tɕian2	
银钱	ŋin6 tɕian2	
锑货子	tʰi1 xuo5 tsɿ2	硬币
一分钱	i3 fen1 tɕian2	
一角钱	i3 tɕio3 tɕian2	
一块钱	i3 kʰuai3 tɕian2	
十块钱	ʂɤ5 kʰuai3 tɕian2	
一百块钱	i3 pæ3 kʰaui3 tɕian2	
算盘	suan5 puan2	
天平	tʰian2 pin6	
秤	tsʰen5	
秤盘	tsʰen5 pan2	
秤砣	tsʰen5 tuo2	
铁路	tʰie3 lu2	
火车	xuo3 tsʰæ1	
火车站	xuo3 tsʰæ1 tsan5	
公路	koŋ1 lu6	
汽车	tɕʰi5 tsʰæ1	
班车	pan1 tsʰæ1	指汽车的
货车	xuo5 tsʰæ1	指汽车的
小车	tɕiao3 tsʰæ1	小轿车
摩托车	mo1 tuo3 tsʰɤ1	
慢慢游	man5 man5 iou2	三轮车
线车	ɕian5 tsɤ1	自行车
船	ɕyan2	总称
学校	ɕio5 ɕiao6	
读书	tʰu5 ɕy1	去学校上课
放学	faŋ5 ɕio5	上完课回家
幼儿园	iou5 ɤ3 yan2	年龄较大
学费	ɕio5 fei5	
放假	faŋ5 tɕia3	
暑假	ɕy3 tɕia3	
寒假	xan2 tɕia3	
请假	tɕʰin3 tɕia3	
教室	tɕiao5 ɤ3	
上课	saŋ6 kʰuo5	
下课	xa6 kʰuo5	
讲台	tɕiaŋ3 tai2	
黑板	xæ3 pan3	
粉笔	fen3 pi3	
黑板擦	xæ3 pan3 tsʰa	
笔记本	pi3 tɕi5 pen3	
课本	kʰuo5 pen3	
铅笔	tɕʰian1 pi3	
橡皮擦	ɕiaŋ5 pi6 tsʰa3	
铅笔刀	tɕʰian1 pi3 tao1	指旋着削的那种
圆规	yan2 kuei1	
三角板	san1 tɕio3 pan3	
钢笔	kaŋ1 pi3	
毛笔	mao6 pi3	
墨水	mæ3 ɕy6	钢笔用的
书包	ɕy1 pao1	
读书滴	tɕʰu5 tɕy1 ti2	
认得字滴	en6 tæ3 tsɿ ti2	
背书	pei6 ɕy1	
报考	pao5 kʰao3	
考场	kʰao3 tsʰaŋ3	
考试	kao3 ʂɤ5	
考卷	kao3 tɕyan5	
满分	man3 fen1	
零分	lin2 fen1	
毕业	pi3 nie3	
文凭	uen2 pin2	
楷	kʰai3	
字帖	tsɿ6 tʰæ6	
草稿	tsʰao3 kao3	
双人旁	saŋ1 en2 paŋ2	彳
口子旁	kʰiao3 tsɿ2 paŋ2	囗
宝盖头	pao3 kai5 tiao2	宀
竹字头	tu3 tsɿ2 tiao2	
火字旁	xuo3 tsɿ1 paŋ2	
三点水	san1 tian3 ɕy6	氵
草字头	tsʰao3 tsɿ2 ti2	艹
风筝	xeŋ1 tsen2	
藏猫古	tsaŋ2 mao5 ku3	捉迷藏
打水飘	ta3 ɕy6 pʰiao1	在水面上掷瓦片
划拳	ua5 tɕyan2	喝酒时
猜谜语	tsʰai1 mi6 y3	
麻将	ma2 tɕiaŋ5	
炮	pʰao5	
放炮	faŋ5 pʰao5	
烟花	ian1 fa1	
放花炮	faŋ5 fa1 pʰao5	
象棋	ɕiaŋ5 tɕi2	
下棋	xa6 tɕi2	
三字棋	san1 tsɿ6 tɕi2	
牛角棋	niou2 kuo3 tɕi2	
舞龙	u3 loŋ2	
打腰鼓	ta3 iao1 ku6	
唱阳戏	tsʰaŋ5 iaŋ6 ɕi5	
站	tsan5	
蹲	ten1	
□□	pan5 tʰuo5	跌倒
爬头起	pa6 tiao2 tɕʰi3	爬起来
摇脑壳	iao2 nao3 kʰuo3	
抬脑壳	tai2 nao3 kʰuo3	
开眼睛	kʰai1 ŋan3 tɕin1	
闭眼睛	pi5 ŋan3 tɕin1	
遇着	y6 tʰuo5	遇见
□	tɕʰiou5	看
流眼泪	liou6 ŋan6 lei2	
□嘴巴	ŋa1 tsei3 pa6	张嘴
举手	tɕy3 sou3	
伸手	sen1 sou	
搊屎	tɕʰiao1 niao6	抱持小儿双腿,哄他大便
搊尿	tɕʰiao1 niao6	抱持小儿双腿,哄他尿
跺脚	tuo5 tɕio3	
跷二郎脚	tɕʰiao5 ɤ5 laŋ2 tɕio3	
弯腰	uan1 iao2	
伸腰	sen1 iao2	
敲背	kʰao1 pei2	捶背
吸鼻涕	ɕi1 pi3 tʰi5	
打喷嚏	ta3 pi6 tʰi5	
嗅	ɕioŋ5	闻:用鼻子~
嫌弃	ɕian6 tɕʰi5	
哭	kʰu3	
射	sa6	扔:把没用东西~了
讲	kaŋ3	说
走	tɕiao3	跑
搀	tsʰan1	酒里~水
□	tiaŋ1	提东西
擦嘎	tsʰa3 ka2	
□	tʰuo5	丢失
□	la6	因忘而把东西遗放在某处
寻到	tɕin6 tao5	找到
晓得	ɕiao3 tæ3	
想主意	ɕiaŋ3 tɕy3 i5	
猜	tsʰai1	
信	ɕin5	
吓	xa5	
挂□	kua5 ɕy6	挂念
放心	faŋ5 ɕin1	
望	uaŋ6	
记到起	tɕi5 tao3 ɕi3	不要忘
忘记嘎	uaŋ6 tɕi5 ka2	
想	ɕiaŋ3	
带厌	tai5 ian5	讨厌
恨	xæn5	
偏心	pʰian1 ɕin1	
抱怨	pao5 yan5	
憋气	pie1 ɕi5	
□□	ɕia5 i5	喜欢
惯□	kuan5 ʂɤ5	娇惯
说话	kaŋ3 ua6	
聊天	liao6 tʰian1	
冇做声	mao6 tsu5 sen1	
骗	pʰæn3	我~你玩的,不是真的
顶嘴	tin3 tsei3	
□话	tsʰæ5 ua6	吵架
打架	ta3 tɕia5	
着骂	tʰuo5 ma6	破口大骂
天上	tʰian1 saŋ6	
山上	san1 saŋ6	
路上	lu6 saŋ6	
街上	kai1 saŋ6	
墙上	tɕiaŋ2 saŋ6	
门上	men2 saŋ6	
桌子上	tsuo3 tsɿ2 saŋ6	
登板上	tæn5 pan3 saŋ6	
边边	pian1 pian1	
内进	nei6 tɕin2	里面
外口	uai6 kʰiao2	外面
心里	ɕin1 li3	
山上	san1 saŋ6	
大门口	tai6 men2 kiao3	
门外	men2 uai6	
车前头	tsʰæ1 tɕian6 tiao2	
车后头	tsʰæ1 xiao6 tiao2	
前头	tɕian6 tiao2	
后头	xiao6 tiao2	
背后头	pei5 xiao6 tiao2	
东	toŋ1	
西	ɕi1	
南	nan2	
北	pæ6	
路边	lu6 pian1	
打下则	ta5 xa6 tsɛ6	当间
床底脚	tseŋ2 ti3 tɕio3	
楼底脚	liao2 ti3 tɕio3	
锅底	kuo1 ti3	
缸底	kaŋ1 ti3	
旁边	paŋ2 pian1	
□□地方	mo6 kuo3 ti6 faŋ1	什么地方
左边	tsuo3 pian1	
右边	iou6 pian1	
向前	ɕiaŋ5 tɕian3	
我	ŋo3	
你	ŋi3	
他	tʰa1	
别个	pʰæ5 kuo5	人家
大私	tai6 ʂɤ5	大家
这个	tai5 kuo5	
这些	tai5 ɕia3	
哪里?	lai3 ti2	
何式搞	uo6 tsɿ5 kao3	怎么办
么个	mo6 kuo6	什么
多	tuo1	久、高、大、厚、重
他俩个	tʰa1 liaŋ3 kuo5	
两个佬	liaŋ3 kuo5 lao3	夫妻俩
好	xao3	这个比那个~些
冇错	mao6 tsʰuo5	颇好之意
何式的	o2 tsɿ5 ti6	怎么样
坏	fan6	不好
般把着	pan1 pa6 tsæ6	凑合
好□	xao3 tɕʰiou5	美
□□	ia5 ka1	丑
闹热	nao6 ɤ3	热闹
硬	ŋan6	
软	ŋyan3	
□□	o5 lan6	脏
咸	xan6	
香	ɕiaŋ1	
臭	tsʰou5	
酸	suan1	
甜	tian2	
苦	kʰu6	
辣	la6	
稀	ɕi1	粥太~了
密	mi5	不稠密
肥	fei6	指人
瘦	siao5	
难受	nan2 sou6	
怕□□	pʰa3 ia5 ka2	害羞
乖	kuai1	小孩儿真~
跳	tʰiao5	皮
怂	soŋ6	
小气	ɕiao3 tɕi5	
大方	tai3 faŋ1	
凸	ao1	
凹	tʰu1	
凉快	liaŋ6 kʰuai5	
齐	tɕi6	
迟	tʂɤ6	来~了
多	tuo1	
少	sao3	
大	tai6	
小	ɕi5	
长	taŋ2	
短	tuan3	
宽	kʰuan1	
窄	tsæ3	
厚	xiao6	
薄	pʰao5	
深	sen1	
浅	tɕʰian3	
高	kao1	
低	ti1	
矮	ŋai3	
正	ten5	
歪	uai1	
斜	ɕia2	
红	xoŋ2	
蓝	lan2	
绿	liou3	
白	pʰæ5	
灰	fei1	
黄	uaŋ2	
紫	tsɿ6	
黑	xæ3	
正	ten5	我~来,没赶上
正	ten5	不大不小,~合适
有点	iou3 tian5	天~冷
怕	pʰa5	也许:~要下雨
硬是	ŋen3 ʂɤ3	非到九点不开会
□□□□□	ɕin5 lai3 kuo5 ʂɤ2 xiao2	随时:~来都行
当面	taŋ1 mian3	有话~说
背地	pei5 ti1	不要~说
做队	tsu5 tei6	一块儿
□□	kuan5 tse2	自己:他~去
到嘎	tao5 ka2	他~走了没有,你要问清楚
登四十	tian1 sɿ5 ʂɤ5	接近四十:这人已经~了
冇要	mao6 iao5	慢慢儿走,~跑
白	pʰæ5	不要钱:~吃
白	pʰæ5	空:~跑一趟
向先	ɕiaŋ5 ɕian2	你~走,我随后就来
替	tʰi5	你~我写封信
和	xuo2	这个~那个一样
一把	i3 pa3	椅子
一枚	i3 mei6	奖章
一本	i3 pen3	书
一笔	i3 pi3	款
一个	i3 kuo5	马
一封	i3 fen1	信
一服	i3 fu5	药
一条	i3 tiao6	河
一顶	i3 tin6	帽子
一件	i3 tɕian6	事
一朵	i3 tuo3	花儿
一顿	i3 ten5	饭
一条	i3 tiao6	手巾
一辆	i3 liaŋ6	车
一只	i3 tʂɤ1	手
一盏	i3 tsan3	灯
一张	i3 tsaŋ1	桌子
一桌	i3 tsuo3	酒席
一场	i3 tsaŋ3	雨
一出	i3 tsʰy3	戏
一床	i3 tseŋ2	被子
一身	i3 sen1	棉衣
一根	i3 kæn1	头发
一棵	i3 kʰuo3	树
一块	i3 kʰuai5	砖
一头	i3 tiao2	猪
一个	i3 kuo5	人
一家	i3 ka1	店子
一架	i3 ka5	飞机
一间	i3 kan1	屋子
一座	i3 tsuo5	房子
一件	i3 tɕian6	衣裳
一行	i3 xaŋ2	字
一篇	i3 pʰian1	文章
一页	i3 ie3	书
一节	i3 tɕie3	文章
一段	i3 tuan6	文章
一片	i3 pʰian5	好心
一面	i3 mian6	旗
一座	i3 tsuo5	桥
一盘	i3 pan6	棋
一门	i3 men6	亲事
一沓	i3 tʰa5	纸
一缸	i3 kaŋ1	水
一碗	i3 uan3	饭
一杯	i3 pei1	茶
一包	i3 pao1	花生
一卷	i3 tɕyan3	纸
一担	i3 tan5	米
一排	i3 pai6	桌子
一句	i3 tɕy5	话
一双	i3 saŋ1	鞋
一对	i3 tei5	花瓶
一副	i3 fu5	眼镜
一种	i3 tsoŋ3	虫子
一伙	i3 xuo3	人
一批	i3 pʰi1	货
一个	i3 kuo5	
一窝	i3 uo1	蜂
一挂	i3 kua5	葡萄
一脸	i3 lian3	土
一身	i3 sen1	土
一顿	i3 ten5	吃
一趟	i3 tʰaŋ5	走
一眼	i3 ŋan3	看
一口	i3 kʰiao3	吃
一面	i3 mian6	见
一扇	i3 san5	门
一幅	i3 fu5	画儿
一瓣	i3 pan5	花瓣
一处	i3 tsʰy5	地方
一部	i3 pu5	书
一班	i3 pan1	车
一打	i3 ta3	鸡蛋
一堆	i3 tei1	雪
一列	i3 lie5	火车
一路	i3 lu6	公共汽车
一滴	i3 ti3	雨
一盒	i3 xuo5	火柴
一箱	i3 ɕiaŋ1	衣裳
一篮子	i3 lan2 tsɿ2	梨
一炉子	i3 lu2 tsɿ2	灰
一缸子	i3 kaŋ1 tsɿ2	水
一瓶	i3 pin6	醋
一桶	i3 tʰoŋ3	汽油
一盆	i3 pen6	洗澡水
一壶	i3 fu6	茶
一锅	i3 kuo1	饭
一盘	i3 pan2	水果
一碗	i3 uan6	饭
一勺	i3 suo5	汤
个把两个	kuo5 pa3 liaŋ3 kuo5	
千把个	ɕʰian1 pa3 kuo5	
万把块钱	uan6 pa3 kʰuai6 tɕian2	
里把路	li3 pa3 lu6	
要命	iao5 min6	要死
死嘎	sɿ3 ka2	死人、坏了
吃□	tɕi3 taŋ2	这个菜没~
□□	tɕʰiou5 taŋ3	这出戏有个~
崭新	tsan3 ɕin1	
梆硬	paŋ5 ŋen3	
□黑	ma5 xa3	
一	i3	
二	ɤ6	
三	san1	
四	sɿ5	
五	u3	
六	liou5	
七	tɕʰi3	
八	pa3	
九	tɕiou3	
十	ʂɤ5	
百	pæ3	
千	tɕʰian1	
万	uan6	
零	lin2	
二斤	liaŋ3 tɕin1	两斤
两丈	liaŋ3 taŋ5	二丈
二寸	liaŋ3 tsʰen5	两寸
两担	liaŋ3 tan5	二担
几个?	tɕi3 kuo5	
好几个	xao3 tɕi3 kuo5	
□□□	tian5 ŋa5 tsæ3	一点
十多个	ʂɤ5 tuo1 kuo5	比十个多
百把个	pæ3 pa3 kuo5	
一半	i3 puan5	
两半	liaŋ3 puan5	
多半	tuo1 puan5	
一大半	i3 tai6 puan5	
一个半	i3 kuo5 puan5	
上下	saŋ3 xa3	
