#漢字	音標	解釋
謇	tɕĩ3	
警	tɕiŋ3	
計	tɕiᶨ5	
計	tɕʰiᶨ6	活~
訂	tiŋ5	
訃	fʋ̩5	~告
認	ʐəŋ6	
譏	tɕiᶨ1	
訌	xɔŋ5	
討	tʰǫ3	
讓	ʐã6	
訖	tɕʰiəʔ7	
訓	ɕyŋ5	
訓	ɕiɔŋ5	斥责
議	iᶨ6	
訊	ɕiŋ5	
記	tɕiᶨ5	
講	tɕiã3	文
講	kã3	白
訥	nɛʔ8	
訥	nəʔ8	
許	ɕyᶨ3	
許	xᴇ3	哪~
訛	ŋɘʊ2	
論	ləŋ2	
論	ləŋ6	
訟	sɔŋ5	
諷	fɔŋ3	
設	ɕiʔ7	
訪	fã3	
訣	tɕiʊʔ7	
证	tsəŋ5	
評	pʰiŋ2	
詛	tsʋ̩3	
識	səʔ7	
詐	tsɑ5	
訴	sʋ̩5	
診	tsəŋ1	
詞	tsʰɿ2	
譯	iəʔ8	
誆	kʰuã1	
試	sɿ5	
詩	sɿ1	
誠	tsʰəŋ2	
誅	tsʋ̩1	
話	xuɑ6	
誕	tʰẽ6	寿~
詬	kɤɪ5	
詮	tɕʰiʊ̃2	
詭	kuɤɪ3	
詢	ɕyŋ2	
該	kᴇ1	
詳	tɕʰiã2	
詫	tsʰɑ5	
諢	xuəŋ5	
誡	tɕiᴇ5	文
誡	kᴇ5	白
誣	fʋ̩2	
語	yᶨ3	
誤	ʋ̩6	
誘	iɘʊ5	
誑	kʰuã2	
説	sʊʔ7	
誦	sɔŋ6	
請	tɕʰiŋ3	
諸	tsʋ̩1	
諾	naʔ8	
讀	tʰɔʔ8	
誹	fɤɪ3	
課	kʰɘʊ5	
誰	suɤɪ2	
調	tʰiǫ2	
調	tiǫ5	
調	tʰiǫ6	~头
諒	liã6	
諄	tsuəŋ1	
談	tʰẽ2	
誼	iᶨ2	
誼	iᶨ6	
謀	mɤɪ2	
諶	səŋ5	姓
諜	tʰiəʔ8	文
諜	tʰiʔ8	白
謊	xuã3	
諧	ɕiᴇ2	文
諧	xᴇ2	白
謔	ɕiaʔ7	
謔	ɕyɘʔ7	
謁	iʔ7	
謂	ʋɤɪ5	
諭	yᶨ6	
讒	tsʰẽ2	
諺	ĩ5	
諦	tiᶨ5	
謎	miᶨ2	
謝	tɕʰiɑ6	
謡	iǫ2	
謗	pã5	
謙	tɕʰĩ1	
謐	miəʔ8	
謹	tɕiŋ3	
謾	mẽ6	
謬	miɘʊ6	
譚	tʰʊ̃2	
譜	pʰʋ̩3	
谷	kɔʔ7	
豁	xʊʔ7	~嘴
豁	xuaʔ7	~口
豁	xuɛʔ7	又音
豆	tʰɤɪ6	
豇	kã1	
豉	sɿ6	
豌	ʊ̃1	
豕	sɿ5	
豚	tʰəŋ2	
象	ɕiã5	文
象	tɕʰiã6	白
豪	xǫ2	
豫	yᶨ6	
豹	pǫ5	
豺	tsʰᴇ2	
貂	tiǫ1	
貉	xaʔ8	
貌	mǫ6	
貔	pʰiᶨ2	
貝	pɤɪ5	
貞	tsəŋ1	
負	fʋ̩5	
貢	kɔŋ5	
財	tsʰᴇ2	
責	tsəʔ7	
賢	ɕĩ2	
敗	pʰᴇ6	
賬	tsã5	
貨	xɘʊ5	
質	tsəʔ7	
販	fẽ5	
貪	tʰʊ̃1	
貧	pʰiŋ2	
貶	pĩ3	
購	kɤɪ5	
貯	tsʋ̩5	装
貫	kʊ̃5	
貳	ɚ6	
賤	tɕʰĩ6	
賁	pəŋ1	
貼	tʰiʔ7	
貴	kuɤɪ5	
貸	tʰᴇ6	
貿	mɤɪ3	
貿	mɤɪ6	
費	fɤɪ5	
賀	xɘʊ6	
賊	tsʰəʔ8	
賈	tɕiɑ3	文
賄	xuɤɪ5	
賃	ʐəŋ6	~房:租房
賂	lʋ̩6	
贓	tsã1	
資	tsɿ1	
賑	tsəŋ5	
賚	lᴇ5	文
賒	sɑ1	
賦	fʋ̩5	
賭	tʋ̩3	
贖	sɔʔ8	
賞	sã3	
賜	tsʰɿ5	
賡	kəŋ1	
賠	pʰɤɪ2	
賴	lᴇ6	
贅	tsuɤɪ5	
賺	tsuẽ5	
賺	tɕyẽ5	又音
賽	sᴇ5	
贗	ĩ5	
贗	ŋẽ6	
贊	tsẽ5	
贈	tsəŋ5	
贍	ɕĩ6	
贏	iŋ2	
贛	kẽ5	文
赤	tsʰəʔ7	
赦	sɑ5	
赦	sᴇ6	又音
赧	nẽ3	
赫	xəʔ7	
走	tsɤɪ3	
赴	fʋ̩5	~宴
趙	tsʰǫ6	
趕	kʊ̃3	
起	tɕʰiᶨ3	
赸	suẽ1	追赶
趁	tsʰəŋ5	
趄	tɕʰiɑ5	不正
超	tsʰǫ1	
越	iʊʔ8	
趨	tɕʰyᶨ1	
趖	sɘʊ2	走得快
趜	tɕiɔʔ7	身子蜷缩
趟	tʰã5	
趣	tɕʰyᶨ5	
趲	tsʊ̃3	
足	tsɔʔ7	
趴	pʰɑ1	
躉	təŋ3	
趾	tsɿ3	
蹌	tɕʰiã5	
跆	tʰᴇ2	
跋	pʰɛʔ8	
跌	tiʔ7	
跑	pʰǫ2	
跕	tiʔ7	
跛	pɘʊ3	
距	tɕyᶨ5	文
跟	kəŋ1	
跤	tɕiǫ1	文
跤	kǫ1	白
跧	tsuẽ1	弯腰
跨	kʰuɑ5	
跩	tsuᴇ3	
跪	kʰuɤɪ6	
路	lʋ̩6	
跳	tʰiǫ5	
踐	tɕʰĩ6	
跥	tɘʊ5	
躋	tɕiᶨ1	
踉	liã6	
踏	tʰɛʔ8	
踝	xuᴇ2	
踢	tʰiəʔ7	
踩	tsʰᴇ3	
蹤	tsɔŋ1	
踫	pʰẽ2	涉水
踮	tĩ5	
踱	tʰaʔ8	
踹	tsʰuᴇ5	
蹄	tʰiᶨ2	
蹈	tʰǫ3	
蹈	tʰǫ6	
蹊	tɕʰiᶨ1	
蹋	tʰɛʔ8	
躡	niʔ8	
蹣	pʰʊ̃2	
蹚	tʰã5	
蹦	pɔŋ5	
蹩	piʔ7	
蹬	təŋ1	
蹭	tsʰəŋ6	
蹲	təŋ1	文
蹲	tsʰəŋ2	白
蹶	tɕiʊʔ7	
躥	tsʰʊ̃1	
躥	tsʰʊ̃5	
躁	tsǫ5	
躪	liŋ5	文
身	səŋ1	
躬	kɔŋ1	
軀	tɕʰyᶨ1	
躱	tɘʊ3	
躺	tʰã3	
軬	pʰɔŋ2	车~:戽水牛车的棚屋
車	tsʰɑ1	
車	tɕyᶨ1	象棋中的棋子
軋	kʰɛʔ8	~花
軋	ŋɛʔ8	~价
軌	kuɤɪ3	
軒	ɕiʊ̃1	
轉	tsʊ̃3	
轉	tsʊ̃5	
輪	ləŋ2	
輪	liŋ2	~到
軟	ʐʊ̃3	
轟	xɔŋ1	
軸	tsʰɔʔ8	
軼	iəʔ8	
輕	tɕʰiŋ1	
軾	səʔ7	
載	tsᴇ1	~客
載	tsʰᴇ6	白，满~
載	tsᴇ5	装~
載	tsᴇ3	记~
轎	tɕʰiǫ2	~车
轎	tɕʰiǫ6	~子
較	tɕiǫ5	文
較	kǫ5	白
輔	fʋ̩3	文
輔	pʰʋ̩3	白
輛	liã3	车~
輦	nĩ3	
輩	pɤɪ5	
輝	xuɤɪ1	
輟	tsʰʊʔ7	
輻	fɔʔ7	
輯	tɕʰiəʔ8	
輸	sʋ̩1	
轅	iʊ̃2	
轄	xɛʔ8	
轆	lɔʔ8	
辛	ɕiŋ1	
辜	kʋ̩1	
辭	tsʰɿ2	
辟	pʰiəʔ7	
辣	lɛʔ8	
辨	pʰĩ6	
辯	pʰĩ6	
辮	pʰĩ6	
辰	tsʰəŋ2	
辱	ʐɔʔ8	
邊	pĩ1	
遼	liǫ2	
達	tʰɛʔ8	
遷	tɕʰĩ1	
迂	yᶨ1	
迄	tɕʰiəʔ7	
迅	ɕyŋ5	
過	kɘʊ5	
邁	mᴇ5	文，八十~
邁	mᴇ6	白，~步
迎	iŋ2	
運	yŋ6	
近	tɕʰiŋ6	
返	fẽ3	
還	xɑ2	
還	xᴇ2	
還	xuẽ2	
還	ᴇ2	白
這	tsəʔ7	文
進	tɕiŋ5	
遠	iʊ̃3	
違	ʋɤɪ2	
連	lĩ2	
遲	tsʰɿ2	
迢	tʰiǫ2	
迥	tɕiɔŋ3	
迪	tʰiəʔ8	
迫	pʰɔʔ7	
迭	tiʔ7	
述	suəʔ8	
迷	miᶨ2	
迸	pɔŋ5	
迹	tɕiəʔ7	
追	tsuɤɪ1	
退	tʰuɤɪ5	
送	sɔŋ5	
適	səʔ7	
逃	tʰǫ2	
逅	xɤɪ6	
逆	niəʔ8	
選	ɕyĩ3	
遜	suəŋ5	
逋	pʰʋ̩3	
透	tʰɤɪ5	
逐	tsʰɔʔ8	
遞	tʰiᶨ6	
遞	tʰiᶨ5	传~
途	tʰʋ̩2	
逗	tʰɤɪ6	
通	tʰɔŋ1	
逛	kuã5	
逛	xuã5	
逝	sɿ6	
逞	tsʰəŋ3	
速	sɔʔ7	
造	tsʰǫ6	~型
造	tsʰǫ5	制~
逡	tɕʰyŋ1	
逢	fɔŋ2	
逮	tᴇ3	
逮	tʰᴇ6	
逵	kʰuɤɪ2	
逸	iəʔ8	
邏	lɘʊ2	
逼	piəʔ7	
逾	yᶨ2	
遁	tʰəŋ6	
遂	tsʰuɤɪ6	文
遂	tɕʰyᶨ6	白，顺~
遇	yᶨ6	
遍	pʰĩ5	
遍	pʰĩ6	
遍	pʰĩ1	普~
遏	ʊʔ7	
遐	ɕiɑ2	文
遑	xuã2	
道	tʰǫ6	
遺	iᶨ2	
遛	lɤɪ1	
遢	tʰɛʔ7	
遢	tʰɛʔ8	邋~
遣	tɕʰĩ3	
遥	iǫ2	
遨	ŋǫ2	
遭	tsǫ1	
遮	tsɑ1	
遴	liŋ2	
遵	tsuəŋ1	
避	pʰiᶨ6	
邀	iǫ1	
邋	lɛʔ8	
邑	iəʔ7	
鄧	tʰəŋ6	
邢	ɕiŋ2	
那	nɑ5	文
那	nɘʊ5	文
那	nɑ1	白
那	lɘʊ5	白
邦	pã1	
邪	tɕʰiɑ2	
邪	iɑ2	
郵	iɘʊ2	
邱	tɕʰiɘʊ1	
邵	sǫ6	
邸	tiᶨ3	
鄒	tsɤɪ1	
鄒	tsɤɪ5	
鄰	liŋ2	
郁	iɔʔ7	
郁	iʊʔ7	又音
郊	tɕiǫ1	文
郎	lã2	
鄭	tsʰəŋ6	
郝	xaʔ7	
郡	tɕyŋ5	
郡	tɕʰyŋ6	
部	pʰʋ̩6	
郭	kuaʔ7	
都	tʋ̩1	
都	tɘʊ1	
鄂	ŋaʔ8	
酉	iɘʊ3	
酋	tɕʰiɘʊ2	
酌	tsaʔ7	
配	pʰɤɪ5	
酒	tɕiɘʊ3	
酗	ɕyᶨ5	
醞	yŋ5	
酥	sʋ̩1	
酬	tsʰɤɪ2	
醬	tɕiã5	
酵	ɕiǫ5	~母
酵	kǫ5	老~馒头
酶	mɤɪ2	
酷	kʰɔʔ7	
酸	sʊ̃1	
酹	lɤɪ5	
釀	ȵiã6	
醇	tsʰuəŋ2	文
醇	suəŋ2	白
醉	tsuɤɪ5	文
醉	tɕyᶨ5	白
醋	tsʰʋ̩5	
醒	ɕiŋ3	
醛	tɕʰiʊ̃2	
采	tsʰᴇ3	
釉	iɘʊ6	
里	liᶨ3	
重	tsʰɔŋ2	
重	tsʰɔŋ6	
重	tʰɔŋ2	堆叠
野	iɑ3	
量	liã2	
量	liã6	分~
金	tɕiŋ1	
釜	fʋ̩3	
釜	fʋ̩1	~冠:锅盖
鑑	tɕiẽ5	文
鐅	pʰiʔ7	
鐾	pʰiᶨ6	~刀布
鑫	ɕiŋ1	
針	tsəŋ1	
釘	tiŋ1	
釘	tiŋ5	
釧	tsʰʊ̃1	宝~
釣	tiǫ5	
釵	tsʰɑ1	
鈍	tʰəŋ6	
鈔	tsʰǫ3	~票
鈔	tsʰǫ5	铜~
钟	tsɔŋ1	
鈉	nɛʔ8	
鋼	kã1	
鑰	iaʔ8	~匙
欽	tɕʰiŋ1	
鈞	tɕyŋ1	
鉤	kɤɪ1	
鈕	ȵiɘʊ3	
鈺	yᶨ6	
錢	tɕʰĩ2	
鉗	tɕʰĩ2	
鉢	pʊʔ7	
鈸	pʰʊʔ8	
鑽	tsʊ̃1	
鑽	tsʊ̃5	
鉀	tɕiɛʔ7	文
鐵	tʰiʔ7	
鉑	pʰɔʔ8	
鈴	liŋ2	
鑠	saʔ7	
鉛	kʰẽ1	
鉚	mǫ3	
銬	kʰǫ5	
鐃	nǫ2	
鐺	tã1	
銅	tʰɔŋ2	
鎧	kʰᴇ3	
鍘	tsʰɛʔ8	
銖	tsʋ̩1	
銑	ɕiᶨ3	
銑	ɕĩ3	
鋌	tʰiŋ3	
銓	tɕʰiʊ̃2	
銚	tʰiǫ6	
銘	miŋ2	
鏟	tsʰẽ3	
銃	tsʰɔŋ5	打瞌~，打瞌睡
銀	iŋ2	
鑄	tsʋ̩5	
鋪	pʰʋ̩1	
鋪	pʰʋ̩5	
鏈	lĩ6	
銷	ɕiǫ1	
鎖	sɘʊ3	
鋤	tsʰʋ̩2	
鍋	kɘʊ1	
鏽	ɕiɘʊ5	
鋒	fɔŋ2	
鋅	ɕiŋ1	
銳	ʐuɤɪ6	
鋦	tɕiɔʔ7	
錯	tsʰɘʊ5	
錯	tsʰaʔ7	
錨	mǫ2	
錁	kʰɘʊ5	纸~
錫	ɕiəʔ7	
錮	kʋ̩5	
鑼	lɘʊ2	
錘	tsʰuɤɪ2	
錐	tsuɤɪ1	
錦	tɕiŋ3	
鍁	ɕĩ1	
錈	tɕiʊ̃3	刀~了口
錠	tʰiŋ6	
鍵	tɕĩ5	
鋸	tɕyᶨ5	
鍥	tɕʰiʔ7	
鍬	tɕʰiǫ1	
鍛	tʊ̃5	
鍛	tʰʊ̃6	
鎮	tsəŋ5	
鑷	niʔ8	
鐫	tɕiʊ̃5	
鎬	kǫ3	
鎊	pã5	
鏢	piǫ1	
鏝	mʊ̃6	字~
鏡	tɕiŋ5	
鑊	xuaʔ8	
鐲	tɕʰyaʔ8	又音，~头
鐲	tsʰuaʔ8	手~
鐮	lĩ2	
鑲	ɕiã1	
長	tsʰã2	
長	tsã3	
門	məŋ2	
閂	suẽ1	
閃	ɕĩ3	
閆	ĩ2	
閉	piᶨ5	
閉	pɤɪ5	
問	ʋəŋ6	
闖	tsʰuã3	
閏	ʐəŋ6	
闲	ɕiẽ2	文
闲	xẽ2	白
間	tɕiẽ1	文
間	tɕiẽ5	文
間	kẽ1	白
間	kuẽ1	白，中~
間	kẽ5	白
間	kʰẽ5	白，~辰儿:等一会儿
悶	məŋ1	
悶	məŋ6	
閘	tsʰɛʔ8	
鬧	nǫ6	
閨	kuɤɪ1	
聞	ʋəŋ2	
闥	tʰɛʔ8	
閩	miŋ3	
閥	fɛʔ8	
閣	kaʔ7	
閡	xəʔ8	
鬮	tɕiɘʊ1	
閲	iʊʔ8	
閬	lã6	
閾	yɘʔ8	
閹	ĩ1	
閶	tsʰã1	
閻	ĩ2	
闡	tɕʰĩ3	
闌	lẽ2	
闊	kʰʊʔ7	
闋	tɕʰiʊʔ7	
闕	tɕʰiʊʔ7	
闞	kʰʊ̃5	
阜	fʋ̩5	
隊	tuɤɪ5	文
阮	ʐʊ̃3	
防	fã2	
陽	iã2	
陰	iŋ1	
陣	tsʰəŋ6	
階	tɕiᴇ1	文
階	kᴇ1	白
阻	tsʋ̩3	
阿	aʔ7	
阿	ɘʊ1	~弥陀佛
陂	pʰiᶨ2	
附	pʰʋ̩3	
附	fʋ̩6	~加
際	tɕiᶨ5	
陸	lɔʔ8	
隴	lɔŋ3	
陳	tsʰəŋ2	
陋	lɤɪ6	
陌	mɔʔ8	
陌	maʔ8	~生
降	ɕiã2	文
降	tɕiã5	文
降	tɕʰiã2	白
降	kã5	白
限	ɕiẽ6	文
限	xẽ6	白
陝	ɕĩ3	
陛	piᶨ5	文
陛	pʰiᶨ6	白
陡	tɤɪ3	
院	iʊ̃6	
除	tsʰʋ̩2	
隕	yŋ3	
險	ɕĩ3	
陪	pʰɤɪ2	
陵	liŋ2	
陶	tʰǫ2	
陷	ɕiẽ6	文
陷	xẽ6	白
隆	lɔŋ2	
隆	lɔŋ1	拟声词
隋	tsʰuɤɪ2	
隍	xuã2	
隨	tsʰuɤɪ2	
隱	iŋ3	
隑	kʰᴇ5	背靠
隔	kəʔ7	
隔	kʰəʔ8	~间:分隔房间
隘	ŋᴇ5	
隙	ɕiəʔ7	
障	tsã5	
隧	suɤɪ5	
隶	liᶨ6	
隼	ɕyŋ3	
難	nẽ2	
難	nẽ6	
雀	tɕʰiaʔ7	文
雀	tɕiaʔ7	白
雁	ŋẽ6	
雄	ɕiɔŋ2	文
雄	iɔŋ2	白
雅	iɑ3	
集	tɕʰiəʔ8	
雇	kʋ̩5	
雉	tsɿ5	
雌	tsʰɿ2	
雍	iɔŋ1	慢慢地瘫倒或坍塌
雛	tsʰʋ̩2	
雕	tiǫ1	
雨	yᶨ3	
雪	ɕyɘʔ7	
雲	yŋ2	
靂	liəʔ8	
零	liŋ2	
雷	luɤɪ2	
雹	pʰǫ1	
雹	pʰaʔ8	冰~
霧	ʋ̩5	
需	ɕyᶨ1	
霆	tʰiŋ2	
震	tsəŋ5	
黴	mɤɪ2	
霍	xuaʔ7	
霍	ʋaʔ8	
霎	sɛʔ7	
霓	ȵiᶨ2	
霜	suã1	
霞	ɕiɑ2	文
露	lʋ̩6	
霸	pɑ5	
霹	pʰiəʔ7	
霾	mᴇ2	
青	tɕʰiŋ1	
靚	liã5	文
靖	tɕʰiŋ6	
靜	tɕʰiŋ6	
靛	tʰĩ6	
非	fɤɪ1	
靠	kʰǫ5	
面	mĩ6	
革	kəʔ7	
靴	ɕyɑ1	
靶	pɑ3	
鞋	xᴇ2	
韃	tʰɛʔ8	
鞠	tɕiɔʔ7	
鞫	tɕiɔʔ7	
鞭	pĩ1	
韋	ʋɤɪ2	
韌	ʐəŋ6	食物受潮而不脆
韓	xʊ̃2	
韭	tɕiɘʊ3	
音	iŋ1	
韻	yŋ6	
韶	sǫ2	
頒	piŋ1	~山，掘港别名
頦	kʰaʔ7	下巴~儿
頁	iʔ8	
頂	tiŋ3	
頃	tɕʰiŋ3	
項	ɕiã6	文，~羽
項	kʰã6	白，颈~
項	xã6	白，~目
順	suəŋ6	
頑	ʋẽ2	
顧	kʋ̩5	
頓	təŋ5	
頓	tʰəŋ6	~子:剩饭
頒	pẽ1	
頌	sɔŋ6	
預	yᶨ6	
顱	lʋ̩2	
領	liŋ3	
頗	pʰɘʊ1	
頸	tɕiŋ3	
頰	ɕiaʔ7	
頜	kʊʔ7	
頜	xʊʔ8	
頻	pʰiŋ2	
頽	tʰɤɪ2	
頽	tʰuɤɪ2	
穎	iŋ3	
顆	kʰɘʊ1	
題	tʰiᶨ2	
顔	ŋẽ2	
額	ŋəʔ8	
顛	tĩ1	
顫	tɕĩ5	
顴	tɕʰiʊ̃2	
風	fɔŋ1	
颯	sɛʔ7	
颶	tɕyᶨ5	文
颼	sɤɪ1	
飄	pʰiǫ1	
飆	piǫ1	
飛	fɤɪ1	
食	səʔ8	
饗	ɕiã3	
饜	ĩ5	
餐	tsʰẽ1	
餮	tʰiʔ7	
餲	ʊʔ7	
饡	tsẽ5	佐餐
饥	tɕiᶨ1	
飯	fẽ6	
飲	iŋ3	
餞	tɕʰĩ6	
飾	səʔ7	
飽	pǫ3	
飼	tsʰɿ2	
飴	iᶨ2	
餌	ɚ3	
饒	ʐǫ2	
餉	ɕiã3	
餃	tɕiǫ3	文
餅	piŋ3	
餓	ŋɘʊ6	
餒	nuɤɪ3	
餛	xuəŋ2	
餡	ɕiẽ6	文
餡	xẽ6	白
館	kʊ̃3	
餿	sɤɪ1	
饞	tsʰẽ2	
饞	sẽ2	
饈	ɕiɘʊ1	
饅	mʊ̃2	
饊	tsʰẽ3	
饌	tsuẽ5	
首	sɤɪ3	
香	ɕiã1	
馥	fɔʔ7	
馨	ɕiŋ1	
馬	mɑ3	
馭	yᶨ6	
馱	tʰɘʊ2	
馴	ɕyŋ5	
馳	tsʰɿ2	
驅	tɕʰyᶨ1	
駁	paʔ7	
驢	lyᶨ2	文
驢	luɤɪ2	白
駛	sɿ3	
駙	fʋ̩6	~马
駒	tɕyᶨ1	
駐	tsʋ̩5	
駐	tsʰʋ̩6	
駝	tʰɘʊ2	
駕	tɕiɑ5	文
駕	kɑ5	白，上~
驛	iəʔ8	
駡	mɑ6	
驕	tɕiǫ1	
駱	laʔ8	
駭	xᴇ6	
駢	pʰĩ2	
騁	tsʰəŋ3	
驗	ĩ6	
駿	tɕyŋ5	
騎	tɕʰiᶨ2	
騎	kʰɑ2	
騙	pʰĩ5	
騷	sǫ1	
騸	ɕĩ5	
騾	lɘʊ2	
驟	tsɤɪ5	文
驟	tsʰɤɪ6	白
骨	kuəʔ7	
骰	tʰɤɪ2	
骷	kʰʋ̩1	
骼	kəʔ7	
髈	pʰã3	
髖	kʰʊ̃1	
髒	tsã1	
髓	suɤɪ3	
髓	ɕyŋ3	骨~
高	kǫ1	
髮	fɛʔ7	
髯	ʐĩ2	
鬟	kʰuẽ2	丫~
鬱	yɘʔ7	
鬼	kuɤɪ3	
魁	kʰuɤɪ2	
魂	xuəŋ2	
魃	pʰɛʔ8	
魄	pʰɔʔ7	
魅	mɤɪ5	文
魅	mɤɪ6	白
魘	ĩ3	发~
魎	liã3	
魍	ʋã3	
魔	mɘʊ2	
鮸	mĩ3	~鱼
鮸	miᶨ3	又音，~鱼
魚	yᶨ2	
魷	iɘʊ2	
魯	lʋ̩3	
鮎	nĩ2	
鱸	lʋ̩2	
鮑	pʰǫ6	
鱟	xɤɪ5	虹
鮮	ɕĩ1	
鯗	ɕiã3	
鰱	lĩ2	
鯉	liᶨ3	
鰣	sɿ2	~鱼
鯊	sɑ1	
鯇	xuəŋ6	~子鱼:草鱼
鯽	tɕiəʔ7	
鯤	kʰuəŋ1	
鯧	tsʰã1	
鯧	tsã1	~鳊鱼
鯰	nĩ2	
鯨	tɕiŋ1	
鯔	tsɿ1	
鰓	sᴇ1	
鱷	ŋaʔ8	
鰍	tɕʰiɘʊ1	
鯿	pĩ1	
鰭	tɕʰiᶨ2	
鰥	kuẽ1	
鰳	lɤɪ6	~鱼
鰾	pʰiǫ5	
鱈	ɕyɘʔ7	
鱉	piʔ7	
鰻	mʊ̃2	
鱖	kuɤɪ5	
鱔	ɕĩ6	
鱗	liŋ2	
鳥	ȵiǫ3	
雞	tɕiᶨ1	
鳶	iʊ̃1	
鳴	miŋ2	
鷗	ŋɤɪ1	
鴉	iɑ1	文
鴉	ŋɑ1	白
鸕	lʋ̩2	
鴨	ŋɛʔ7	
鴦	iã1	
鴛	iʊ̃1	
鴕	tʰɘʊ2	
鷥	sɿ1	
鴰	kuɛʔ7	
鴿	kʊʔ7	
鴻	xɔŋ2	
鵓	pʰɔʔ8	~鹄
鸝	liᶨ2	
鵑	tɕiʊ̃1	
鵠	kɘʊ5	鹁~
鵝	ŋɘʊ2	
鵜	tʰiᶨ2	
鵲	tɕʰiaʔ7	
鵪	ʊ̃1	
鵬	pʰɔŋ2	
鶉	suəŋ2	
鶘	xʋ̩2	
鷂	iǫ6	
鶴	xaʔ8	
鸚	iŋ1	
鷓	tsɑ1	
鷸	yɘʔ8	勺嘴~
鷺	lʋ̩6	
鷹	iŋ1	
鸌	ʋaʔ7	~子，鹭鸶鸟
鹹	xẽ2	
鹿	lɔʔ8	
麂	tɕiᶨ3	
麋	miᶨ2	
麒	tɕʰiᶨ2	
麝	sᴇ6	文
麟	liŋ2	
麥	mɔʔ8	
麴	tɕʰiɔʔ7	
麵	mĩ6	
麩	fʋ̩1	
麻	mɑ2	
黃	xuã2	~色
黃	xã2	又音
黃	xuã1	蟹~
黍	sʋ̩3	
黎	liᶨ2	
黏	nĩ2	
黏	nĩ5	
黑	xəʔ7	
黔	tɕʰĩ2	
默	mɔʔ8	
黛	tʰᴇ6	
黜	tsʰʊʔ7	
黯	ʊ̃5	
鼎	tiŋ3	
鼓	kʋ̩3	
鼠	tsʰʋ̩3	
鼻	pʰiʔ8	
鼻	pʰiəʔ8	又音
鼾	xʊ̃1	
齁	xɤɪ1	
齆	ɔŋ5	~鼻:鼻塞而发音不清
齉	nã6	
齉	nã5	鼻塞而发音不清
齊	tɕʰiᶨ2	
齏	tɕiᶨ5	
齾	ŋɛʔ8	~子:器具上坏了一小块
齒	tsʰɿ3	
齕	xəʔ8	~玉米
齡	liŋ2	
齙	pʰɑ6	
齜	tsɿ1	
齦	iŋ2	
齲	tɕʰyᶨ3	
齷	ʋaʔ7	
龍	lɔŋ2	
龔	kɔŋ1	
龕	kʰʊ̃1	
龜	kuɤɪ1	
𠈑	kuã5	刮
𠑞	tsʰᴇ6	~尿:小便
𠑞	tɕʰiɑ6	又音，~尿
𠛵	xəŋ1	用刀削皮
𠢱	tɕiŋ5	屏住气用力
𠷨	pʰiɑ3	为人蛮暴不讲理
𠷨	piɑ3	歪眼
𢜩	xẽ1	慢
𢪎	ɕyɑ1	殴打
𢬮	ɕyɘʔ8	被抓后挣扎的样子
𢮎	xʋ̩3	抛撒
𢱢	saʔ8	摸~
𢶀	suᴇ6	发~，发抖
𢶍	sᴇ6	擸~:肮脏
𢺟	tsʰuẽ5	插
𦚢	yɑ1	
𧺕	saʔ7	歪
𧽌	xuɛʔ7	越过
𨞑	ɔŋ5	食物变质变味
𩄬	xɤɪ5	虹
𩑦	ʋəʔ7	淹没
𪐏	təʔ7	黏
𪐖	lɔŋ3	黄~:鼻涕
𪸺	ŋã1	~烟:冒烟
𤒘	tʊʔ7	
𬙙	fã1	捕鱼网具
𱿯	ʋᴇ1	蚌，蛤
𲀊	ʋᴇ1	蚌，蛤
