#漢字	音標	解釋
㮇	tʰiẽ5	~笔
蟄	tʂʅ7	惊~
蛾	ŋo2	
蜂	foŋ1	
蜇	tʂa7	蝎子~人
蜈	u2	~蚣
蜓	tʰin2	蜻~
蝸	uo1	
蜘	tʂʅ1	~蛛
蜜	mi7	
蠟	lɒ7	
蜻	tɕʰin1	~蜓
蠅	in2	
蟬	tʂʰẽ2	
蠍	ɕie7	
蝗	xuã2	
蝙	piẽ1	
蝠	fu7	
蝠	fu7	蝙~
蝶	tie7	
螃	pʰã2	
融	ioŋ2	
融	iã2	
螳	tʰã2	
螺	lo2	~蛳
蟆	mɒ0	虾~
蟒	mã3	
蟹	xai5	
蠓	moŋ3	~ 虫
蠚	xo7	蜂~人
蠢	tʂʰʯn3	
血	ɕie7	
衅	ɕin5	挑~
行	ɕin2	
行	xã2	~列
術	ʂʯ7	
銜	xã2	~嘴里
銜	ɕiẽ2	军~
街	kai1	
衙	iɒ2	
衝	tʂʰoŋ1	
衡	xən2	
衣	i1	
補	pu3	
表	piau3	
衫	sã1	
襯	tsən5	
衰	ʂʯai1	
袁	ʯõ2	
襖	ŋau3	
袋	tai5	
袍	pʰau2	
袖	ɕiəu5	
袜	uɒ7	
被	pei5	
襲	ɕi7	
裁	tsʰai2	
裂	lie7	
裝	tʂʯã1	
裌	tɕiɒ7	~ 衣
裕	ʯ5	
裙	tʂʰʯn2	
褲	kʰu5	
裳	tʂʰã2	衣~
裴	pʰei2	
裸	lo3	~体
裹	ko3	
複	fu7	
褒	pau1	~奖
褥	ləu7	
褪	tʰei1	
褶	tʂa7	~子
襄	ɕiã1	
襟	tɕin1	
西	ɕi1	
要	iau1	~ 求
要	iau5	想~
覆	fu7	反~
見	tɕiẽ5	
觀	kuõ1	参~
觀	kuõ5	寺~
規	kuei1	
覓	mi7	
視	ʂi5	
覽	lã3	
覺	kau5	梱~
覺	tɕiau5	睡~
覺	tɕio7	知~
角	tɕio7	
解	tɕiɒ3	讲~
觸	tʂʰəu7	
言	iẽ2	
註	tʂʯ5	
譽	ʯ5	荣~
謄	tʰən2	
誓	ʂi5	
警	tɕin3	
計	tɕi5	
訂	tin5	
認	ʐən5	
譏	tɕi1	
討	tʰau3	
讓	ʐʯã5	
託	tʰo7	
訓	ʂʯn5	
議	i5	
訊	ɕin5	
記	tɕi5	
諱	xuei5	
許	ʂʯ3	
訛	ŋo2	
論	lən2	~ 语
論	lən5	议~
訟	soŋ5	
諷	foŋ5	
設	ʂa7	
訪	fã3	
訣	tʂʯɒ7	
证	tʂən5	
評	pʰin2	
識	ʂi7	
詐	tsɒ5	
訴	səu5	
診	tʂən3	
詞	tsʰɿ2	
詔	tʂau5	
譯	i5	
試	ʂi5	
詩	ʂi1	
誠	tʂʰən2	
誅	tʂʯ1	
話	xuɒ5	
誕	tã5	
詭	kuei3	
該	kai1	
詳	tɕʰiã1	
誣	u1	
語	ʯ3	
誤	u5	
誘	iəu3	
說	ʂʯa7	~话
誦	pei5	
誦	soŋ5	
請	tɕʰin3	
諸	tʂʯ1	
諾	lo7	
讀	təu7	
課	kʰo5	
誰	ʂʯei2	
調	tiau5	
調	tʰiau2	~和
諒	liã2	
談	tʰã2	
誼	i5	
謀	məu2	
諜	tie7	
謊	xuã3	
諫	tɕiẽ5	
諧	ɕie7	
謂	uei5	
讒	tsʰã2	
諺	iẽ5	
謎	mi5	
謝	ɕie5	
謡	iau2	
謗	pã1	
謙	tɕʰiẽ1	
謹	tɕin3	
謬	miau5	
謬	miəu5	
譚	tʰã2	
譜	pʰu3	
谷	ku7	
豁	xɒ7	
豆	təu5	
豇	kã1	~豆
豇	tɕiã1=	~ 豆
豉	ʂi7	
豉	ʂi5	豆~
豌	uõ3	~豆
豚	tʰən2	
象	ɕiã3	
豪	xau2	
豫	ʯ5	
豹	pau5	
豺	tsʰai2	
貂	tiau1	
貌	mau5	
貝	pei5	
貞	tʂən1	
負	fu5	
貢	koŋ5	
財	tsʰai2	
責	tsa7	
賢	ɕiẽ2	
敗	pai5	
賬	tʂã5	
貨	xo5	
質	tʂʅ7	
販	fã5	
貪	tʰã1	
貧	pʰin2	
貶	piẽ3	
購	kəu5	
貫	kuõ5	
貳	ɚ5	~心
賤	tɕiẽ5	
貼	tʰie7	
貴	kuei5	
貸	tai5	
貿	mau5	
貿	məu5	
費	fei5	~用
賀	xo5	
賊	tsa7	
賈	tɕiɒ3	
賄	xuei3	
賃	lin5	租~
賂	ləu5	
贓	tsã1	
資	tsɿ1	
賒	ʂe1	
賦	fu5	
賭	təu3	
賞	ʂã5	
賜	tsʰɿ5	
賠	pʰei2	
賴	lai5	
贅	tʂʯei5	
賺	tʂʰʯn5	
賽	sai5	
贊	tsã1	
贈	tsən1	
贏	in2	
赤	tʂʰʅ7	
赦	ʂe5	
赫	xa7	
走	tsəu3	
趙	tʂau5	
趕	kã3	
起	tɕʰi3	
趁	tʂʰən5	
超	tʂʰau1	
越	ʐʯa7	
趨	tʂʰʯ1	
趣	tɕʰi5	
足	tsəu7	
趼	tɕiẽ3	
趾	tʂʅ3	
躍	io7	
跌	tie7	~倒
跌	to7	~倒
跑	pʰau2	
跛	po5	~足
距	tʂʯ5	
跟	kən1	
跨	kʰuɒ5	
跪	kuei5	
路	ləu5	
跳	tʰiau2	
踐	tɕiẽ5	
踏	tʰɒ7	
踢	tʰi7	
踨	tsoŋ1	
蹄	tʰi2	
躡	lie7	
蹦	poŋ5	
蹭	tsʰən1	磨~
蹲	tən1	
躁	tsau5	
身	ʂən1	
躬	koŋ1	
躱	to3	
躺	tʰã3	
躺	tʰã5	一~
車	tʂʯ1	~马炮
車	tʂʰe1	马~
軋	iɒ5	被车~
軌	kuei3	
軒	ɕiẽ1	
轉	tʂõ3	~眼
轉	tʂõ5	~圆圈
輪	lən2	
軟	ʐõ3	
轟	xoŋ1	
軸	tsəu7	
輕	tɕʰin1	~重
載	tsai5	~重
載	tsai3	年~
轎	tɕiau5	
較	tɕiau5	
輔	fu3	
輛	liã2	
輩	pei5	
輝	xuei1	
輜	tsɿ1	~重
輯	tɕi7	编~
輸	ʂʯ1	
轅	ʯõ2	
轄	ɕiɒ7	管~
轍	tʂa7	
辛	ɕin1	
辭	tsʰɿ2	
辟	pi5	
辣	lɒ7	
辨	piẽ5	
辯	piẽ5	
辮	piẽ5	
辰	tʂʰən2	
辰	tsɿ5	~字
辱	ləu7	
邊	piẽ1	
遼	liau2	
達	tɒ7	
遷	tɕʰiẽ1	
迂	ʯ1	
迅	ɕin5	
過	ko5	
迎	in1	
運	ʯn5	
近	tɕin5	
還	xai2	副词
還	xuõ2	动词
進	tɕin5	
遠	ʯõ3	
違	uei2	
連	ȵiẽ2	
遲	tʂʰʅ2	
述	ʂʯ7	
迷	mi2	
迸	pən1	~裂
迹	tɕi7	
追	tʂʯei1	
退	tʰei5	
送	soŋ5	
適	ʂi7	
逃	tʰau2	
逆	li7	~风
選	ɕiẽ3	
透	tʰəu5	
逐	tsəu7	
遞	ti5	
途	tʰəu2	
逗	təu5	
通	tʰoŋ1	
逛	kuã5	
逝	ʂi5	
逞	tʂʰən3	~能
速	səu7	
造	tsau5	建~
逢	foŋ2	
逵	kʰuei2	
逸	i7	
逼	pi7	
逾	ʯ2	
遂	sei5	
遇	ʯ5	
遍	piẽ5	~地
道	tau5	
遣	tɕʰiẽ3	
遭	tsau1	
遮	tʂe1	
遵	tsən1	
避	pi5	
避	pi7	
邀	iau1	
鄧	tən5	
邦	pã1	
邪	ɕie2	
郵	iəu1	
邵	ʂau5	
鄒	tsəu1	
鄰	lin2	
郁	ʯ5	
郊	tɕiau1	
郎	lã2	
鄭	tʂən5	
郝	xo7	
郡	tɕʯn5	
部	pu5	
郭	ko7	
都	təu1	
鄂	ŋo7	
鄙	pi3	
酉	iəu3	
酌	tʂo7	
配	pʰei5	
酒	tɕiəu3	
酣	xã1	
酥	səu1	
酪	lo7	
酬	tʂʰəu2	
醬	tɕiã5	
酵	ɕiau5	
酷	kʰu3	残~
酸	sõ1	
釅	ȵiẽ5	~茶
釀	liã3	
醃	iẽ1	
醇	tʂʰʯn2	酒味~
醉	tsei5	
醋	tsʰəu5	
醒	ɕin3	
釉	iəu5	
釋	ʂi7	
里	li3	
里	pʰau5	
重	tʂʰoŋ2	~ 复
重	tʂoŋ5	轻~
野	li2	
野	ie3	
量	liã2	数~
金	tɕin1	
鑑	tɕiẽ1	
鏨	tsã5	~花
鐾	pei5	~刀布
針	tʂən1	
釘	tin5	动词
釘	tin1	名词
釣	tiau5	
釵	tsʰai1	
鈍	tən5	
鈔	tsʰau1	钱~
钟	tʂoŋ1	
鑰	io7	~匙
欽	tɕʰin1	
鈞	tʂʯn1	
鉤	kəu1	
鈀	pʰɒ2	~子
錢	tɕʰiẽ2	
鉗	tɕʰiẽ2	
鉢	po7	
鑽	tsõ1	动词
鑽	tsõ5	名词
鐵	tʰie7	
鈴	lin2	
鉛	tɕʰiẽ2	
鉛	iẽ2	
鉋	pʰau2	
銅	tʰoŋ2	
鍘	tsɒ7	~刀
銘	min2	
鉸	kau3	~链
鉸	tɕiau3	~链
鏟	tsʰã3	
銃	tʂʰoŋ3	放~
銀	in2	
鑄	tʂʯ5	
鋪	pʰu1	~设
鋪	pʰu5	店~
銷	ɕiau1	
鎖	so3	
鋤	tsʰəu2	
鍋	ko1	
鏽	ɕiəu5	
銼	tsʰo5	
鋒	foŋ1	
鐧	tɕiẽ5	车~
銳	ʐʯei2	
錯	tsʰo2	~ 杂
錯	tsʰo5	~误
錨	mau2	
錫	ɕi7	
鑼	lo2	
錘	tʂʰʯei2	
錐	tʂʯei1	
錦	tɕin3	
錠	tin5	
鍵	tɕiẽ5	
鋸	ke5-	~开
鋸	tʂʯ5=	~子
鍬	tɕʰiau1	
鍛	tõ5	~炼
鍍	təu5	
鎮	tʂən5	
鑷	lie7	
鎔	ioŋ2	
鏡	tɕin5	
鐲	tʂo7	~子
鐮	ȵiẽ2	
鑲	ɕiã1	
長	tʂʰã2	~短
長	tʂã3	生~
閧	xoŋ1	
門	mən2	
閂	sõ1	
閃	ʂẽ3	
閉	pei5	
問	uən5	
闖	tʂʰʯã3	
閏	ʯn5	
閏	ʐʯn5	~月
闲	ɕiẽ2	
間	tɕiẽ1	空~
悶	mən5	
閘	tsɒ7	
鬧	lau5	
閨	kuei1	
聞	uən2	
閩	min3	
閣	ko7	
鬮	tɕiəu1	抓~
閲	ʐʯa7	
閻	iẽ2	
闊	kʰuɒ7	
阜	fu5	
隊	tei5	
阮	ʯõ2	
防	fã2	
陽	iã2	
陰	in1	
陣	tʂən5	
階	tɕiai1	
阻	tsəu3	
阿	o1	~胶
附	fu5	
際	tɕi5	
陸	ləu7	
隴	loŋ5	
陳	tʂʰən2	
陋	ləu5	
陌	mo7	~生
降	kã1	
降	tɕiã1=	
降	tɕʰiã2	~ 伏
限	ɕiẽ5	
陝	ʂẽ3	~西
陛	pi7	~下
陡	təu3	
院	ʐõ1	
除	tʂʰʯ2	
險	ɕiẽ3	
陪	pʰei2	
陵	lin2	
陶	tʰau2	
陷	xã5	
陷	ɕiẽ5	
隆	loŋ2	
隨	sei2	
隱	in3	
隔	ka7	
隘	ŋai5	
障	tʂã5	保~
隧	sei5	~道
隶	li5	
難	lã2	
雀	tɕʰio7	麻~
雁	iẽ5	
雄	ɕioŋ2	
雅	iɒ3	
集	tɕi7	
雇	ku5	
雌	tsʰɿ2	
雍	ioŋ2	
雕	tiau1	
雨	ʯ3	
雪	ɕie7	
零	lin2	
雷	li2	
雷	lei2	又音
雹	pau0	冰~
霧	u5	
需	ɕi1	
霄	ɕiau1	
震	tʂən5	
霍	xo7	
霜	ʂʯã1	
霞	ɕiɒ2	
露	ləu5	
霸	pɒ5	
青	tɕʰin1	
靖	tɕin5	
靜	tɕin5	
非	fei1	
靠	kʰau5	
靡	mi3	
面	miẽ5	
革	ka7	
靪	tin1	
靴	ʂʯe1	
鞋	xai2	
鞭	piẽ1	
韌	ʐən5	
韓	xã2	
韭	tɕiəu3	
音	in1	
韻	ʯn5	
韶	ʂau2	~关
頁	ie7	
頂	tin3	
頃	tʂʰʯn1	~麻
項	ɕiã5	
順	ʂʯn5	
须	ɕi1	
頑	uõ2	~ 皮
顧	ku5	
頓	tən5	
頒	pã1	
頌	soŋ5	
預	ʯ5	
領	lin3	
頸	tɕin3	
頻	pʰin2	~繁
顆	kʰo1	一~ 珠
題	tʰi2	
顔	iẽ2	
額	ŋa7	
顛	tiẽ1	
顫	tʂẽ5	
顴	tʂʰõ2	~骨
風	foŋ1	
颼	səu1	
飄	pʰiau1	
飛	fei1	
食	ʂi7	
餈	tsʰɿ2	~ 巴
餐	tsʰã1	
餧	uei5	
饥	tɕi1	~ 荒
飩	xuən2	
飩	tʰən2	馄 ~
飯	fã5	
飲	in5	~酒
餞	tɕiẽ5	~行
飾	ʂi7	
飽	pau3	
飼	sɿ5-	
飼	tsɿ5=	
飴	i2	高粱~
餌	ɚ3	
饒	ʐau2	
饒	iau2	
餉	ɕiã3	
餃	tɕiau3	~子
餅	pin3	
餓	ŋo5	
餘	ʯ2	
餜	ko3	
餛	xuən2	
餡	ɕiẽ5	
館	kuõ3	
餿	səu1	饭~了
饞	tsʰã2	
饃	mo2	
餾	liəu5	
饅	mõ2	~头
首	ʂəu3	
香	ɕiã1	
馨	ɕin1	
騲	tsʰau3	
馬	mɒ5	码~
馱	tʰo5	~子
馱	tʰo2	拿， ~ 起来
馳	tʂʰʅ2	
驅	tʂʰʯ1	
駁	po7	
驢	li2	
駛	sɿ3	
駒	tʂʯ1	
駐	tʂʯ5	
駝	tʰo2	
駕	tɕiɒ3	
駡	mɒ5	
驕	tɕiau1	
駱	lo7	
駭	xai7	惊~
騎	tɕʰi2	
騙	pʰiẽ5	欺~
騷	sau1	
騾	lo2	
驟	tsəu1	
骨	ku7	筋~
髓	sei0	骨~
高	kau1	
髮	fɒ7	
髻	tɕi5	
髻	tɕiəu1	梳个~儿
鬃	tsoŋ1	马~
鬍	xu2	
鬢	pin1	
鬚	ɕi1	
鬼	kuei3	
魁	kʰuei1	
魂	xuən2	
魄	pʰa7	
魏	uei5	
魔	mo2	
魚	ʯ2	
魯	ləu3	
鮎	ȵiẽ2	~鱼
鮑	pau1	姓、 ~鱼
鮮	ɕiẽ1	新~
鯉	li3	
鰣	ʂi2	
鯽	tɕi7	
鯨	tɕin1	
鰓	sai1	
鱉	pie7	
鱖	kuei5	~鱼
鱗	lin2	
鳥	liau3	
鳩	tɕiəu1	
雞	tɕi1	
鳴	min2	
鴉	iɒ1	
鸕	ləu2	~ 鹚
鴨	iɒ7	
鴿	kɒ7	
鴻	xoŋ2	
鵝	ŋo2	
鵡	u3	
鵲	tɕʰio7	喜~
鵮	xã2	鸟 啄 物
鷂	iau5	~鹰
鶴	xo7	
鸚	in1	~鹉
鸚	u3	~ 舞
鷺	ləu5	~ 鸶
鷹	in1	
鹿	ləu7	
麝	ʂe5	~香
麥	ma7	
麩	fu1	麦~子
麴	tɕʰiəu7	酒~
麪	miẽ5	
麻	mɒ2	
黃	xuã2	
黍	ʂʯ3	
黎	li2	
黏	ȵiẽ2	~米
黑	xa7	
默	ma7	
黴	mei2	
鼎	tin3	
鼓	ku3	
鼠	ʂʯ3	
鼻	pi7	
鼾	xã1	睡时~声
齈	loŋ5	多涕鼻
齊	tɕʰi2	
齒	tʂʰʅ3	
龍	loŋ2	
龜	kuei1	
