#漢字	音標	解釋
㵺	pʰai2	竹排
府	fu	政~
度	tou6	~数，长~
度	tou6	思~
座	tʃɔ6	~位，上~
庫	fu5	水~，仓~
庭	tʰeŋ2	家~，~院
庵	ɐŋ1	尼姑~
庶	ʃy5	~民
康	hɔŋ1	健~
庸	joŋ2	平~，~俗
廁	tʃʰi5	~所，公~
廂	ʃɔŋ1	~房，车~
廈	ha6	偏廈(厢房)
廈	ha6	~门，大~
廉	liŋ2	清~，~洁
廊	lɔŋ2	走~
廓	kʰɔk7b	轮~
廖	liu6	姓
廚	tʃʰy2	~房
廟	miu6	和尚~
廠	tʃʰɔŋ	~长
廢	fɐi5	~品，作~
廣	kɔŋ	推~;~东(地名)
廬	lou2	~山
廳	tʰɛŋ1	客~，~长
延	jiŋ2	~长，~安
廷	tʰeŋ2	朝~
建	kiŋ5	~设
弄	loŋ6	玩~
弊	pɐi6	作~
式	ʃek7a	~样，公~
弓	koŋ1	~箭
引	jɐŋ5	吸~
弘	wɐŋ2	~扬
弟	tɐi6	兄~[文]
弟	tɐi6	弟弟，老~[白]
弦	jiŋ2	琴~
弱	jɔk8	~点
張	tʃɔŋ1	紧~;姓;装东西
強	kʰɔŋ2	~大，坚~
強	kʰɔŋ5	勉~
弼	pɐk7a	~马温;任~时
彈	tʰaŋ6	~琴
彈	taŋ6	子~
彌	lei2	~补，阿~陀佛
彎	waŋ1	转~
彙	wui6	词~
形	jeŋ2	~状，地~
彩	tʃʰɔi	~色
彪	piu1	林~
彬	pɐŋ1	文质~~;人名用字
彭	pʰaŋ2	姓，~德怀
影	jeŋ	电~
彷	fɔŋ	~佛
役	jek8	战~
彼	pʰei	~此
彿	fɐk8	仿~
往	wɔŋ5	来~，~日
征	tʃeŋ1	长~，特~
待	tɔi6	等~，~人接物
很	hɐŋ	~大
律	lɐk8	法~，~师
後	hɐu6	~生，~来[文]
後	hɐu6	~日[白]
徐	tʃʰøy2	姓
徑	keŋ5	半~
徒	tʰou2	~弟
得	tɐʋʔ7a	获~，~意
徙	ʃai	移居，~屋，迁~
徛	kʰei5	站立;(山)斜度高
從	tʃʰoŋ2	~容
從	tʃʰoŋ2	跟~，~来
御	jy6	~用文人
復	fok7a	反~
復	fok8	恢~，~原，报~
循	tʃʰœn2	遵~，~环
微	mei2	稍~
徵	tʃeŋ1	~求
德	tɐk7a	品~;~国(国名)
徹	tʃʰik8	~底
徽	fɐi1	国~，~章
心	ʃɐŋ1	~肝，内~
必	pik7a	~须
忌	kei6	禁~，~讳，~日[文]
忍	jɐŋ	~耐，~受
志	tʃi5	~气，~愿
忘	mɔŋ2	~记，遗~[文]
忘	mɔŋ2	~记，遗~[白]
忘	mɔŋ2	添~(忘记)[白]
忙	mɔŋ2	农~，~碌
忠	tʃoŋ1	~心
快	fai5	~车
念	liŋ6	~经，怀~
忽	fɐk7a	~然
忿	fɐŋ5	~~不平
怒	lou6	愤~，~气
怕	pʰa5	害怕，惊~
怖	pou5	恐~
思	ʃi6	~想
思	ʃi1	意~
怠	tʰɔi5	~慢，~工
怡	ji2	心旷神~;人名用字
急	kɐʋʔ7a	心~
性	ʃeŋ5	~别，天~
怨	jyŋ5	~人，埋~
怪	kuai5	奇~
怯	hiʔ7b	胆~
恃	tʃʰi2	~才傲物，有~无恐
恐	hoŋ	~怖
恆	hɐŋ2	~心，永~
恕	ʃy5	宽~
恢	fui1	~复
恤	ʃœk7a	体~，抚~
恥	tʃʰi	~辱
恨	hɐŋ6	仇~
恩	jɐŋ1	~人
恭	koŋ1	~敬
息	ʃek7a	休~[文]
息	ʃek7a	子息，孙~[白]
恰	hɐʋʔ7a	~切，~当
悄	tʃʰiu1	静~~
悉	ʃek7a	熟~
悔	fui5	后~
悟	ŋ̍6	觉~;孙~空
悠	jɐu1	~闲，历史~久
患	waŋ6	~病，忧~
悅	jyk8	愉~
悲	pei1	~伤
悴	ʃɔi5	憔~
悶	muŋ6	烦~，~热
情	tʃʰeŋ2	感~，~节[文]
情	tʃʰeŋ2	亲~(亲戚)[白]
惑	wak8	迷~
惜	ʃek7a	疼爱[白]
惜	ʃek7a	可~，珍~[文]
惟	wɐi2	~一
惠	wɐi6	~州，优~
惡	ɔk7a	可~
惡	ɔk7b	善~，~霸
惰	tɔ6	~性
惱	lou5	烦~[文]
想	ʃɔŋ	~法，思~
惹	jɛ5	~事
愁	ʃɐu2/ʃau2	~眉苦脸
愈	jy6	病~
愉	jy2	~快
意	ji5	~思
愚	jy2	~蠢，~公移山
愛	ɔi5	~情;要
感	kɐŋ	~谢，~动
憤	fɐŋ5	气~，~怒
愧	kʰuɐi5	惭~
慈	tʃʰi2	~悲，~禧太后
態	tʰai5	~度，心~
慌	fɔŋ1	~张，心~
愼	ʃɐŋ6	谨~，~重
慕	mou6	羡~，~名而来
慘	tʃʰaŋ	悲~
慚	tʃʰaŋ2	~愧
慢	maŋ6	~车
慣	kuaŋ5	习~
慧	wɐi5	智~
慨	kʰɔi5	慷~，感~
慪	ɐu5	~气
慫	ʃoŋ5	~恿
慮	løy6	考~
慰	wɐi5	安~，~问
慳	haŋ1	节俭
慶	heŋ5	~祝
慷	hɔŋ	~慨
慾	jok8	~望，贪~
憂	jɐu1	~虑，担~
憎	tʃɐŋ1	~恨
憐	liŋ2	可~[文]
憐	liŋ2	可~[白]
憑	pʰɐŋ2	文~，~借[文]
憑	pʰɐŋ2	倚靠，~墙[白]
憨	ɔŋ6	~厚
憫	mɐŋ5	怜~
憲	hiŋ5	~法
憶	jek7a	回~
憾	hɐŋ6	遗~
懂	toŋ	懵~，唔懂(不懂)
懇	hɐŋ	~求，诚~
懈	hai6	松~，坚持不~
應	jeŋ1	~当，~该
應	jeŋ5	~用，响~
懊	ou5	~恼
懊	ou5	~悔
懲	tʃʰeŋ2	~罚，严~
懵	moŋ	~懂
懶	laŋ5	懒惰，~尸
懷	wai2	~疑
懸	jyŋ2	~挂，~崖
懼	køy6	恐~
懿	ji5	人名用字，司马~
戀	lyŋ	~爱
戈	kɔ1	干~，~壁
戊	mɐu6	~戌变法
戌	ʃœk7a	戊~变法
戍	ʃok7a	~边
戎	joŋ2	~马生涯
成	ʃeŋ2	~功，完~[文]
成	ʃɛŋ2	两~[白]
成	ʃɛŋ2	事成，做~[白]
我	ɔ5	自~[文]
我	ɔ5	涯，第一人称[白]
戒	kai5	~烟，猪八~
或	wak8	~者
戚	tʃʰek7a	亲~;姓，~继光
戟	kek7a	巴~(中药，鸡肠风)
截	tʃik8	~断
戰	tʃiŋ5	~斗
戲	hei5	做~
戴	tai5	姓;~帽
戶	fu6	~口
房	fɔŋ2	~间
房	fɔŋ2	姓，~玄龄
所	ʃɔ	~以;派出~
扁	piŋ	圆扁
扇	ʃiŋ5	扇子[名]
手	ʃɐu	~脚，~段
才	tʃʰɔi2	人~，~气，秀~
打	ta	~针
托	tʰɔk7b	手承物，~盘
扛	kɔŋ1	肩扛，双手抬
扣	kʰɐu5	~钱，~压
扭	lɐu	~面帕，~动
扮	paŋ6	打~
扯	tʃʰi	~开，~烂
扳	paŋ	~手，~开
扶	fu2	~贫，~手[文]
扶	fu2	搀扶，~起来[白]
批	pʰɐi1	~评，大~
批	pʰɐi1	螺丝~
扼	ak7a	~杀，~制
找	tʃau	~钱，查~
承	ʃeŋ2	~担，继~
技	kei6	~术[文]
技	kei6	杂~[白]
抄	tʃʰau1	~书
把	pa	~握，~脉
抑	jek7a	~制，压~
抓	tʃa1	~紧
投	tʰɐu2	~降
抖	tɐu	发~
抗	kʰɔŋ5	反~，~战
折	tʃik7b	~断，打~
折	tʃiʔ7b	~本(赔本)
披	pʰei1	~肩，~露
抬	tʰɔi2	两个人抬
抱	pʰou5	拥抱
抵	tɐi	~押
抵	tɐi	用手抵挡
抹	muk8	~桌，~布
押	kɐʋʔ7b	抵~，~送
抽	tʃʰɐu1	~出
抿	mɐŋ	小口喝
拇	mɐu5	~指
拉	lai1	拖~
拋	pʰau1	~弃
拌	puŋ6	凉~，搅~
拍	pʰak7b	~片，~球
拐	kuai	~卖，铁~李
拐	kuai	~脚(瘸腿)
拒	kʰøy5	~绝
拔	pɐk8	~河，选~
拖	tʰɔ1	~拉机
拘	kʰøy1	~留
拙	tʃʰyk8	勤能补~
拚	pʰeŋ5	~命
招	tʃiu1	~生
拜	pai	结~，礼~，~佛
括	kʰyk7b	包~
拯	tʃʰeŋ	~救;包~(人名)
拱	koŋ	~手，~桥
拳	kʰyŋ2	~头
拴	ʃyŋ1	拴住(捆绑)
拼	pʰeŋ5	~音
拾	ʃɐʋʔ8	收~
拿	la2	~手，推~
持	tʃʰi2	支~
指	tʃi	手~，~甲
按	ɔŋ5	~照
挑	tʰiu1	~剔，~担
挖	wak7b	~掘[文]
挨	ai2	~打，~近
挪	lɔ2	~用公款
振	tʃɐŋ5	~动
挺	tʰeŋ5	坚~，叶~[文]
挺	tʰeŋ5	~起来[白]
挽	waŋ5	~留，手~手
挾	kɐʋʔ7b	~菜
捅	tʰoŋ	~破
捉	tʃok7a	捕~，~棋(下棋)
捎	ʃau2	~带，~口信
捏	liʔ8	以指尖捏取小面积
捐	kyŋ1	~钱
捕	pou6	逮~，~快
捧	foŋ	吹~
捨	ʃɛ	~唔得(舍不得)
捱	ai2	难~，~苦
捲	kyŋ	~起来[动]
捷	tʃik7b	~报，大~，敏~
捺	lak8	撇~
掀	hiŋ1	~起[文]
掀	hiŋ1	~被[白]
掂	tiŋ5	~量
掃	ʃou5	~地[动]
掃	ʃou5	~把[名]
掇	tʃyk8	端东西，~菜
授	ʃɐu6	教~
掉	tiu6	~头，~队
掌	tʃɔŋ	巴~，~握
掐	haŋ6	~颈(掐脖子)
排	pʰai2	~队
掘	kuɐk8	挖~
掛	kua5	~起来，牵~，~钩
掟	tɛŋ6	丢，扔
掠	lɔk7b	~夺
採	tʃʰɔi	~集
探	tʰaŋ5	试~
接	tʃiʔ7b	迎~，~待
控	hoŋ5	~制
推	tʰɔi1	~荐，~动
掩	jiŋ	~护
措	tʃʰou1	~施
揀	kaŋ	挑选
揉	jɐu2	~烂
描	miu2	~写
提	tʰɐi2	~问，~醒
插	tʃʰɐʋʔ8	~花
揖	jɐʋʔ7a	作~
揚	jɔŋ2	表~，发~
換	wuŋ6	交~[文]
換	wuŋ6	~水[白]
換	wuŋ6	金不换[白]
揞	ɐŋ	手覆，揞住
揞	ɐŋ	把粉末撒在表面
握	ak7a	~手，把~
揫	tʃʰiu1	揪头发
揭	kʰik7b	~发，~露
揭	kʰik7b	~阳(地名)
揮	fɐi1	指~
援	wuŋ2	~助，支~
搵	wɐŋ	找，寻找;挣(钱)
損	ʃyŋ	~坏
搖	jiu2	动~，~篮
搜	ʃɐu	~查
搞	kau	~活动
搧	ʃiŋ5	扇扇子，扇耳光[动]
搬	puŋ1	~运
搭	tɐʋʔ8	~车;衣服搭在肩上
搶	tʃʰɔŋ	~劫
摔	ʃɐk7a	~跤
摘	tʃak8	~菜
摝	kau	搅拌，~水
摟	lɐu5	搂抱
摧	tʃʰɔi1	~残
摩	mɔ1	~擦，按~
摳	kʰɐu1	挖
摸	mɔ1	偷偷~~[文]
摸	mɔ	~来~去[白]
摹	mou2	~仿，描~
摺	tʃiʔ7b	~被，~叠
撇	pʰik7b	~捺，~开
撈	lau2	打~局[文]
撈	lau2	~起来[白]
撐	tʃʰaŋ1	支~，~开
撒	ʃaŋ5	~手，~种
撕	ʃi1	~烂
撞	tʃɔŋ6	~人
撤	tʃʰik8	~退
撥	puk8	~款
撩	liu2	~起来
撩	liu2	~人
撫	fu	~养，安~
播	pɔ5	广~，~种
撮	tʃyk7b	一~毛
撮	tʃyk7b	~人(骗人)，~把戏(变魔术)
撲	pʰɔk7a	反~，~灭
撼	hɐŋ6	震~
擁	joŋ	~护
擇	tʃak8	选~[文]
擇	tʃak8	~菜[白]
擊	kek7a	~中，打~
擋	tɔŋ	阻~，~风
操	tʃʰou1	做~，~作
擒	kʰɐŋ2	~拿
擔	taŋ1	~任[动]
擔	taŋ5	~竿[名]
擔	taŋ1	挑~[名];一~水[量]
擗	pʰɛk8	扔弃
據	køy5	收~
擠	tʃɐi1	拥~，~时间
擦	tʃʰak7b	~车
擬	ji5	模~，~人
擱	kɔk7b	耽~
擴	kʰɔŋ5	~充，~大
擺	pai	摇~
擾	jiu	打~，~乱
攀	pʰaŋ1	~登，高~
攏	loŋ	靠~，~总(一共)
攢	tʃaŋ5	积~
攔	laŋ2	~路
攙	tʃʰaŋ1	~扶，~腰
攜	kʰuɐi2	~带，提~
攝	ʃiʔ7b	~影
攞	lɔ	拿，取
攤	tʰaŋ1	分~，~开，摆~
攪	kau	搅拌
攬	laŋ5	包~[文]
攬	laŋ5	抱[白]
支	tʃi1	两~笔[白，量]
支	tʃi1	~持，天干地~[文]
收	ʃɐu1	丰~，~集
改	kɔi	修~，~正
攻	koŋ1	~击，进~
放	fɔŋ5	解~，~心[文]
放	fɔŋ5	~手[白]
政	tʃeŋ5	行~，~治
故	ku5	~事，~乡
效	hau6	~果
敍	tʃøy6	倒~
敏	mɐŋ5	灵~
救	kɐu5	~命
敗	pai6	失~
敎	kau5	~书
敎	kau5	~育，~师
敢	kɐŋ	勇~
散	ʃaŋ	药~
散	ʃaŋ	分~，解~
敦	tœn1	~厚;伦~(地名)
㪗	tʰɐu	~气(呼吸)
敬	keŋ5	尊~，~酒
敲	hau1	~锣打鼓
整	tʃeŋ	~体，完~[文]
整	tʃeŋ	修理，~车[白]
敵	tek8	~人
敷	fu1	~衍，~药
數	ʃou	~落，~星星[动]
數	ʃou5	~字，~学
斂	liŋ5	收~
斃	pɐi6	枪~
文	mɐŋ2	~章，论~
斑	paŋ1	~马
斗	tɐu5	十升为一斗
料	liu6	肥~，材~
斜	tʃʰɛ2	倾~[文]
斜	tʃʰɛ2	不正[白]
斟	tʃɐŋ1	~酒，~酌
斤	kɐŋ1	~两
斥	tʃʰek7a	排~，~责
斧	fu	~头
斬	tʃaŋ	白~鸡
斯	ʃi1	~大林
新	ʃɐŋ1	~旧
新	ʃɐŋ1	~妇(儿媳妇)
斷	tʰyŋ5	判~，~案
斷	tʰyŋ5	~绝[文]
斷	tʰyŋ5	线断了[白]
方	fɔŋ1	地~，大~
於	jy1	在~
施	ʃi1	措~;姓
旁	pʰɔŋ2	~边
旅	løy5	~游
旋	ʃyŋ2	~转
族	tʃok8	~长，民~
旗	kʰei2	红~
旣	kei5	~然
日	jɐk8	十~，~期
旦	taŋ5	元~，花~
旨	tʃi	圣~
早	tʃou	还~
旬	tʃʰœn2	上~
旱	hɔŋ5	干旱
旺	ɔŋ6	兴~
昂	ɔŋ2	~首挺胸，气~~
昆	kʰuɐŋ1	~明，~虫
昌	tʃʰɔŋ1	~盛
明	meŋ2	~白，清~[文]
明	meŋ2	清~[白]
昏	fɐŋ1	黄~
易	ji6	容~
易	jek8	交~，贸~
昔	ʃek7a	~日，今~
星	ʃeŋ1	火~，~~[文]
星	ʃeŋ1	~夜[白]
映	jeŋ	反~
春	tʃʰœn1	立~
昧	muk8	愚~，拾金不~
昨	tʃɔk7b	昨天
昭	tʃʰiu1	王~君
是	ʃi6	~否，~非
時	ʃi2	~间，当~
晃	fɔŋ	摇~，~动
晃	fɔŋ	~光
晉	tʃœn5	山西简称;魏~南北朝
晏	aŋ6	晚、迟;~子使楚
晚	maŋ5	~会
晝	tʃɐu5	上~，~夜
晦	fui5	~气
晨	ʃɐŋ2	朝~
普	pʰou	~通，~遍
景	keŋ	~色，风~
晴	tʃʰeŋ2	天~
晶	tʃeŋ1	水~
智	tʃi5	~慧
暇	ha2	闲~
暈	wɐŋ2	~车，头~[训]
暑	ʃy	~假
暖	lyŋ5	冷~
暗	ɐŋ5	不亮
暢	tʃʰɔŋ5	~快，通~
暫	tʃaŋ6	~时
暮	mou6	日暮
暴	pou6	~雨，残~
曆	lek8	日~，~书
曉	hiu	春~，~得
曝	pou6	~光，一~十寒
曠	kʰɔŋ5	空~，~课
曰	jok8	子~
曲	kʰok7a	歌~，~折
更	kɐŋ1	~换，~衣
更	kaŋ1	五~
更	kɐŋ5	~加
書	ʃy1	读~
曹	tʃʰou2	姓
曾	tʃɐŋ1	姓
曾	tʃʰɐŋ2	~经
替	tʰɐi5	代~，~身
最	tʃɔi5	~好
會	wui6	~计
會	wui6	开~
月	jyk8	三~
有	jɐu5	~钱
朋	pʰaŋ2	~友
服	fok8	~务
朔	ʃɔk7b	每月初一，~望
朗	lɔŋ5	~诵，明~
望	mɔŋ6	失~
朝	tʃiu1	~晨，三~
朝	tʃʰiu2	~代
期	kʰei2	日~
木	mok8	~工
未	mei6	~来;地支
末	muk8	~尾
本	puŋ	~来，书~
朮	ʃɐʋʔ8	白~(中药)
朱	tʃy1	姓
朶	tɔ	一~花，花~
朽	lɐu	腐~，永垂不~
杈	tʃʰa1	桠~，树~
杉	tʃʰaŋ5	~树
李	lei5	姓;水果
杏	hɐŋ6	~仁
材	tʃʰɔi2	材，药~，~料
村	tʃʰyŋ1	~长
杖	tʃɔŋ6	拐~
杜	tou6	姓;杜仲(中药)
杞	kei	枸~
束	tʃʰok7a	结~
杠	kɔŋ1	高低~
杭	hɔŋ2	~州
杯	py1/pui1	茶~
東	toŋ1	东南西北
杳	jiu5	~无音讯
杷	pʰa2	枇~
松	tʃʰoŋ2	~树
板	paŋ	黑~，石~
枇	pʰei2	~杷
枉	wɔŋ	冤~
析	ʃek7a	分~[文]
析	ʃek7a	量词，一~(一片)[白]
枕	tʃɐŋ	~头[名];~枕头[动]
林	lɐŋ2	树~;姓
枚	mui2	两~
果	kɔ	水~
枝	tʃi1	树~
枯	ku1	干~，~水
架	ka5	书~
柄	pɛŋ5	刀~，把~
柏	pʰak7b	松~，~树;~林(地名)
某	mɐu5	~人
柑	kɐŋ1	柑
染	jiŋ5	污~
染	jiŋ5	~色
柔	jɐu2	温~，~和
柚	jɐu	沙田~
査	tʃʰa2	调~
柩	kɐu6	灵~
柱	tʃʰy5	柱子
柳	lɐu5	~树
柴	tʃʰai2	姓;火~
柿	tʃʰi6	柿子，~饼
栗	lɐk8	~子
校	hau6	~对
校	hau6	调校
校	hau6	学~，~长，上~
株	tʃy1	守~待兔
核	hɐk8	~心，~对[文]
核	hɐk8	龙眼~[白]
核	hɐk8	~卵(睾丸)[白]
根	kɐŋ1	~本，树~
格	kak7b	~式;还珠~~[文]
格	kak7b	空~，三~[白]
栽	tʃɔi1	种，~培
桂	kuɐi5	~花
桃	tʰou2	杨~，~花
桄	kɔŋ1	桌椅等腿间的横木
桅	ɐi2	~杆
案	ɔŋ5	~件，档~
桌	tʃɔk8	书~
桐	tʰoŋ2	~油，梧~
桑	ʃɔŋ1	~叶
桓	wuŋ2	齐~公
桶	tʰoŋ	水~
桿	kɔŋ1	旗~，杠~
梅	mui2	~花
梓	tʃi	桑~;曾宪~
梔	tʃi1	黄~(水横枝、黄果)
梗	kɐŋ	心肌~塞[文]
梗	kɐŋ	茎，菜~[白]
梘	kaŋ	肥皂
條	tʰiu2	~件，字~
梢	ʃau1	树~
梧	ŋ̍2	~桐
梨	lei2	梨
梭	ʃɔ1	穿~，~子蟹
梯	tʰɐi1	楼~
械	hai6	机~
梳	ʃɔ1	梳子[名];梳头[动]
棄	hei5	放~，抛~
棉	miŋ2	~花
棋	kʰei2	围~，捉~(下棋)
棍	kuɐŋ5	长~
棒	pʰaŋ5	棍~，~打鸳鸯
棗	tʃou	红~
棚	pʰaŋ2	楼~，瓜~
棟	toŋ6	~梁;两~
棠	tʰɔŋ2	海~
棧	tʃaŋ6	客~;碗橱，碗~
森	ʃɐŋ1	~林
棲	tʃʰɐi1	两~动物
棵	pʰɔ1	一~树
棺	kuŋ1	~材
椅	ji	椅子，藤~
植	tʃek8	~物
椒	tʃiu1	胡~
橢	tʰɔ5	~圆
椶	tʃoŋ	~树，~色
椿	ʃœn1	~树，香~
楂	tʃa1	山~
楊	jɔŋ2	姓;~树
楓	foŋ1	~树，~叶
楚	tʃʰɔ	清~
楣	mei2	门~
業	jiʔ8	事~，~余
極	kek8	南~
楷	kai1	~书，~模
概	kʰɔi5	大~，~括
榜	pɔŋ	~样
榨	tʃa1	~菜，~油
榫	ʃœn5	~头(接合处)
榮	weŋ2	光~，~誉
榴	lɐu2	石~，~莲
構	kʰɐu5	结~，~造
槌	tʃʰøy2	木~[名];[动]
槍	tʃʰɔŋ1	手~
槐	wai2	~树
槳	tʃɔŋ	船~
槽	tʃʰou2	猪~，水~
樁	tʃɔŋ1	打~
樂	lɔk8	~观，快~
樂	lɔk8	音~
樑	lœŋ2	姓;~山(地名)
樓	lɐu2	~下
標	piu1	~准，~志，招~
樞	ʃy1	中~，~纽
樟	tʃɔŋ1	~脑丸;~木头(地名)
模	mou2	~型，~范
樣	jɔŋ6	一~
樣	jɔŋ6	~般
樵	tʃiu2	柴
樸	pʰɔk7b	~素
樹	ʃy6	~立，种~
橄	kaŋ5	~榄
橋	kʰiu2	大~
橘	kɐk7a	橘子
橙	tʃʰaŋ2	橙子
機	kei1	~会，飞~
橡	tʃɔŋ6	~胶，~树
橫	waŋ6	~直
橫	waŋ6	蛮~[文]
橫	waŋ2	猛摔[白]
櫥	tʃʰy2	碗~
檀	tʰaŋ2	~香
檔	tɔŋ	~案
檜	kʰui	人名，秦~
檢	kiŋ	~查，体~
檳	pɐŋ1	~榔
櫃	kuɐi6	~台
櫻	jeŋ1	~桃
欄	laŋ2	~杆
權	kʰyŋ2	~利
欖	laŋ	橄~，乌~
欠	hiŋ5	~钱，拖~
次	tʃʰi5	名~，~品
欣	jɐŋ1	~赏
欲	jok8	~速则不达
欺	hei1	~负
欽	jɐŋ1	~差，~佩
款	fuŋ	汇~，拨~
歇	hik7b	~夜(过夜)
歉	hiʔ7b	道~，~意
歌	kɔ1	唱~，~声
歐	ɐu1	~洲;姓
歡	fuŋ1	喜~，~喜
止	tʃi	停~，~血
正	tʃeŋ1	~月
正	tʃeŋ5	立~，~直[文]
正	tʃeŋ5	~好，~来[白]
此	tʃi	到~为止
步	pou6	跑~
武	mou5	~器，~术
歪	wai1	~风邪气
歲	ʃɔi5	万~，~月[文]
歲	ʃɔi5	十~，~数[白]
歷	lek8	~史，经~
歸	kuɐi1	回~，~类
死	ʃei	~人
殃	jɔŋ1	遭~，~及
殆	løy5	百战不~
殉	ʃœn1	~职，~情
殊	ʃy2	特~
殕	fu6	食物长毛变质，臭~
殖	tʃek8	繁~
殘	tʃʰaŋ2	~废
殮	liŋ5	给死者穿衣入棺，~尸
殯	pɐŋ5	~仪馆，出~
殲	tʃʰiŋ1	~灭
段	tyŋ6	姓;阶~
殷	jɐŋ1	姓;~勤
殺	ʃak7b	~人，自~
殼	hɔk7b	贝~
殿	tiŋ6	宫~
毀	wɐi	~灭
毅	ɐi6	~力
毆	ɐu1	~打
母	mɐu5	父~
每	mui5	~只，~日
毒	tok8	中~，~药
比	pei	~较，对~
毛	mou2	~病，鸡~
毫	hou2	~米
毯	tʃiŋ1	毛~
氈	tʃiŋ1	羊毛~
氏	ʃi6	姓~
民	mɐŋ2	人~，~族
氓	mɔŋ2	流~
氣	hei5	~人，空~
水	ʃɔi/ʃøy	~果，~平
永	weŋ5	~远
汀	tʰɛŋ1	长~，~江(地名)
汁	tʃɐʋʔ7a	菜~，果~
求	kʰɐu2	要~
汗	hɔŋ6	出~，~马功劳
污	wu1	~染
汞	koŋ5	水银，~柱
江	kɔŋ1	长~，~湖
池	tʃʰi2	水~
汪	wɔŋ1	姓，~洋
汴	piŋ6	~京(北宋都城)
決	kʰyk7b	~定
汽	hei5	~水，~车
沃	jok7a	肥~
沈	ʃɐŋ	姓;地名，~阳
沉	tʃʰɐŋ2	~底
沌	wɐŋ6	混~
沒	muk8	沉~，~有，出~
沓	tɐʋʔ8	一~纸
沙	ʃa1	泥~，~漠
沫	muk8	泡~
河	hɔ2	黄~
沸	fɐk8	沸腾
油	jɐu2	麻~
治	tʃi6	~安，统~[文]
治	tʃi6	~鸡，~猪[白]
沼	tʃʰiu5	~气
沾	tʃiŋ1	~光
沿	jyŋ2	边~，~江路
況	fɔŋ5	情~，~且
泄	ʃik7b	~漏，排~
泅	tʃʰɐu2	游水
泉	tʃʰyŋ2	~水，喷~
泊	pɔk7b	梁山~
泊	pɔk7b	停~，淡~
泌	pei5	分~;滤出汤汁
法	fak7b	方~
泛	faŋ6	广~，~滥[文]
泛	faŋ6	中空，~谷[白]
泡	pʰau5	起~[训，瘭]
泡	pʰau5	~茶
波	pɔ1	风~，~浪
泣	jɐʋʔ7a	~血，哭~
泥	lɐi2	水~，地~(地板)
注	tʃy5	~意
泰	tʰai5	~山
泳	weŋ6	游~
洋	jɔŋ2	太平~
洗	ʃɐi	~菜，~衣机
洛	lɔk7b	~阳(地名)
洞	toŋ6	山~，~察
津	tʃœn1	天~(地名)
洪	hoŋ2	~水;姓，~秀全
洲	tʃɐu1	亚~
活	wuk8	生~
洽	hɐʋʔ7a	~谈会，融~
派	pʰai5	正~，~出所
流	lɐu2	河~[文]
流	lɐu2	~汗[白]
浙	tʃik7b	~江(地名)
浜	pɔŋ1	沙家~
浦	pʰou5	黄~江
浩	hou6	~~荡荡;人名用字
浪	lɔŋ6	风~，~费
浮	fɐu2	轻~，~力;云~(地名)
浮	pʰou2	~起来[白]
浴	jok8	沐~露[文]
浴	jok8	~堂(浴室)[白]
海	hɔi	大~
浸	tʃɐŋ5	~水
消	ʃiu1	~化
涉	ʃiʔ7b	~及
涕	tʰɐi5	~泪纵横
涯	ai2	天~
液	jek8	~体，输~
淆	au2	混~
淋	lɐŋ2	~湿，~菜
淑	ʃok8	~女，贤~
淘	tʰou2	~米，~沙
淚	løy6	眼~
淡	tʰaŋ5	~水(地名)
淡	tʰaŋ5	咸~;浓~
淤	jy1	~泥
淨	tʃeŋ6	干~
淩	leŋ2	冰淇~，壮志~云
淪	lœn2	沉~
淫	jɐŋ2	~荡
淮	wai2	~河，~北
深	ʃɐŋ1	~浅，~入
淵	jyŋ1	深~，~源
混	wɐŋ6	~淆，相~
淹	jiŋ1	~没
淺	tʃʰiŋ	深~
添	tʰiŋ1	~加，~丁
淸	tʃʰeŋ1	~楚，~水[文]
淸	tʃʰeŋ1	~明[白]
滲	ʃɐŋ5	~水
減	kaŋ	加~
渠	kʰøy2	水~，~道
渡	tou6	偷~，摆~
渣	tʃa1	药~
測	tʃʰak7a	~量，观~
港	kɔŋ	~口;香~(地名)
渴	hɔk7b	口渴;~望
渺	miu5	~小，~茫
渾	wɐŋ6	~浊[文]
渾	wɐŋ6	水浑[白]
湊	tʃʰɐu5	~数，~热闹
湖	fu2	西~
湘	ʃɔŋ1	湖南简称，~江
湧	joŋ	~现，洶~
湯	tʰɔŋ1	煮~;姓
溉	kʰɔi5	灌~
源	jyŋ2	~头，来~
準	tʃœn	瞄~，~则
溜	lɐu2	~走
溜	lɐu2	~滑梯
溝	kʰɐu1	~通
溪	kʰɐi1	~水
溫	wɐŋ1	~度，~和
溺	lek7a	~爱，~死
滂	pʰɔŋ2	~沱
滅	mik8	消~，~亡
滋	tʃi1	~味
滑	wak8	地~，~稽
滔	tʰou1	~~不绝，波浪~天
滯	tʃɐi6	停~，湿~(中医)
濱	pɐŋ1	哈尔~(地名)
滬	wu2	上海简称
滴	tek8	~水，两~
滷	lou5	盐~，~水
滸	wu	水~
滾	kʰuɐŋ	~动;水开
滿	muŋ5	~意
漁	jy2	~业，~夫
漂	pʰiu5	~流
漂	pʰiu5	~白，~亮
漆	tʃʰɐk7a	油~
漏	lɐu6	~水，~斗
演	jiŋ	~员，表~
漚	ɐu5	久浸水中，~坏，~肥
漢	hɔŋ5	~人
漫	maŋ6	~画，~长
漲	tʃɔŋ5	~价，~潮
漸	tʃiŋ6	逐~
