"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"	""
"2950"	"干"	"干"	"kaŋ阴平"	"文"	""	""	""
"2951"	"干"	"干"	"kuã阴平"	"白"	""	""	""
"2952"	"乾"	"干"	"kaŋ阴平"	"文"	""	""	""
"2953"	"乾"	"干"	"kʰiaŋ阴平"	"文"	""	""	""
"2954"	"桿"	"杆"	"kaŋ阴平"	"文"	""	""	""
"2955"	"桿"	"杆"	"kuã阴平"	"白"	""	""	""
"2956"	"稈"	"秆"	"kaŋ阴上"	"文"	""	""	""
"2957"	"稈"	"秆"	"kuã阴平"	"俗"	""	""	""
"2958"	"擀"	"擀"	"haŋ阴上"	""	""	""	""
"2959"	"趕"	"赶"	"kaŋ阴上"	"文"	""	""	""
"2960"	"趕"	"赶"	"kuã阴上"	"白"	""	""	""
"2963"	"看"	"看"	"kʰaŋ去声"	"文"	""	""	""
"2964"	"看"	"看"	"kʰuã去声"	"白"	""	""	""
"2965"	"刊"	"刊"	"kʰaŋ阴平"	""	""	""	""
"2966"	"侃"	"侃"	"kʰaŋ阴上"	""	""	""	""
"2969"	"岸"	"岸"	"ŋai阳上"	"文"	""	""	""
"2970"	"岸"	"岸"	"huã去声"	"白"	""	""	""
"2971"	"鼾"	"鼾"	"haŋ阴平"	"文"	""	""	""
"2972"	"鼾"	"鼾"	"huã阳平"	"白"	""	""	""
"2973"	"罕"	"罕"	"haŋ阴上"	""	""	""	""
"2974"	"漢"	"汉"	"haŋ去声"	""	""	""	""
"2975"	"寒"	"寒"	"haŋ阳平"	"文"	""	""	""
"2976"	"寒"	"寒"	"kuã阳平"	"白"	""	""	""
"2977"	"韓"	"韩"	"haŋ阳平"	""	""	""	""
"2978"	"旱"	"旱"	"haŋ阳上"	"文"	""	""	""
"2979"	"旱"	"旱"	"uã阳上"	"白"	""	""	""
"2980"	"汗"	"汗"	"haŋ去声"	"文"	""	""	""
"2981"	"汗"	"汗"	"kuã去声"	"白"	""	""	""
"2982"	"翰"	"翰"	"haŋ阳平"	""	""	""	""
"2983"	"安"	"安"	"aŋ阴平"	"文"	""	""	""
"2984"	"安"	"安"	"uã阴平"	"白"	""	""	""
"2985"	"鞍"	"鞍"	"aŋ阴平"	"文"	""	""	""
"2986"	"鞍"	"鞍"	"uã阴平"	"白"	""	""	""
"2987"	"按"	"按"	"aŋ去声"	""	""	""	""
"2988"	"案"	"案"	"aŋ去声"	"文"	""	""	""
"2989"	"案"	"案"	"uã去声"	"白"	""	""	""
"2990"	"扮"	"扮"	"paŋ阴平"	""	""	""	""
"2991"	"扮"	"扮"	"puaŋ阳上"	""	""	""	""
"2992"	"盼"	"盼"	"pʰaŋ去声"	""	""	""	""
"2993"	"瓣"	"瓣"	"piaŋ去声"	""	""	""	""
"2994"	"瓣"	"瓣"	"pʰiaŋ去声"	""	""	""	""
"2995"	"辦"	"办"	"paŋ去声"	"文"	""	""	""
"2996"	"辦"	"办"	"paĩ去声"	"白"	""	""	""
"2997"	"綻"	"绽"	"teŋ阳上"	"俗"	""	""	""
"2998"	"綻"	"绽"	"tsaŋ去声"	"文"	""	""	""
"2999"	"盞"	"盏"	"tsaŋ阴上"	"文"	""	""	""
"3000"	"盞"	"盏"	"tsuã阴上"	"白"	""	""	""
"3001"	"鏟"	"铲"	"tsʰaŋ阴上"	""	""	""	""
"3002"	"鏟"	"铲"	"tʰuã阴上"	"替"	""	""	""
"3003"	"潺"	"潺"	"tsʰaŋ阳平"	""	""	""	""
"3004"	"山"	"山"	"saŋ阴平"	"文"	""	""	""
"3005"	"山"	"山"	"suã阴平"	"白"	""	""	""
"3006"	"產"	"产"	"suã阴上"	""	""	""	""
"3007"	"艱"	"艰"	"kaŋ阴平"	""	""	""	""
"3008"	"間"	"间"	"kaŋ阴平"	"文"	""	""	""
"3009"	"間"	"间"	"kaĩ阴平"	"白"	""	""	""
"3010"	"間"	"间"	"kaĩ去声"	"又"	""	""	""
"3011"	"簡"	"简"	"kaŋ阴上"	""	""	""	""
"3012"	"揀"	"拣"	"kaŋ阴上"	"文"	""	""	""
"3013"	"揀"	"拣"	"kaĩ阴上"	"白"	""	""	""
"3014"	"柬"	"柬"	"kaŋ阴上"	""	""	""	""
"3018"	"眼"	"眼"	"ŋaŋ阴上"	""	""	""	""
"3019"	"閒"	"闲"	"haŋ阳平"	"文"	""	""	""
"3020"	"閒"	"闲"	"aĩ阳平"	"白"	""	""	""
"3021"	"限"	"限"	"haŋ阳上"	""	""	""	""
"3022"	"莧"	"苋"	"haĩ去声"	""	""	""	""
"3023"	"班"	"班"	"paŋ阴平"	""	""	""	""
"3024"	"扳"	"扳"	"paŋ阴上"	""	""	""	""
"3025"	"頒"	"颁"	"paŋ阴平"	""	""	""	""
"3026"	"板"	"板"	"paŋ阴上"	"文"	""	""	""
"3027"	"板"	"板"	"paĩ阴上"	"白"	""	""	""
"3028"	"版"	"版"	"paŋ阴上"	"文"	""	""	""
"3029"	"版"	"版"	"paĩ阴上"	"白"	""	""	""
"3030"	"攀"	"攀"	"pʰaŋ阴平"	""	""	""	""
"3032"	"襻"	"襻"	"pʰaŋ去声"	""	""	""	""
"3033"	"蠻"	"蛮"	"maŋ阳平"	""	""	""	""
"3034"	"慢"	"慢"	"maŋ去声"	""	""	""	""
"3035"	"棧"	"栈"	"tsaŋ去声"	""	""	""	""
"3036"	"删"	"删"	"saŋ阴平"	""	""	""	""
"3037"	"訕"	"讪"	"saŋ阴平"	""	""	""	""
"3038"	"訕"	"讪"	"saŋ去声"	""	""	""	""
"3039"	"訕"	"讪"	"seŋ去声"	"又"	""	""	""
"3040"	"疝"	"疝"	"saŋ去声"	""	""	""	""
"3041"	"奸"	"奸"	"kaŋ阴平"	""	""	""	""
"3042"	"姦"	"奸"	"kaŋ阴平"	""	""	""	""
"3043"	"諫"	"谏"	"kaŋ去声"	""	""	""	""
"3044"	"顏"	"颜"	"ŋuaŋ阳平"	""	""	""	""
"3045"	"顏"	"颜"	"ŋaŋ阳平"	"姓氏音"	""	""	""
"3046"	"顏"	"颜"	"haĩ阳平"	"姓氏音"	""	""	""
"3047"	"雁"	"雁"	"ŋaŋ阳上"	""	""	""	""
"3048"	"晏"	"晏"	"aŋ去声"	"文"	""	""	""
"3049"	"晏"	"晏"	"uã去声"	"白"	""	""	""
"3050"	"編"	"编"	"piaŋ阴平"	"文"	""	""	""
"3051"	"編"	"编"	"pĩ阴平"	"白"	""	""	""
"3052"	"鞭"	"鞭"	"piaŋ阴平"	"文"	""	""	""
"3053"	"鞭"	"鞭"	"pĩ阴平"	"白"	""	""	""
"3054"	"變"	"变"	"piaŋ去声"	"文"	""	""	""
"3055"	"變"	"变"	"pĩ去声"	"白"	""	""	""
"3056"	"篇"	"篇"	"pʰiaŋ阴平"	""	""	""	""
"3057"	"偏"	"偏"	"pʰiaŋ阴平"	""	""	""	""
"3058"	"騙"	"骗"	"pʰiaŋ去声"	""	""	""	""
"3059"	"便"	"便"	"piaŋ阳上"	"文"	""	""	""
"3060"	"便"	"便"	"pʰĩ阴平"	"白"	""	""	""
"3061"	"辨"	"辨"	"piaŋ阳上"	""	""	""	""
"3062"	"辯"	"辩"	"piaŋ阳上"	""	""	""	""
"3065"	"汴"	"汴"	"piaŋ阳上"	""	""	""	""
"3066"	"綿"	"绵"	"miaŋ阳平"	"文"	""	""	""
"3067"	"綿"	"绵"	"mi阳平"	"白"	""	""	""
"3068"	"免"	"免"	"miaŋ阴上"	""	""	""	""
"3069"	"勉"	"勉"	"miaŋ阴上"	""	""	""	""
"3070"	"娩"	"娩"	"miaŋ阴上"	""	""	""	""
"3071"	"緬"	"缅"	"miaŋ阴上"	""	""	""	""
"3072"	"面"	"面"	"miaŋ去声"	"文"	""	""	""
"3073"	"面"	"面"	"miŋ去声"	"白"	""	""	""
"3074"	"碾"	"碾"	"tiaŋ阴上"	""	""	""	""
"3076"	"連"	"连"	"liaŋ阳平"	"文"	"文,姓氏音"	""	""
"3078"	"連"	"连"	"hiã阳平"	"姓氏音"	""	""	""
"3079"	"聯"	"联"	"liaŋ阳平"	""	""	""	""
"3080"	"輦"	"辇"	"liaŋ阴上"	"文"	""	""	""
"3081"	"輦"	"辇"	"liŋ阴上"	"白"	""	""	""
"3082"	"煎"	"煎"	"tsiaŋ阴平"	""	""	""	""
"3083"	"剪"	"剪"	"tsiaŋ阴上"	""	""	""	""
"3084"	"箭"	"箭"	"tsiaŋ去声"	"文"	""	""	""
"3085"	"箭"	"箭"	"tsĩ去声"	"白"	""	""	""
"3086"	"濺"	"溅"	"tsiaŋ阴平"	""	""	""	""
"3087"	"遷"	"迁"	"tsʰiaŋ阴平"	""	""	""	""
"3088"	"淺"	"浅"	"tsʰiaŋ阴上"	""	""	""	""
"3089"	"淺"	"浅"	"tsiaŋ阴平"	""	""	""	""
"3090"	"錢"	"钱"	"tsĩ阳平"	""	""	""	""
"3091"	"踐"	"践"	"tsiaŋ阴上"	""	""	""	""
"3092"	"賤"	"贱"	"tsiaŋ去声"	""	""	""	""
"3093"	"賤"	"贱"	"tsuã去声"	"俗"	""	""	""
"3094"	"仙"	"仙"	"siaŋ阴平"	""	""	""	""
"3095"	"仙"	"仙"	"siŋ阴平"	"地名"	"地名,惠来仙庵"	""	""
"3097"	"鮮"	"鲜"	"siaŋ阴平"	"文"	""	""	""
"3098"	"鮮"	"鲜"	"siaŋ阴上"	"文"	"文,朝鲜"	""	""
"3100"	"鮮"	"鲜"	"tsʰĩ阴平"	"白"	""	""	""
"3105"	"癬"	"癣"	"siaŋ阴上"	""	""	""	""
"3106"	"線"	"线"	"siaŋ去声"	"文"	""	""	""
"3107"	"線"	"线"	"suã去声"	"白"	""	""	""
"3108"	"涎"	"涎"	"iaŋ阳上"	""	""	""	""
"3109"	"涎"	"涎"	"nua阳上"	"俗"	""	""	""
"3110"	"羨"	"羡"	"iaŋ阳上"	""	""	""	""
"3111"	"展"	"展"	"tiaŋ阴上"	""	""	""	""
"3112"	"展"	"展"	"tiam阴上"	"又"	""	""	""
"3113"	"纏"	"缠"	"tiaŋ阳平"	"文"	""	""	""
"3114"	"纏"	"缠"	"tĩ阳平"	"白"	""	""	""
"3115"	"氈"	"毡"	"tsiaŋ阴平"	"文"	""	""	""
"3116"	"氈"	"毡"	"tsĩ阴平"	"白"	""	""	""
"3117"	"戰"	"战"	"tsiaŋ去声"	""	""	""	""
"3118"	"顫"	"颤"	"tsiaŋ去声"	""	""	""	""
"3119"	"膻"	"膻"	"siaŋ阴平"	"训羶字"	""	""	""
"3120"	"扇"	"扇"	"siaŋ去声"	"文"	""	""	""
"3121"	"扇"	"扇"	"sĩ去声"	"白"	""	""	""
"3124"	"蟬"	"蝉"	"siaŋ阳平"	"文"	""	""	""
"3125"	"蟬"	"蝉"	"suŋ阳平"	"白"	""	""	""
"3126"	"禪"	"禅"	"siaŋ阳平"	""	""	""	""
"3127"	"禪"	"禅"	"siaŋ阳上"	""	""	""	""
"3128"	"善"	"善"	"siaŋ阳上"	""	""	""	""
"3129"	"膳"	"膳"	"siaŋ阳上"	""	""	""	""
"3130"	"擅"	"擅"	"siaŋ去声"	""	""	""	""
"3137"	"然"	"然"	"dziaŋ阳平"	""	""	""	""
"3138"	"燃"	"燃"	"dziaŋ阳平"	"文"	""	""	""
"3139"	"燃"	"燃"	"hiã阳平"	"白"	""	""	""
"3140"	"遣"	"遣"	"kʰiaŋ阴上"	""	""	""	""
"3141"	"乾"	"干"	"kʰiaŋ阳平"	""	""	""	""
"3143"	"虔"	"虔"	"kʰiaŋ阳平"	""	""	""	""
"3144"	"件"	"件"	"kiã阳上"	""	""	""	""
"3145"	"諺"	"谚"	"ŋaŋ阳上"	""	""	""	""
"3146"	"焉"	"焉"	"iaŋ阴平"	""	""	""	""
"3147"	"延"	"延"	"iaŋ阳平"	""	""	""	""
"3148"	"延"	"延"	"iaŋ阳上"	""	""	""	""
"3149"	"筵"	"筵"	"iaŋ阴平"	""	""	""	""
"3150"	"演"	"演"	"iaŋ阳平"	""	""	""	""
"3151"	"演"	"演"	"iŋ阳平"	""	""	""	""
"3152"	"建"	"建"	"kiaŋ去声"	""	""	""	""
"3153"	"建"	"建"	"kiaŋ阳上"	""	""	""	""
"3154"	"鍵"	"键"	"kiaŋ阳上"	""	""	""	""
"3155"	"健"	"健"	"kiaŋ去声"	"文"	""	""	""
"3156"	"健"	"健"	"kiã去声"	"白"	""	""	""
"3157"	"腱"	"腱"	"kiaŋ去声"	""	""	""	""
"3158"	"言"	"言"	"ŋaŋ阳平"	""	""	""	""
"3159"	"軒"	"轩"	"hiŋ阴平"	""	""	""	""
"3160"	"掀"	"掀"	"hiaŋ阴平"	"文"	""	""	""
"3161"	"掀"	"掀"	"hiaũ阴平"	"俗"	""	""	""
"3162"	"憲"	"宪"	"hiaŋ去声"	""	""	""	""
"3163"	"獻"	"献"	"hiaŋ去声"	""	""	""	""
"3164"	"蔫"	"蔫"	"iaŋ阴平"	""	""	""	""
"3165"	"堰"	"堰"	"iaŋ阴上"	""	""	""	""
"3166"	"邊"	"边"	"piaŋ阴平"	"文"	""	""	""
"3167"	"邊"	"边"	"pĩ阴平"	"白"	""	""	""
"3168"	"蝙"	"蝙"	"piaŋ阴上"	""	""	""	""
"3169"	"扁"	"扁"	"piaŋ阴上"	"文"	""	""	""
"3170"	"扁"	"扁"	"pĩ阴上"	"白"	""	""	""
"3171"	"匾"	"匾"	"piaŋ阴上"	"文"	""	""	""
"3172"	"匾"	"匾"	"piŋ阴上"	"白"	""	""	""
"3173"	"遍"	"遍"	"piaŋ去声"	""	""	""	""
"3174"	"遍"	"遍"	"pʰiaŋ去声"	""	""	""	""
"3175"	"片"	"片"	"pʰiaŋ去声"	"文"	""	""	""
"3176"	"片"	"片"	"pʰĩ去声"	"白"	""	""	""
"3177"	"駢"	"骈"	"piaŋ阳平"	""	""	""	""
"3178"	"辮"	"辫"	"pĩ阴平"	""	""	""	""
"3179"	"辮"	"辫"	"pĩ阳上"	""	""	""	""
"3180"	"眠"	"眠"	"miŋ阳平"	""	""	""	""
"3181"	"眠"	"眠"	"mŋ阳平"	""	""	""	""
"3182"	"麵"	"面"	"mia阴入"	""	""	""	""
"3183"	"麵"	"面"	"mi阴入"	""	""	""	""
"3184"	"顛"	"颠"	"tiaŋ阴平"	"文"	""	""	""
"3185"	"顛"	"颠"	"tiŋ阴平"	"白"	""	""	""
"3186"	"典"	"典"	"tiaŋ阴上"	""	""	""	""
"3187"	"典"	"典"	"tiam阴上"	""	""	""	""
"3188"	"天"	"天"	"tʰiaŋ阴平"	"文"	""	""	""
"3189"	"天"	"天"	"tʰĩ阴平"	"白"	""	""	""
"3190"	"田"	"田"	"tʰiaŋ阳平"	"文"	""	""	""
"3191"	"田"	"田"	"tsʰaŋ阳平"	"训"	""	""	""
"3192"	"填"	"填"	"tʰiaŋ阳平"	""	""	""	""
"3193"	"電"	"电"	"tiaŋ阳上"	""	""	""	""
"3194"	"殿"	"殿"	"tiaŋ去声"	"文"	""	""	""
"3195"	"殿"	"殿"	"taĩ去声"	"白"	""	""	""
"3196"	"奠"	"奠"	"tiaŋ阳上"	""	""	""	""
"3197"	"佃"	"佃"	"tiaŋ阳平"	"文"	""	""	""
"3198"	"佃"	"佃"	"taĩ阳上"	"俗"	""	""	""
"3199"	"年"	"年"	"ni阳平"	""	""	""	""
"3200"	"年"	"年"	"hĩ阳平"	"又"	""	""	""
"3201"	"攆"	"撵"	"liaŋ阴上"	"文"	""	""	""
"3202"	"攆"	"撵"	"leŋ阴上"	"又"	""	""	""
"3203"	"攆"	"撵"	"liŋ阴上"	"又"	""	""	""
"3204"	"撚"	"捻"	"liaŋ阴上"	""	""	""	""
"3205"	"憐"	"怜"	"liaŋ阳平"	""	""	""	""
"3206"	"蓮"	"莲"	"liaŋ阳平"	"文"	""	""	""
"3207"	"蓮"	"莲"	"nai阳平"	"白"	""	""	""
"3208"	"練"	"练"	"liaŋ去声"	""	""	""	""
"3209"	"煉"	"炼"	"liaŋ去声"	""	""	""	""
"3210"	"箋"	"笺"	"tsiaŋ阴平"	""	""	""	""
"3211"	"薦"	"荐"	"tsiaŋ去声"	"文"	""	""	""
"3212"	"薦"	"荐"	"tsĩ去声"	"白"	""	""	""
"3213"	"千"	"千"	"tsʰiaŋ阴平"	"文"	""	""	""
"3214"	"千"	"千"	"tsʰaĩ阴平"	"白"	""	""	""
"3215"	"前"	"前"	"tsaĩ阳平"	""	""	""	""
"3216"	"先"	"先"	"siaŋ阴平"	"文"	""	""	""
"3217"	"先"	"先"	"siŋ阴平"	"文"	""	""	""
"3218"	"先"	"先"	"saĩ阴平"	"白"	""	""	""
"3219"	"肩"	"肩"	"kaĩ阴平"	""	""	""	""
"3220"	"堅"	"坚"	"kiaŋ阴平"	""	""	""	""
"3221"	"繭"	"茧"	"kiaŋ阴上"	"文"	""	""	""
"3222"	"繭"	"茧"	"kaĩ阴上"	"白"	""	""	""
"3223"	"見"	"见"	"kiaŋ去声"	"文"	""	""	""
"3224"	"見"	"见"	"kĩ去声"	"白"	""	""	""
"3225"	"牽"	"牵"	"kʰaŋ阴平"	""	""	""	""
"3226"	"研"	"研"	"ŋiaŋ阴上"	"文"	""	""	""
"3227"	"研"	"研"	"ŋiaŋ阳平"	"又"	""	""	""
"3228"	"研"	"研"	"ŋai阴上"	"白"	""	""	""
"3229"	"硯"	"砚"	"ŋiaŋ去声"	""	""	""	""
"3230"	"顯"	"显"	"hiaŋ阴上"	""	""	""	""
"3231"	"賢"	"贤"	"hiaŋ阳平"	""	""	""	""
"3232"	"弦"	"弦"	"hiaŋ阳平"	"文"	""	""	""
"3233"	"弦"	"弦"	"hĩ阳平"	"白"	""	""	""
"3234"	"現"	"现"	"hiaŋ去声"	""	""	""	""
"3235"	"煙"	"烟"	"iaŋ阴平"	""	""	""	""
"3236"	"煙"	"烟"	"iŋ阴平"	""	""	""	""
"3237"	"煙"	"烟"	"eŋ阴平"	"替"	""	""	""
"3238"	"燕"	"燕"	"iaŋ去声"	"文"	""	""	""
"3239"	"燕"	"燕"	"ĩ去声"	"白"	""	""	""
"3242"	"嚥"	"咽"	"iaŋ去声"	""	""	""	""
"3243"	"宴"	"宴"	"iaŋ去声"	""	""	""	""
"3244"	"獺"	"獭"	"tʰak阴入"	"文"	""	""	""
"3245"	"獺"	"獭"	"tʰuaʔ阴入"	"白"	""	""	""
"3246"	"達"	"达"	"tak阳入"	""	""	""	""
"3247"	"捺"	"捺"	"nak阳入"	""	""	""	""
"3248"	"捺"	"捺"	"nai阳上"	"俗"	""	""	""
"3249"	"辣"	"辣"	"luaʔ阴入"	"白"	""	""	""
"3250"	"辣"	"辣"	"luaʔ阳入"	"白"	""	""	""
"3251"	"辣"	"辣"	"laʔ文"	""	""	""	""
"3252"	"辣"	"辣"	"lak阳入"	"文"	""	""	""
"3253"	"癩"	"癞"	"lai去声"	"文"	""	""	""
"3254"	"癩"	"癞"	"lak阳入"	"文"	""	""	""
"3255"	"擦"	"擦"	"tsʰak阴入"	""	""	""	""
"3256"	"撒"	"撒"	"sak阴入"	"文"	""	""	""
"3257"	"撒"	"撒"	"suaʔ阴入"	"白"	""	""	""
"3258"	"薩"	"萨"	"sak阴入"	""	""	""	""
"3259"	"割"	"割"	"kak阴入"	"文"	""	""	""
"3260"	"割"	"割"	"kuaʔ阴入"	"白"	""	""	""
"3261"	"葛"	"葛"	"kak阴入"	"文"	""	""	""
"3262"	"葛"	"葛"	"kuaʔ阴入"	"白"	""	""	""
"3263"	"渴"	"渴"	"kʰak阴入"	"文"	""	""	""
"3264"	"渴"	"渴"	"kʰuaʔ阴入"	"白"	""	""	""
"3269"	"曷"	"曷"	"hak阴入"	""	""	""	""
"3270"	"八"	"八"	"pak阴入"	"文"	""	""	""
"3271"	"八"	"八"	"poiʔ阴入"	"白"	""	""	""
"3272"	"八"	"八"	"piak阴入"	"又"	""	""	""
"3273"	"拔"	"拔"	"puak阳入"	"文"	""	""	""
"3274"	"拔"	"拔"	"poiʔ阳入"	"俗"	""	""	""
"3275"	"札"	"札"	"tsak阴入"	""	""	""	""
"3276"	"紮"	"扎"	"tsak阴入"	""	""	""	""
"3277"	"扎"	"扎"	"tsak阴入"	""	""	""	""
"3278"	"察"	"察"	"tsʰak阴入"	""	""	""	""
"3279"	"殺"	"杀"	"sak阴入"	"文"	""	""	""
"3280"	"殺"	"杀"	"suaʔ阴入"	"白"	""	""	""
"3281"	"軋"	"轧"	"ak阴入"	"文"	""	""	""
"3282"	"軋"	"轧"	"iak阴入"	"又"	""	""	""
"3283"	"軋"	"轧"	"kʰoiʔ阴入"	"俗"	""	""	""
"3284"	"鍘"	"铡"	"tsak阴入"	""	""	""	""
"3285"	"瞎"	"瞎"	"hak阴入"	""	""	""	""
"3286"	"轄"	"辖"	"hak阴入"	""	""	""	""
"3287"	"別"	"别"	"piak阳入"	"文"	""	""	""
"3288"	"別"	"别"	"pak阳入"	"白"	""	""	""
"3289"	"別"	"别"	"pak阴入"	"白"	""	""	""
"3290"	"別"	"别"	"bak阳入"	"白"	""	""	""
"3291"	"憋"	"憋"	"piak阴入"	"文"	""	""	""
"3292"	"憋"	"憋"	"piʔ阴入"	"白"	""	""	""
"3293"	"鱉"	"鳖"	"piʔ阴入"	""	""	""	""
"3298"	"滅"	"灭"	"miak阳入"	""	""	""	""
"3299"	"列"	"列"	"liak阳入"	""	""	""	""
"3300"	"裂"	"裂"	"liak阳入"	"文"	""	""	""
"3301"	"裂"	"裂"	"liʔ阳入"	"白"	""	""	""
"3302"	"裂"	"裂"	"leʔ阳入"	"白"	""	""	""
"3303"	"烈"	"烈"	"liak阳入"	""	""	""	""
"3304"	"薛"	"薛"	"siʔ阳入"	""	""	""	""
"3305"	"褻"	"亵"	"siak阴入"	""	""	""	""
"3306"	"泄"	"泄"	"siak阴入"	""	""	""	""
"3307"	"哲"	"哲"	"tiak阴入"	""	""	""	""
"3308"	"徹"	"彻"	"tʰiak阴入"	""	""	""	""
"3309"	"撤"	"撤"	"tʰiak阴入"	""	""	""	""
"3310"	"撤"	"撤"	"tsʰek阴入"	"又"	""	""	""
"3311"	"轍"	"辙"	"tʰiak阴入"	""	""	""	""
"3312"	"折"	"折"	"tsiak阴入"	"文"	""	""	""
"3313"	"折"	"折"	"tsiʔ阴入"	"白"	""	""	""
"3314"	"折"	"折"	"tsiʔ阳入"	"白"	""	""	""
"3315"	"浙"	"浙"	"tsiak阴入"	""	""	""	""
"3316"	"舌"	"舌"	"tsiʔ阳入"	""	""	""	""
"3317"	"設"	"设"	"siak阴入"	""	""	""	""
"3321"	"熱"	"热"	"dziak阳入"	"文"	""	""	""
"3322"	"熱"	"热"	"dzuaʔ阳入"	"白"	""	""	""
"3323"	"孑"	"孑"	"kiak阴入"	""	""	""	""
"3324"	"傑"	"杰"	"kiak阳入"	""	""	""	""
"3325"	"孽"	"孽"	"ŋiak阳入"	""	""	""	""
"3326"	"揭"	"揭"	"kiak阴入"	"文"	""	""	""
"3327"	"揭"	"揭"	"kiaʔ阴入"	"白"	""	""	""
"3328"	"揭"	"揭"	"kik阳上"	"又"	""	""	""
"3329"	"揭"	"揭"	"kia阳平"	"又"	""	""	""
"3330"	"竭"	"竭"	"kiak阳入"	""	""	""	""
"3331"	"歇"	"歇"	"hiak阴入"	"文"	""	""	""
"3332"	"歇"	"歇"	"hiaʔ阴入"	"白"	""	""	""
"3333"	"蝎"	"蝎"	"hiak阴入"	""	""	""	""
"3334"	"蝎"	"蝎"	"hak阴入"	""	""	""	""
"3335"	"謁"	"谒"	"iak阴入"	""	""	""	""
"3336"	"撇"	"撇"	"pʰiak阴入"	"文"	""	""	""
"3337"	"撇"	"撇"	"pʰuak阴入"	""	""	""	""
"3338"	"篾"	"篾"	"miak阳入"	"文"	""	""	""
"3339"	"篾"	"篾"	"biʔ阳入"	"白"	""	""	""
"3340"	"鐵"	"铁"	"tʰĩ阴入"	""	""	""	""
"3341"	"迭"	"迭"	"tiak阴入"	""	""	""	""
"3342"	"跌"	"跌"	"tiak阴入"	"文"	""	""	""
"3343"	"跌"	"跌"	"tiʔ阴入"	"白"	""	""	""
"3344"	"捏"	"捏"	"niak阴入"	"文"	""	""	""
"3345"	"捏"	"捏"	"niap阴入"	"文"	"文,训本字捻"	""	""
"3347"	"捏"	"捏"	"nueʔ阴入"	"白"	"白,训本字捻"	""	""
"3349"	"節"	"节"	"tsiak阴入"	"文"	""	""	""
"3350"	"節"	"节"	"tsak阴入"	"又"	""	""	""
"3351"	"節"	"节"	"tsoiʔ阴入"	"白"	""	""	""
"3352"	"切"	"切"	"tsʰiak阴入"	""	""	""	""
"3353"	"切"	"切"	"tsʰik阴入"	""	""	""	""
"3354"	"截"	"截"	"tsʰiak阳入"	"文"	""	""	""
"3355"	"截"	"截"	"tsoiʔ阳入"	"白"	""	""	""
"3356"	"屑"	"屑"	"siak阴入"	"文"	""	""	""
"3357"	"屑"	"屑"	"siaʔ阴入"	"白"	""	""	""
"3358"	"結"	"结"	"kiak阴入"	"文"	""	""	""
"3359"	"結"	"结"	"kak阴入"	"白"	""	""	""
"3360"	"潔"	"洁"	"kiak阴入"	""	""	""	""
"3361"	"噎"	"噎"	"iak阴入"	""	""	""	""
"3362"	"噎"	"噎"	"ik阴入"	""	""	""	""
"3363"	"搬"	"搬"	"puã阳平"	""	""	""	""
"3364"	"般"	"般"	"pʰuaŋ阳平"	"文"	""	""	""
"3365"	"般"	"般"	"pʰuã阴平"	"白"	""	""	""
"3366"	"半"	"半"	"puaŋ去声"	"文"	""	""	""
"3367"	"半"	"半"	"puã去声"	"白"	""	""	""
"3368"	"絆"	"绊"	"pʰuaŋ去声"	"文"	""	""	""
"3369"	"絆"	"绊"	"puã阳上"	"白"	""	""	""
"3370"	"潘"	"潘"	"pʰuaŋ阴平"	"文"	""	""	""
"3371"	"潘"	"潘"	"pʰuã阴平"	"白"	""	""	""
"3372"	"潘"	"潘"	"pʰuŋ阴平"	"又"	""	""	""
"3373"	"拚"	"拚"	"piã去声"	""	""	""	""
"3374"	"判"	"判"	"pʰuaŋ去声"	"文"	""	""	""
"3375"	"判"	"判"	"pʰuã去声"	"白"	""	""	""
"3376"	"盤"	"盘"	"pʰuaŋ阳平"	"文"	""	""	""
"3377"	"盤"	"盘"	"puã阳平"	"白"	""	""	""
"3378"	"伴"	"伴"	"puaŋ阳上"	"文"	""	""	""
"3379"	"伴"	"伴"	"puã阳上"	"白"	""	""	""
"3380"	"叛"	"叛"	"puaŋ阳上"	""	""	""	""
"3381"	"瞞"	"瞒"	"mua阳平"	""	""	""	""
"3382"	"饅"	"馒"	"maŋ阴平"	""	""	""	""
"3383"	"滿"	"满"	"muaŋ阴上"	"文"	""	""	""
"3384"	"滿"	"满"	"mua阴上"	"白"	""	""	""
"3385"	"漫"	"漫"	"muaŋ阳上"	"文"	""	""	""
"3386"	"漫"	"漫"	"maŋ去声"	"又"	""	""	""
"3387"	"漫"	"漫"	"mua去声"	"白"	""	""	""
"3388"	"幔"	"幔"	"muaŋ去声"	"文"	""	""	""
"3389"	"幔"	"幔"	"buaŋ去声"	"文"	""	""	""
"3390"	"幔"	"幔"	"mua阴平"	"替"	""	""	""
"3391"	"端"	"端"	"tuaŋ阴平"	""	""	""	""
"3392"	"短"	"短"	"tuaŋ阴上"	"文"	""	""	""
"3393"	"短"	"短"	"to阴上"	"白"	""	""	""
"3394"	"斷"	"断"	"tuaŋ阳上"	"文"	""	""	""
"3395"	"斷"	"断"	"tuaŋ去声"	"文"	""	""	""
"3396"	"斷"	"断"	"tŋ阳上"	"白"	""	""	""
"3397"	"鍛"	"锻"	"tuaŋ去声"	""	""	""	""
"3398"	"團"	"团"	"tʰuaŋ阳平"	""	""	""	""
