"字目"	"读音"	"注释"	"声母"	"韵母"	"声调"
"恤"	"suk32"	""	"s"	"uk"	"32"
"術"	"suk54"	""	"s"	"uk"	"54"
"帥"	"suk32"	""	"s"	"uk"	"32"
"不"	"pfuk32"	""	"pf"	"uk"	"32"
"勿"	"ɱuk32"	"文"	"ɱ"	"uk"	"32"
"吻"	"ɱuk32"	""	"ɱ"	"uk"	"32"
"刎"	"ɱuk32"	""	"ɱ"	"uk"	"32"
"㪐"	"luk32"	"脱落"	"l"	"uk"	"32"
"捋"	"luk54"	""	"l"	"uk"	"54"
"窟"	"kʰuk32"	""	"kʰ"	"uk"	"32"
"屈"	"kʰuk32"	""	"kʰ"	"uk"	"32"
"倔"	"kʰuk32"	""	"kʰ"	"uk"	"32"
"滑"	"kuk54"	""	"k"	"uk"	"54"
"猾"	"kuk54"	""	"k"	"uk"	"54"
"掘"	"kuk54"	""	"k"	"uk"	"54"
"骨"	"kuk32"	""	"k"	"uk"	"32"
"掘"	"kuk32"	""	"k"	"uk"	"32"
"佛"	"huk54"	""	"h"	"uk"	"54"
"核"	"huk54"	"果~"	"h"	"uk"	"54"
"弗"	"huk32"	""	"h"	"uk"	"32"
"糯"	"tsuk54"	"训"	"ts"	"uk"	"54"
"滚"	"kun53"	"口语"	"k"	"un"	"53"
"滾"	"kun53"	"口语"	"k"	"un"	"53"
"匀"	"uŋ44"	""	""	"uŋ"	"44"
"焚"	"uŋ44"	""	""	"uŋ"	"44"
"云"	"uŋ44"	"不知所~"	""	"uŋ"	"44"
"耘"	"uŋ44"	""	""	"uŋ"	"44"
"稳"	"uŋ53"	""	""	"uŋ"	"53"
"温"	"uŋ223"	""	""	"uŋ"	"223"
"瘟"	"uŋ223"	""	""	"uŋ"	"223"
"韵"	"uŋ311"	""	""	"uŋ"	"311"
"运"	"uŋ311"	""	""	"uŋ"	"311"
"勻"	"uŋ44"	""	""	"uŋ"	"44"
"雲"	"uŋ44"	"不知所~"	""	"uŋ"	"44"
"穩"	"uŋ53"	""	""	"uŋ"	"53"
"溫"	"uŋ223"	""	""	"uŋ"	"223"
"韻"	"uŋ311"	""	""	"uŋ"	"311"
"運"	"uŋ311"	""	""	"uŋ"	"311"
"存"	"tsʰuŋ44"	""	"tsʰ"	"uŋ"	"44"
"蹲"	"tsʰuŋ44"	""	"tsʰ"	"uŋ"	"44"
"忖"	"tsʰuŋ53"	""	"tsʰ"	"uŋ"	"53"
"蠢"	"tsʰuŋ53"	""	"tsʰ"	"uŋ"	"53"
"伸"	"tsʰuŋ223"	""	"tsʰ"	"uŋ"	"223"
"皴"	"tsʰuŋ223"	""	"tsʰ"	"uŋ"	"223"
"春"	"tsʰuŋ223"	""	"tsʰ"	"uŋ"	"223"
"寸"	"tsʰuŋ21"	""	"tsʰ"	"uŋ"	"21"
"船"	"tsuŋ44"	""	"ts"	"uŋ"	"44"
"准"	"tsuŋ53"	""	"ts"	"uŋ"	"53"
"尊"	"tsuŋ223"	""	"ts"	"uŋ"	"223"
"遵"	"tsuŋ223"	""	"ts"	"uŋ"	"223"
"骏"	"tsuŋ21"	""	"ts"	"uŋ"	"21"
"俊"	"tsuŋ21"	""	"ts"	"uŋ"	"21"
"峻"	"tsuŋ21"	""	"ts"	"uŋ"	"21"
"圳"	"tsuŋ21"	""	"ts"	"uŋ"	"21"
"阵"	"tsuŋ311"	""	"ts"	"uŋ"	"311"
"駿"	"tsuŋ21"	""	"ts"	"uŋ"	"21"
"陣"	"tsuŋ311"	""	"ts"	"uŋ"	"311"
"屯"	"tʰuŋ44"	""	"tʰ"	"uŋ"	"44"
"尘"	"tʰuŋ44"	"筅~"	"tʰ"	"uŋ"	"44"
"豚"	"tʰuŋ44"	""	"tʰ"	"uŋ"	"44"
"臀"	"tʰuŋ44"	""	"tʰ"	"uŋ"	"44"
"吞"	"tʰuŋ223"	""	"tʰ"	"uŋ"	"223"
"饨"	"tʰuŋ223"	""	"tʰ"	"uŋ"	"223"
"塵"	"tʰuŋ44"	"筅~"	"tʰ"	"uŋ"	"44"
"飩"	"tʰuŋ223"	""	"tʰ"	"uŋ"	"223"
"唇"	"tuŋ44"	""	"t"	"uŋ"	"44"
"钝"	"tuŋ53"	""	"t"	"uŋ"	"53"
"盾"	"tuŋ53"	""	"t"	"uŋ"	"53"
"遁"	"tuŋ53"	""	"t"	"uŋ"	"53"
"顿"	"tuŋ53"	""	"t"	"uŋ"	"53"
"堆"	"tuŋ223"	""	"t"	"uŋ"	"223"
"敦"	"tuŋ223"	""	"t"	"uŋ"	"223"
"墩"	"tuŋ223"	""	"t"	"uŋ"	"223"
"蹲"	"tuŋ223"	"又"	"t"	"uŋ"	"223"
"鈍"	"tuŋ53"	""	"t"	"uŋ"	"53"
"頓"	"tuŋ53"	""	"t"	"uŋ"	"53"
"寻"	"suŋ44"	""	"s"	"uŋ"	"44"
"蝉"	"suŋ44"	""	"s"	"uŋ"	"44"
"荀"	"suŋ44"	""	"s"	"uŋ"	"44"
"询"	"suŋ44"	""	"s"	"uŋ"	"44"
"旬"	"suŋ44"	""	"s"	"uŋ"	"44"
"循"	"suŋ44"	""	"s"	"uŋ"	"44"
"巡"	"suŋ44"	""	"s"	"uŋ"	"44"
"纯"	"suŋ44"	""	"s"	"uŋ"	"44"
"醇"	"suŋ44"	""	"s"	"uŋ"	"44"
"淳"	"suŋ44"	""	"s"	"uŋ"	"44"
"损"	"suŋ53"	""	"s"	"uŋ"	"53"
"笋"	"suŋ53"	""	"s"	"uŋ"	"53"
"孙"	"suŋ223"	""	"s"	"uŋ"	"223"
"甥"	"suŋ223"	"侄子"	"s"	"uŋ"	"223"
"逊"	"suŋ21"	""	"s"	"uŋ"	"21"
"舜"	"suŋ21"	""	"s"	"uŋ"	"21"
"瞬"	"suŋ21"	""	"s"	"uŋ"	"21"
"殉"	"suŋ213"	""	"s"	"uŋ"	"213"
"顺"	"suŋ213"	""	"s"	"uŋ"	"213"
"尋"	"suŋ44"	""	"s"	"uŋ"	"44"
"蟬"	"suŋ44"	""	"s"	"uŋ"	"44"
"詢"	"suŋ44"	""	"s"	"uŋ"	"44"
"純"	"suŋ44"	""	"s"	"uŋ"	"44"
"損"	"suŋ53"	""	"s"	"uŋ"	"53"
"筍"	"suŋ53"	""	"s"	"uŋ"	"53"
"孫"	"suŋ223"	""	"s"	"uŋ"	"223"
"遜"	"suŋ21"	""	"s"	"uŋ"	"21"
"順"	"suŋ213"	""	"s"	"uŋ"	"213"
"盆"	"pfʰuŋ44"	""	"pfʰ"	"uŋ"	"44"
"坟"	"pfʰuŋ44"	""	"pfʰ"	"uŋ"	"44"
"潘"	"pfʰuŋ223"	"潲水"	"pfʰ"	"uŋ"	"223"
"喷"	"pfʰuŋ21"	""	"pfʰ"	"uŋ"	"21"
"墳"	"pfʰuŋ44"	""	"pfʰ"	"uŋ"	"44"
"噴"	"pfʰuŋ21"	""	"pfʰ"	"uŋ"	"21"
"㖹"	"pfuŋ44"	""	"pf"	"uŋ"	"44"
"㖹"	"pfuŋ44"	""	"pf"	"uŋ"	"44"
"笨"	"pfuŋ53"	""	"pf"	"uŋ"	"53"
"奔"	"pfuŋ223"	""	"pf"	"uŋ"	"223"
"分"	"pfuŋ223"	"送"	"pf"	"uŋ"	"223"
"粪"	"pfuŋ21"	""	"pf"	"uŋ"	"21"
"糞"	"pfuŋ21"	""	"pf"	"uŋ"	"21"
"怒"	"nuŋ21"	""	"n"	"uŋ"	"21"
"忍"	"nuŋ53"	""	"n"	"uŋ"	"53"
"嫩"	"nuŋ21"	""	"n"	"uŋ"	"21"
"闷"	"ɱuŋ21"	""	"ɱ"	"uŋ"	"21"
"悶"	"ɱuŋ21"	""	"ɱ"	"uŋ"	"21"
"仑"	"luŋ44"	""	"l"	"uŋ"	"44"
"伦"	"luŋ44"	""	"l"	"uŋ"	"44"
"沦"	"luŋ44"	""	"l"	"uŋ"	"44"
"轮"	"luŋ44"	""	"l"	"uŋ"	"44"
"论"	"luŋ213"	""	"l"	"uŋ"	"213"
"侖"	"luŋ44"	""	"l"	"uŋ"	"44"
"倫"	"luŋ44"	""	"l"	"uŋ"	"44"
"淪"	"luŋ44"	""	"l"	"uŋ"	"44"
"輪"	"luŋ44"	""	"l"	"uŋ"	"44"
"論"	"luŋ213"	""	"l"	"uŋ"	"213"
"群"	"kʰuŋ44"	"~体"	"kʰ"	"uŋ"	"44"
"綑"	"kʰuŋ53"	""	"kʰ"	"uŋ"	"53"
"菌"	"kʰuŋ53"	""	"kʰ"	"uŋ"	"53"
"窘"	"kʰuŋ53"	""	"kʰ"	"uŋ"	"53"
"昆"	"kʰuŋ223"	""	"kʰ"	"uŋ"	"223"
"坤"	"kʰuŋ223"	""	"kʰ"	"uŋ"	"223"
"困"	"kʰuŋ21"	""	"kʰ"	"uŋ"	"21"
"睏"	"kʰuŋ21"	""	"kʰ"	"uŋ"	"21"
"拳"	"kuŋ44"	""	"k"	"uŋ"	"44"
"群"	"kuŋ44"	"一~人"	"k"	"uŋ"	"44"
"裙"	"kuŋ44"	""	"k"	"uŋ"	"44"
"滚"	"kuŋ53"	""	"k"	"uŋ"	"53"
"君"	"kuŋ223"	""	"k"	"uŋ"	"223"
"军"	"kuŋ223"	""	"k"	"uŋ"	"223"
"棍"	"kuŋ213"	""	"k"	"uŋ"	"213"
"滾"	"kuŋ53"	""	"k"	"uŋ"	"53"
"軍"	"kuŋ223"	""	"k"	"uŋ"	"223"
"痕"	"huŋ44"	""	"h"	"uŋ"	"44"
"魂"	"huŋ44"	""	"h"	"uŋ"	"44"
"浑"	"huŋ44"	""	"h"	"uŋ"	"44"
"云"	"huŋ44"	""	"h"	"uŋ"	"44"
"粉"	"huŋ53"	""	"h"	"uŋ"	"53"
"昏"	"huŋ223"	""	"h"	"uŋ"	"223"
"婚"	"huŋ223"	""	"h"	"uŋ"	"223"
"馄"	"huŋ223"	""	"h"	"uŋ"	"223"
"混"	"huŋ223"	""	"h"	"uŋ"	"223"
"分"	"huŋ223"	""	"h"	"uŋ"	"223"
"芬"	"huŋ223"	""	"h"	"uŋ"	"223"
"纷"	"huŋ223"	""	"h"	"uŋ"	"223"
"熏"	"huŋ223"	""	"h"	"uŋ"	"223"
"荤"	"huŋ223"	""	"h"	"uŋ"	"223"
"粪"	"huŋ21"	""	"h"	"uŋ"	"21"
"奋"	"huŋ21"	""	"h"	"uŋ"	"21"
"训"	"huŋ21"	""	"h"	"uŋ"	"21"
"孕"	"huŋ311"	"身~"	"h"	"uŋ"	"311"
"渾"	"huŋ44"	""	"h"	"uŋ"	"44"
"雲"	"huŋ44"	""	"h"	"uŋ"	"44"
"餛"	"huŋ223"	""	"h"	"uŋ"	"223"
"紛"	"huŋ223"	""	"h"	"uŋ"	"223"
"葷"	"huŋ223"	""	"h"	"uŋ"	"223"
"糞"	"huŋ21"	""	"h"	"uŋ"	"21"
"奮"	"huŋ21"	""	"h"	"uŋ"	"21"
"訓"	"huŋ21"	""	"h"	"uŋ"	"21"
"允"	"dzuŋ53"	""	"dz"	"uŋ"	"53"
"润"	"dzuŋ213"	""	"dz"	"uŋ"	"213"
"韧"	"dzuŋ311"	""	"dz"	"uŋ"	"311"
"闰"	"dzuŋ311"	""	"dz"	"uŋ"	"311"
"潤"	"dzuŋ213"	""	"dz"	"uŋ"	"213"
"韌"	"dzuŋ311"	""	"dz"	"uŋ"	"311"
"閏"	"dzuŋ311"	""	"dz"	"uŋ"	"311"
"玫"	"bvuŋ44"	""	"bv"	"uŋ"	"44"
"文"	"bvuŋ44"	""	"bv"	"uŋ"	"44"
"纹"	"bvuŋ44"	""	"bv"	"uŋ"	"44"
"蚊"	"bvuŋ223"	""	"bv"	"uŋ"	"223"
"闻"	"bvuŋ213"	""	"bv"	"uŋ"	"213"
"紋"	"bvuŋ44"	""	"bv"	"uŋ"	"44"
"聞"	"bvuŋ213"	""	"bv"	"uŋ"	"213"
"□"	"tʰuʔ32"	"滑动"	"tʰ"	"uʔ"	"32"
"墩"	"tuʔ32"	"˭肥~~，胖乎乎"	"t"	"uʔ"	"32"
"□"	"tsuʔ32"	"水溢出"	"ts"	"uʔ"	"32"
"□"	"suʔ32"	"水喷射出来"	"s"	"uʔ"	"32"
"□"	"pfuʔ54"	"用针扎"	"pf"	"uʔ"	"54"
"□"	"luʔ54"	"喝水"	"l"	"uʔ"	"54"
"□"	"kuʔ32"	"吸"	"k"	"uʔ"	"32"
"丂"	"kʰau53"	"巧/考"	"kʰ"	"au"	"53"
"丄"	"siaŋ213"	"上"	"s"	"iaŋ"	"213"
"丅"	"hia213"	"下"	"h"	"ia"	"213"
"丆"	"haŋ53"	""	"h"	"aŋ"	"53"
"丆"	"haŋ21"	""	"h"	"aŋ"	"21"
"丌"	"kʰi44"	""	"kʰ"	"i"	"44"
"丏"	"miaŋ53"	""	"m"	"iaŋ"	"53"
"丐"	"kai21"	""	"k"	"ai"	"21"
"丒"	"tʰiu53"	""	"tʰ"	"iu"	"53"
"丗"	"si21"	""	"s"	"i"	"21"
"丞"	"seŋ44"	""	"s"	"eŋ"	"44"
"丠"	"kʰiu223"	"丘"	"kʰ"	"iu"	"223"
"丠"	"kʰu223"	"丘"	"kʰ"	"u"	"223"
"両"	"liaŋ53"	""	"l"	"iaŋ"	"53"
"丣"	"iu53"	""	""	"iu"	"53"
"丨"	"kuŋ53"	""	"k"	"uŋ"	"53"
"丩"	"kiu53"	"纠"	"k"	"iu"	"53"
"丫"	"ia223"	""	""	"ia"	"223"
"丬"	"pãi44"	"爿"	"p"	"ãi"	"44"
"丬"	"paŋ44"	"爿"	"p"	"aŋ"	"44"
"丮"	"kek32"	""	"k"	"ek"	"32"
"丯"	"kai21"	""	"k"	"ai"	"21"
"丱"	"kuaŋ21"	"总角"	"k"	"uaŋ"	"21"
"丱"	"kʰuaŋ21"	""	"kʰ"	"uaŋ"	"21"
"丳"	"tsʰaŋ53"	"烤肉用的竹签"	"tsʰ"	"aŋ"	"53"
"丵"	"tsʰok54"	""	"tsʰ"	"ok"	"54"
"丶"	"tsu53"	""	"ts"	"u"	"53"
"丷"	"poiʔ32"	"八"	"p"	"oiʔ"	"32"
"丷"	"pak32"	"八"	"p"	"ak"	"32"
"丼"	"tom213"	"石头落入水井声"	"t"	"om"	"213"
"丿"	"pfʰuak32"	""	"pfʰ"	"uak"	"32"
"丿"	"pʰiak32"	""	"pʰ"	"iak"	"32"
"乀"	"huk32"	""	"h"	"uk"	"32"
"乁"	"i44"	""	""	"i"	"44"
"乂"	"ŋi213"	""	"ŋ"	"i"	"213"
"乂"	"ŋai213"	""	"ŋ"	"ai"	"213"
"乄"	"ŋou53"	"五；和制汉字同“捂”"	"ŋ"	"ou"	"53"
"乆"	"ku53"	""	"k"	"u"	"53"
"乇"	"teʔ32"	""	"t"	"eʔ"	"32"
"义"	"ŋi213"	""	"ŋ"	"i"	"213"
"乊"	"i223"	""	""	"i"	"223"
"乍"	"tsa21"	""	"ts"	"a"	"21"
"乑"	"ŋim44"	""	"ŋ"	"im"	"44"
"乑"	"kʰim223"	"古又音"	"kʰ"	"im"	"223"
"乒"	"piŋ223"	""	"p"	"iŋ"	"223"
"乓"	"poŋ223"	""	"p"	"oŋ"	"223"
"乕"	"hõu53"	"虎"	"h"	"õu"	"53"
"乗"	"seŋ44"	"乘"	"s"	"eŋ"	"44"
"乗"	"seŋ213"	""	"s"	"eŋ"	"213"
"乙"	"ik32"	""	""	"ik"	"32"
"乚"	"ak32"	""	""	"ak"	"32"
"乛"	"ik32"	""	""	"ik"	"32"
"乜"	"mia213"	"姓，拟音"	"m"	"ia"	"213"
"乢"	"kai21"	""	"k"	"ai"	"21"
"乣"	"kiu53"	"中国辽金元时代军队的一种名称"	"k"	"iu"	"53"
"乤"	"e213"	""	""	"e"	"213"
"乥"	"i223"	""	""	"i"	"223"
"乧"	"tau53"	""	"t"	"au"	"53"
"乨"	"si53"	"始"	"s"	"i"	"53"
"乩"	"ki223"	""	"k"	"i"	"223"
"乪"	"kek54"	""	"k"	"ek"	"54"
"乪"	"naŋ44"	""	"n"	"aŋ"	"44"
"乫"	"ke223"	""	"k"	"e"	"223"
"乬"	"ku213"	""	"k"	"u"	"213"
"乭"	"tsioʔ54"	""	"ts"	"ioʔ"	"54"
"乮"	"bau53"	""	"b"	"au"	"53"
"乯"	"hu223"	""	"h"	"u"	"223"
"乲"	"tsʰu21"	""	"tsʰ"	"u"	"21"
"乴"	"suak54"	""	"s"	"uak"	"54"
"乵"	"ŋiam53"	""	"ŋ"	"iam"	"53"
"乶"	"pʰou53"	""	"pʰ"	"ou"	"53"
"乷"	"sa223"	""	"s"	"a"	"223"
"乸"	"na213"	""	"n"	"a"	"213"
"乹"	"kaŋ223"	"乾"	"k"	"aŋ"	"223"
"乹"	"kʰiaŋ44"	"乾"	"kʰ"	"iaŋ"	"44"
"乺"	"so53"	""	"s"	"o"	"53"
"乻"	"i223"	""	""	"i"	"223"
"乼"	"tsu53"	""	"ts"	"u"	"53"
"乽"	"tsia53"	""	"ts"	"ia"	"53"
"乿"	"ti311"	"乿亂"	"t"	"i"	"311"
"亀"	"ku223"	""	"k"	"u"	"223"
"亁"	"kaŋ223"	"乾"	"k"	"aŋ"	"223"
"亁"	"kʰiaŋ44"	"乾"	"kʰ"	"iaŋ"	"44"
"亃"	"liŋ53"	""	"l"	"iŋ"	"53"
"亄"	"i21"	"贪也"	""	"i"	"21"
"亅"	"kʰiak32"	""	"kʰ"	"iak"	"32"
"亇"	"kai44"	""	"k"	"ai"	"44"
"亊"	"su311"	""	"s"	"u"	"311"
"亍"	"tsʰoʔ54"	"彳亍，来回走动"	"tsʰ"	"oʔ"	"54"
"亐"	"u44"	""	""	"u"	"44"
"亓"	"kʰi44"	""	"kʰ"	"i"	"44"
"亖"	"si21"	"四"	"s"	"i"	"21"
"亗"	"sue21"	""	"s"	"ue"	"21"
"亘"	"keŋ21"	""	"k"	"eŋ"	"21"
"亙"	"keŋ311"	""	"k"	"eŋ"	"311"
"亜"	"a223"	""	""	"a"	"223"
"亝"	"sam223"	""	"s"	"am"	"223"
"亝"	"sã223"	""	"s"	"ã"	"223"
"亟"	"kek32"	"亟待"	"k"	"ek"	"32"
"亟"	"kʰi21"	"屡次"	"kʰ"	"i"	"21"
"亠"	"tʰau44"	""	"tʰ"	"au"	"44"
"亢"	"kʰaŋ21"	""	"kʰ"	"aŋ"	"21"
"亣"	"tua311"	""	"t"	"ua"	"311"
"亣"	"tai213"	""	"t"	"ai"	"213"
"亨"	"heŋ223"	""	"h"	"eŋ"	"223"
"亩"	"bou53"	""	"b"	"ou"	"53"
"亪"	"ek54"	""	""	"ek"	"54"
"亯"	"hiaŋ53"	""	"h"	"iaŋ"	"53"
"亰"	"kiã223"	""	"k"	"iã"	"223"
"亱"	"me44"	""	"m"	"e"	"44"
"亱"	"ia53"	"拟文读"	""	"ia"	"53"
"亳"	"pak32"	""	"p"	"ak"	"32"
"亴"	"iu213"	""	""	"iu"	"213"
"亵"	"siak32"	""	"s"	"iak"	"32"
"亶"	"taŋ53"	""	"t"	"aŋ"	"53"
"亷"	"niam44"	""	"n"	"iam"	"44"
"亸"	"to53"	""	"t"	"o"	"53"
"亹"	"mɯŋ44"	""	"m"	"ɯŋ"	"44"
"亻"	"dziŋ44"	""	"dz"	"iŋ"	"44"
"亼"	"tsip54"	"集"	"ts"	"ip"	"54"
"亽"	"tsip54"	"集"	"ts"	"ip"	"54"
"亾"	"bvuaŋ44"	""	"bv"	"uaŋ"	"44"
"亿"	"ek54"	""	""	"ek"	"54"
"什"	"tsap54"	""	"ts"	"ap"	"54"
"仂"	"lek32"	""	"l"	"ek"	"32"
"仃"	"teŋ223"	""	"t"	"eŋ"	"223"
"仄"	"tseʔ32"	""	"ts"	"eʔ"	"32"
"仄"	"tsek32"	""	"ts"	"ek"	"32"
"仈"	"pak32"	"知道"	"p"	"ak"	"32"
"仉"	"tsiõ53"	""	"ts"	"iõ"	"53"
"仉"	"tsiaŋ53"	""	"ts"	"iaŋ"	"53"
"仌"	"piã223"	""	"p"	"iã"	"223"
"仍"	"dzioŋ44"	""	"dz"	"ioŋ"	"44"
"仏"	"huk54"	""	"h"	"uk"	"54"
"仐"	"suã21"	"伞"	"s"	"uã"	"21"
"仒"	"piã223"	"仌（冰）"	"p"	"iã"	"223"
"仔"	"tsai53"	""	"ts"	"ai"	"53"
"仚"	"hiaŋ223"	"人在山上也"	"h"	"iaŋ"	"223"
"仛"	"tʰeʔ32"	""	"tʰ"	"eʔ"	"32"
"仜"	"hoŋ44"	"大腹"	"h"	"oŋ"	"44"
"仝"	"taŋ44"	""	"t"	"aŋ"	"44"
"仝"	"tʰoŋ44"	""	"tʰ"	"oŋ"	"44"
"仞"	"dziŋ53"	""	"dz"	"iŋ"	"53"
"仟"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"仟"	"tsʰãi223"	""	"tsʰ"	"ãi"	"223"
"仠"	"haŋ53"	""	"h"	"aŋ"	"53"
"仡"	"kik32"	""	"k"	"ik"	"32"
"仢"	"pʰak54"	""	"pʰ"	"ak"	"54"
"仦"	"niau53"	""	"n"	"iau"	"53"
"仧"	"tvŋ44"	""	"tvŋ"	""	"44"
"仧"	"tsʰiaŋ44"	""	"tsʰ"	"iaŋ"	"44"
"仧"	"tsiaŋ53"	""	"ts"	"iaŋ"	"53"
"仨"	"sã223"	""	"s"	"ã"	"223"
"仩"	"dziaŋ53"	"儴"	"dz"	"iaŋ"	"53"
"仩"	"tsʰiaŋ44"	"古长字"	"tsʰ"	"iaŋ"	"44"
"仫"	"mok54"	"仫佬族"	"m"	"ok"	"54"
"们"	"mɯŋ44"	""	"m"	"ɯŋ"	"44"
"仭"	"dziŋ53"	""	"dz"	"iŋ"	"53"
"仮"	"ke53"	"日本假字"	"k"	"e"	"53"
"仮"	"huaŋ53"	"古反字"	"h"	"uaŋ"	"53"
"仯"	"tsʰa21"	"惊悚"	"tsʰ"	"a"	"21"
"仱"	"kʰiam44"	"古代一种乐器"	"kʰ"	"iam"	"44"
"仱"	"keŋ223"	"慎也"	"k"	"eŋ"	"223"
"仳"	"pi21"	""	"p"	"i"	"21"
"仴"	"uaʔ54"	"古地名"	""	"uaʔ"	"54"
"仵"	"ŋou53"	""	"ŋ"	"ou"	"53"
"价"	"ke21"	""	"k"	"e"	"21"
"仸"	"iao223"	""	""	"iao"	"223"
"仹"	"hoŋ223"	""	"h"	"oŋ"	"223"
"仺"	"tsʰɯŋ223"	""	"tsʰ"	"ɯŋ"	"223"
"仼"	"uaŋ44"	""	""	"uaŋ"	"44"
"份"	"huŋ223"	""	"h"	"uŋ"	"223"
"仾"	"hu213"	""	"h"	"u"	"213"
"仾"	"ti223"	""	"t"	"i"	"223"
"企"	"kʰia213"	""	"kʰ"	"ia"	"213"
"伎"	"ki213"	""	"k"	"i"	"213"
"伥"	"tsiaŋ223"	""	"ts"	"iaŋ"	"223"
"伥"	"tsiaŋ21"	""	"ts"	"iaŋ"	"21"
"伥"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"侌"	"im223"	""	""	"im"	"223"
"侗"	"toŋ213"	""	"t"	"oŋ"	"213"
"価"	"ke21"	"价"	"k"	"e"	"21"
"侪"	"se44"	""	"s"	"e"	"44"
"係"	"hi213"	""	"h"	"i"	"213"
"俎"	"tsu223"	""	"ts"	"u"	"223"
"俎"	"tso53"	""	"ts"	"o"	"53"
"俐"	"li213"	""	"l"	"i"	"213"
"俙"	"hi223"	""	"h"	"i"	"223"
"俚"	"li53"	""	"l"	"i"	"53"
"俛"	"hu53"	"俯"	"h"	"u"	"53"
"俟"	"kʰi44"	""	"kʰ"	"i"	"44"
"俟"	"su213"	""	"s"	"u"	"213"
"俣"	"u213"	""	""	"u"	"213"
"俥"	"ku223"	"象棋子"	"k"	"u"	"223"
"俪"	"li213"	""	"l"	"i"	"213"
"俫"	"lai44"	""	"l"	"ai"	"44"
"俬"	"si223"	"家私"	"s"	"i"	"223"
"俳"	"pai44"	""	"p"	"ai"	"44"
"俺"	"naŋ53"	"我们"	"n"	"aŋ"	"53"
"倆"	"liaŋ53"	""	"l"	"iaŋ"	"53"
"倈"	"lai44"	""	"l"	"ai"	"44"
"倌"	"kuã223"	""	"k"	"uã"	"223"
"倏"	"siap32"	""	"s"	"iap"	"32"
"倏"	"sok32"	""	"s"	"ok"	"32"
"倐"	"siap32"	""	"s"	"iap"	"32"
"倐"	"sok32"	""	"s"	"ok"	"32"
"們"	"mɯŋ44"	""	"m"	"ɯŋ"	"44"
"倝"	"kaŋ21"	""	"k"	"aŋ"	"21"
"値"	"tak54"	""	"t"	"ak"	"54"
"倦"	"kuaŋ213"	""	"k"	"uaŋ"	"213"
"倹"	"kʰiam213"	""	"kʰ"	"iam"	"213"
"偃"	"iam53"	""	""	"iam"	"53"
"傡"	"peŋ21"	"合并"	"p"	"eŋ"	"21"
"傣"	"tai53"	""	"t"	"ai"	"53"
"傩"	"no44"	""	"n"	"o"	"44"
"傲"	"ŋau213"	""	"ŋ"	"au"	"213"
"僊"	"siaŋ223"	""	"s"	"iaŋ"	"223"
"僖"	"hi53"	""	"h"	"i"	"53"
"僞"	"ŋui213"	""	"ŋ"	"ui"	"213"
"價"	"ke21"	""	"k"	"e"	"21"
"億"	"ek54"	""	""	"ek"	"54"
"儞"	"ni53"	""	"n"	"i"	"53"
"兖"	"iaŋ213"	""	""	"iaŋ"	"213"
"兦"	"bvuaŋ44"	""	"bv"	"uaŋ"	"44"
"兰"	"laŋ44"	""	"l"	"aŋ"	"44"
"兲"	"tʰiaŋ223"	""	"tʰ"	"iaŋ"	"223"
"关"	"kuaŋ223"	""	"k"	"uaŋ"	"223"
"关"	"kuẽ223"	""	"k"	"uẽ"	"223"
"兹"	"tsu223"	""	"ts"	"u"	"223"
"兹"	"tsʰu44"	""	"tsʰ"	"u"	"44"
"兿"	"goi311"	""	"g"	"oi"	"311"
"円"	"ŋiŋ44"	""	"ŋ"	"iŋ"	"44"
"冕"	"miaŋ53"	""	"m"	"iaŋ"	"53"
"冗"	"dzioŋ53"	""	"dz"	"ioŋ"	"53"
"冥"	"meŋ44"	""	"m"	"eŋ"	"44"
"冪"	"mek54"	""	"m"	"ek"	"54"
"冫"	"piã223"	""	"p"	"iã"	"223"
"冶"	"ia53"	""	""	"ia"	"53"
"凢"	"huam44"	""	"h"	"uam"	"44"
"凣"	"huam44"	""	"h"	"uam"	"44"
"凫"	"hu44"	""	"h"	"u"	"44"
"刄"	"dziŋ53"	""	"dz"	"iŋ"	"53"
"刈"	"ŋi213"	""	"ŋ"	"i"	"213"
"刍"	"tsʰu223"	""	"tsʰ"	"u"	"223"
"判"	"pʰvuaŋ21"	""	"pʰv"	"uaŋ"	"21"
"刧"	"kiap32"	""	"k"	"iap"	"32"
"刴"	"tok32"	""	"t"	"ok"	"32"
"刻"	"kʰek32"	""	"kʰ"	"ek"	"32"
"刽"	"kuai21"	""	"k"	"uai"	"21"
"刿"	"kue21"	""	"k"	"ue"	"21"
"剂"	"tsi21"	""	"ts"	"i"	"21"
"剋"	"kʰiok32"	""	"kʰ"	"iok"	"32"
"剎"	"sap54"	""	"s"	"ap"	"54"
"剖"	"pʰou223"	""	"pʰ"	"ou"	"223"
"剜"	"uãi223"	""	""	"uãi"	"223"
"剣"	"kiam21"	""	"k"	"iam"	"21"
"剤"	"tsi21"	""	"ts"	"i"	"21"
"剪"	"tsiaŋ53"	""	"ts"	"iaŋ"	"53"
"剱"	"kiam21"	""	"k"	"iam"	"21"
"剷"	"tsʰaŋ53"	""	"tsʰ"	"aŋ"	"53"
"剻"	"kʰuai53"	""	"kʰ"	"uai"	"53"
"劎"	"kiam223"	""	"k"	"iam"	"223"
