"聲母拼音"	"聲母IPA"	"韻母拼音"	"韻母IPA"	"拼音"	"IPA"	"聲調"	"單字"	"釋義"
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"踔"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"掉"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"趠"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"調"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"调"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"誂"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"銚"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"铫"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"窵"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"窎"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"蓧"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"窱"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"藋"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"嬥"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"櫂"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"棹"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"悼"	
"d"	"d̥"	"iau"	"jɐɞ̯"	"diau"	"d̥jɐɞ̯"	"⑤"	"淖"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"①"	"挑"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"①"	"祧"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"①"	"恌"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"①"	"𠛪"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"①"	"𠜩"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"①"	"抭"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"③"	"挑"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"③"	"窕"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"③"	"斢"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"⑤"	"跳"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"⑤"	"眺"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"⑤"	"朓"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"⑤"	"脁"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"⑤"	"艞"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"⑤"	"頫"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"⑤"	"糶"	
"t"	"tʰ"	"iau"	"jɐɞ̯"	"tiau"	"tʰjɐɞ̯"	"⑤"	"粜"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"撩"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"僚"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"嘹"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"潦"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"療"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"寮"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"遼"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"獠"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"鐐"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"镣"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"嫽"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"膫"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"憭"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"橑"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"燎"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"鷯"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"鹩"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"簝"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"翏"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"飂"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"寥"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"瘳"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"豂"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"敹"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"膋"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"②"	"聊"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"了"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"𧘈"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"釕"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"钌"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"僚"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"燎"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"憭"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"瞭"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"嫽"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"繚"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"缭"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"繆"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"缪"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"③"	"蓼"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"⑤"	"撩"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"⑤"	"燎"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"⑤"	"嘹"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"⑤"	"嫪"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"⑤"	"翏"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"⑤"	"廖"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"⑤"	"𪖷"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"⑤"	"鄝"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"⑤"	"料"	
"l"	"l̃"	"iau"	"jɐɞ̯"	"liau"	"l̃jɐɞ̯"	"⑤"	"撂"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"焦"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"鷦"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"鹪"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"礁"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"蕉"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"僬"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"噍"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"嶕"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"燋"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"膲"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"撨"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"鐎"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"①"	"椒"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"②"	"樵"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"②"	"瞧"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"②"	"憔"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"②"	"顦"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"②"	"譙"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"②"	"嶕"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"②"	"焦"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"②"	"燋"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"③"	"𠞰"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"③"	"剿"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"③"	"勦"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"③"	"劋"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"⑤"	"醮"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"⑤"	"僬"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"⑤"	"噍"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"⑤"	"嚼"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"⑤"	"釂"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"⑤"	"皭"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"⑤"	"爝"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"⑤"	"灂"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"⑤"	"趭"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"⑤"	"𥛲"	
"z"	"d̥͡z̥"	"iau"	"jɐɞ̯"	"ziau"	"d̥͡z̥jɐɞ̯"	"⑤"	"礁"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"①"	"鍫"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"①"	"鏒"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"①"	"幧"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"③"	"悄"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"③"	"愀"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"⑤"	"俏"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"⑤"	"峭"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"⑤"	"誚"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"⑤"	"诮"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"⑤"	"陗"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"⑤"	"帩"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"⑤"	"鞘"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"⑤"	"韒"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"⑤"	"譙"	
"c"	"t͡sʰ"	"iau"	"jɐɞ̯"	"ciau"	"t͡sʰjɐɞ̯"	"⑤"	"谯"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"宵"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"消"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"逍"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"硝"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"銷"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"销"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"痟"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"肖"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"霄"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"綃"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"绡"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"蛸"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"魈"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"箾"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"揱"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"縿"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"蕭"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"萧"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"簫"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"簘"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"箫"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"蠨"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"蟏"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"瀟"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"潇"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"橚"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"翛"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"①"	"莦"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"③"	"筱"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"③"	"篠"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"③"	"小"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"③"	"謏"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"⑤"	"肖"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"⑤"	"嘯"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"⑤"	"嘨"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"⑤"	"啸"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"⑤"	"歗"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"⑤"	"笑"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"⑤"	"咲"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"⑤"	"鞘"	
"s"	"s"	"iau"	"jɐɞ̯"	"siau"	"sjɐɞ̯"	"⑤"	"韒"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"交"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"郊"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"茭"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"蛟"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"鮫"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"鲛"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"姣"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"跤"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"鵁"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"咬"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"嬌"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"娇"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"獢"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"𰡊"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"喬"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"乔"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"驕"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"骄"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"憍"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"鱎"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"鷮"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"徼"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"儌"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"僥"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"侥"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"澆"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"浇"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"艽"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"教"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"轇"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"摎"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"①"	"膠"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"②"	"喬"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"②"	"乔"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"②"	"僑"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"②"	"侨"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"②"	"橋"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"②"	"桥"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"②"	"礄"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"②"	"硚"	
"zh"	"ȡ̠̊͡ʑ̠̊"	"iau"	"jɐɞ̯"	"zhiau"	"ȡ̠̊͡ʑ̠̊jɐɞ̯"	"②"	"蕎"	
