"繁"	"簡"	"IPA"	"IPA無調"	"拼音"	"調值"	"解釋"
"誹"	"诽"	"fiⱼ⁵¹"	"fiⱼ"	"fi3"	51	
"斐"	"斐"	"fiⱼ⁵¹"	"fiⱼ"	"fi3"	51	"~然"
"菲"	"菲"	"fiⱼ⁵¹"	"fiⱼ"	"fi3"	51	"~薄"
"痱"	"痱"	"fiⱼ⁵¹"	"fiⱼ"	"fi3"	51	"文"
"翡"	"翡"	"fiⱼ⁵¹"	"fiⱼ"	"fi3"	51	
"廢"	"废"	"fiⱼ³³⁴"	"fiⱼ"	"fi5"	334	
"肺"	"肺"	"fiⱼ³³⁴"	"fiⱼ"	"fi5"	334	
"費"	"费"	"fiⱼ³³⁴"	"fiⱼ"	"fi5"	334	"~用"
"鐨"	"镄"	"fiⱼ³³⁴"	"fiⱼ"	"fi5"	334	
"吠"	"吠"	"fiⱼ³³⁴"	"fiⱼ"	"fi5"	334	"文"
"維"	"维"	"viⱼ¹¹³"	"viⱼ"	"fvi2"	113	
"唯"	"唯"	"viⱼ¹¹³"	"viⱼ"	"fvi2"	113	
"惟"	"惟"	"viⱼ¹¹³"	"viⱼ"	"fvi2"	113	
"濰"	"潍"	"viⱼ¹¹³"	"viⱼ"	"fvi2"	113	
"肥"	"肥"	"viⱼ¹¹³"	"viⱼ"	"fvi2"	113	"~料"
"淝"	"淝"	"viⱼ¹¹³"	"viⱼ"	"fvi2"	113	
"薇"	"薇"	"viⱼ¹¹³"	"viⱼ"	"fvi2"	113	
"微"	"微"	"viⱼ¹¹³"	"viⱼ"	"fvi2"	113	"~小"
"尾"	"尾"	"viⱼ²³¹"	"viⱼ"	"fvi4"	231	"~子，指尾數"
"尾"	"尾"	"viⱼ²¹³"	"viⱼ"	"fvi6"	213	"文"
"吠"	"吠"	"viⱼ²¹³"	"viⱼ"	"fvi6"	213	"又音"
"未"	"未"	"viⱼ²¹³"	"viⱼ"	"fvi6"	213	
"味"	"味"	"viⱼ²¹³"	"viⱼ"	"fvi6"	213	
"費"	"费"	"viⱼ²¹³"	"viⱼ"	"fvi6"	213	"姓氏"
"低"	"低"	"tiⱼ⁴⁴"	"tiⱼ"	"ti1"	44	
"氐"	"氐"	"tiⱼ⁴⁴"	"tiⱼ"	"ti1"	44	"~族"
"底"	"底"	"tiⱼ⁵¹"	"tiⱼ"	"ti3"	51	
"底"	"底"	"teɪ⁵¹"	"teɪ"	"tei3"	51	"疑問代詞，甚麼"
"底"	"底"	"tia⁵¹"	"tia"	"tia3"	51	"應爲底下合音"
"抵"	"抵"	"tiⱼ⁵¹"	"tiⱼ"	"ti3"	51	"~達"
"牴"	"牴"	"tiⱼ⁵¹"	"tiⱼ"	"ti3"	51	
"觝"	"抵"	"tiⱼ⁵¹"	"tiⱼ"	"ti3"	51	"~觸"
"砥"	"砥"	"tiⱼ⁵¹"	"tiⱼ"	"ti3"	51	
"柢"	"柢"	"tiⱼ⁵¹"	"tiⱼ"	"ti3"	51	
"詆"	"诋"	"tiⱼ⁵¹"	"tiⱼ"	"ti3"	51	
"邸"	"邸"	"tiⱼ⁵¹"	"tiⱼ"	"ti3"	51	
"帝"	"帝"	"tiⱼ³³⁴"	"tiⱼ"	"ti5"	334	
"碲"	"碲"	"tiⱼ³³⁴"	"tiⱼ"	"ti5"	334	
"蒂"	"蒂"	"tiⱼ³³⁴"	"tiⱼ"	"ti5"	334	
"蔕"	"蒂"	"tiⱼ³³⁴"	"tiⱼ"	"ti5"	334	
"諦"	"谛"	"tiⱼ³³⁴"	"tiⱼ"	"ti5"	334	
"渧"	"渧"	"tiⱼ³³⁴"	"tiⱼ"	"ti5"	334	"~水"
"滴"	"滴"	"ti³³⁴"	"ti"	"tii5"	334	"一~水"
"梯"	"梯"	"tʰiⱼ⁴⁴"	"tʰiⱼ"	"thi1"	44	
"銻"	"锑"	"tʰiⱼ⁴⁴"	"tʰiⱼ"	"thi1"	44	"化學元素"
"體"	"体"	"tʰiⱼ⁵¹"	"tʰiⱼ"	"thi3"	51	
"替"	"替"	"tʰiⱼ³³⁴"	"tʰiⱼ"	"thi5"	334	
"涕"	"涕"	"tʰiⱼ³³⁴"	"tʰiⱼ"	"thi5"	334	
"剃"	"剃"	"tʰiⱼ³³⁴"	"tʰiⱼ"	"thi5"	334	
"鬀"	"剃"	"tʰiⱼ³³⁴"	"tʰiⱼ"	"thi5"	334	
"鬄"	"剃"	"tʰiⱼ³³⁴"	"tʰiⱼ"	"thi5"	334	
"笹"	"屉"	"tʰiⱼ³³⁴"	"tʰiⱼ"	"thi5"	334	
"屉"	"屉"	"tʰiⱼ³³⁴"	"tʰiⱼ"	"thi5"	334	
"屜"	"屉"	"tʰiⱼ³³⁴"	"tʰiⱼ"	"thi5"	334	
"嚏"	"嚏"	"tʰiⱼ³³⁴"	"tʰiⱼ"	"thi5"	334	
"嚔"	"嚏"	"tʰiəʔ³⁴"	"tʰiəʔ"	"thieq7"	34	
"□"		"tʰiⱼ³³⁴"	"tʰi"	"thi5"	334	"和麪時水摻多了，太黏糊：麪太~着"
"䶑"	"嚏"	"tʰiⱼ³³⁴"	"tʰi"	"thi5"	334	
"堤"	"堤"	"diⱼ¹¹³"	"diⱼ"	"di2"	113	
"題"	"题"	"diⱼ¹¹³"	"diⱼ"	"di2"	113	
"提"	"提"	"diⱼ¹¹³"	"diⱼ"	"di2"	113	
"締"	"缔"	"diⱼ¹¹³"	"diⱼ"	"di2"	113	
"蹄"	"蹄"	"diⱼ¹¹³"	"diⱼ"	"di2"	113	
"蹏"	"蹄"	"diⱼ¹¹³"	"diⱼ"	"di2"	113	
"啼"	"啼"	"diⱼ¹¹³"	"diⱼ"	"di2"	113	
"嗁"	"啼"	"diⱼ¹¹³"	"diⱼ"	"di2"	113	
"粒"	"粒"	"diⱼ¹¹³"	"diⱼ"	"di2"	113	"幾~寒豆，破讀"
"弟"	"弟"	"diⱼ²¹³"	"diⱼ"	"di6"	213	
"悌"	"悌"	"diⱼ²¹³"	"diⱼ"	"di6"	213	
"第"	"第"	"diⱼ²¹³"	"diⱼ"	"di6"	213	
"遞"	"递"	"diⱼ²¹³"	"diⱼ"	"di6"	213	
"地"	"地"	"diⱼ²¹³"	"diⱼ"	"di6"	213	
"地"	"地"	"dia²¹³"	"dia"	"dia6"	213	"應爲地下合音"
"棣"	"棣"	"diⱼ²¹³"	"diⱼ"	"di6"	213	
"□"		"ʔɭiⱼ⁴⁴"	"ʔɭiⱼ"	"li1"	44	"提（物）"
"呂"	"吕"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	"~四"
"禮"	"礼"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"豊"	"礼"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"鱧"	"鳢"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"醴"	"醴"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"澧"	"澧"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"李"	"李"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"理"	"理"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"娌"	"娌"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"鯉"	"鲤"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"俚"	"俚"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"里"	"里"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	"幾~"
"娌"	"娌"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"裡"	"里"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"裏"	"里"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	"~頭"
"哩"	"哩"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"履"	"履"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"鋰"	"锂"	"ʔɭiⱼ⁵¹"	"ʔɭiⱼ"	"li3"	51	
"犁"	"犁"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"犂"	"犁"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"犛"	"犛"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"黎"	"黎"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"離"	"离"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	"~開"
"罹"	"罹"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"驪"	"骊"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"藜"	"藜"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"篱"	"篱"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	"笊~子"
"籬"	"篱"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	"~笆"
"漓"	"漓"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"灕"	"漓"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"璃"	"璃"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	"琉~"
"瓈"	"璃"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	"玻~"
"梨"	"梨"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"棃"	"梨"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"釐"	"厘"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	"~米"
"釐"	"厘"	"ɕiⱼ⁴⁴"	"ɕiⱼ⁴"	"shi1"	44	
"喱"	"喱"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"鱺"	"鲡"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"鸝"	"鹂"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"狸"	"狸"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	
"蜊"	"蜊"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li5"	334	"蛤~"
"例"	"例"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"厲"	"厉"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"勵"	"励"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"蠣"	"蛎"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"礪"	"砺"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"麗"	"丽"	"ʔɭiⱼ³³⁴"	"ʔɭiⱼ"	"li6"	344	"~水，高~"
"麗"	"丽"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	"美~"
"丽"	"丽"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"儷"	"俪"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"離"	"离"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	"~…有多遠"
"隸"	"隶"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"隷"	"隶"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"利"	"利"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"俐"	"俐"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"莉"	"莉"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"痢"	"痢"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"淚"	"泪"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"戾"	"戾"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"荔"	"荔"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"吏"	"吏"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"蒞"	"莅"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"莅"	"莅"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"䇐"	"䇐"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"涖"	"莅"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"詈"	"詈"	"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"𤃀"		"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	
"𭳬"		"ɭiⱼ²¹³"	"ɭiⱼ"	"li6"	213	"拏水~~乾"
"雞"	"鸡"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"鷄"	"鸡"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"稽"	"稽"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"滑~"
"稽"	"稽"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"ci1"	51	"稽~"
"嵇"	"嵇"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"出韻字"
"丌"	"丌"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"屐"	"屐"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"朞"	"期"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"~過；嬰兒週歲"
"肌"	"肌"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"飢"	"饥"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"~餓"
"饑"	"饥"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"~荒"
"機"	"机"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"~器"
"譏"	"讥"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"嘰"	"叽"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"~~咕咕"
"基"	"基"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"奇"	"奇"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"~數"
"畸"	"畸"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"~形"
"犄"	"犄"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"姬"	"姬"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"箕"	"箕"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"畚~"
"羈"	"羁"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"躋"	"跻"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"乩"	"乩"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"扶~"
"䇫"	"䇫"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"篦~；~頭"
"幾"	"几"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"~乎"
"畿"	"畿"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"磯"	"矶"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"璣"	"玑"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"䪢"	"齑"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"齏"	"齑"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"~花"
"笄"	"笄"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	
"穄"	"穄"	"tɕiⱼ⁴⁴"	"tɕiⱼ"	"ci1"	44	"又音"
"杞"	"杞"	"tɕiⱼ⁵¹"	"tɕiⱼ"	"ci3"	51	"又音"
"擠"	"挤"	"tɕiⱼ⁵¹"	"tɕiⱼ"	"ci3"	51	
"几"	"几"	"tɕiⱼ⁵¹"	"tɕiⱼ"	"ci3"	51	"~櫃"
"机"	"几"	"tɕiⱼ⁵¹"	"tɕiⱼ"	"ci3"	51	
"己"	"己"	"tɕiⱼ⁵¹"	"tɕiⱼ"	"ci3"	51	
"幾"	"几"	"tɕiⱼ⁵¹"	"tɕiⱼ"	"ci3"	51	"~個"
"濟"	"济"	"tɕiⱼ⁵¹"	"tɕiⱼ"	"ci3"	51	"~~"
"䍤"	"𫅅"	"tɕiⱼ⁵¹"	"tɕiⱼ"	"ci3"	51	"擰"
"麂"	"麂"	"tɕiⱼ⁵¹"	"tɕiⱼ"	"ci3"	51	
"祭"	"祭"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"際"	"际"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"穄"	"穄"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	"蘆~"
"濟"	"济"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"霽"	"霁"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"髻"	"髻"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"計"	"计"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"繼"	"继"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"寄"	"寄"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"冀"	"冀"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"紀"	"纪"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"記"	"记"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"暨"	"暨"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	"諸~"
"既"	"既"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"季"	"季"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"悸"	"悸"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"鯚"	"𱇺"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	"~鱸魚（鱖魚）"
"驥"	"骥"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"蟣"	"虮"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	"~蝨"
"左"	"左"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	"白"
"薊"	"蓟"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"覬"	"觊"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	334	
"繫"	"系"	"tɕiⱼ³³⁴"	"tɕiⱼ"	"ci5"	344	"~釦；秤桿上的零件"
"妻"	"妻"	"tɕʰiⱼ⁴⁴"	"tɕʰiⱼ"	"chi1"	44	
"棲"	"栖"	"tɕʰiⱼ⁴⁴"	"tɕʰiⱼ"	"chi1"	44	"又音"
"蹊"	"蹊"	"tɕʰiⱼ⁴⁴"	"tɕʰiⱼ"	"chi1"	44	
"栖"	"栖"	"tɕʰiⱼ⁴⁴"	"tɕʰiⱼ"	"chi1"	44	"又音"
"悽"	"悽"	"tɕʰiⱼ⁴⁴"	"tɕʰiⱼ"	"chi1"	44	
"溪"	"溪"	"tɕʰiⱼ⁴⁴"	"tɕʰiⱼ"	"chi1"	44	
"谿"	"谿"	"tɕʰiⱼ⁴⁴"	"tɕʰiⱼ"	"chi1"	44	
"欺"	"欺"	"tɕʰiⱼ⁴⁴"	"tɕʰiⱼ"	"chi1"	44	
"淒"	"凄"	"tɕʰiⱼ⁴⁴"	"tɕʰiⱼ"	"chi1"	44	
"𥉻"		"tɕʰiⱼ⁴⁴"	"tɕʰiⱼ"	"chi1"	44	"~眼；近視眼"
"覰"	"觑"	"tɕʰiⱼ⁴⁴"	"tɕʰiⱼ"	"chi1"	44	"~眼；近視眼，本字又作此"
"䀵"	"䀵"	"tɕʰiⱼ⁴⁴"	"tɕʰiⱼ"	"chi1"	44	"~眼；近視眼"
"啓"	"启"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi3"	51	
"啟"	"启"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi3"	51	
"启"	"启"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi3"	51	
"企"	"企"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi3"	51	
"起"	"起"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi3"	51	
"豈"	"岂"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi3"	51	
"杞"	"杞"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi3"	51	
"綺"	"绮"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi3"	51	
"契"	"契"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi5"	334	"紅~，舊~"
"器"	"器"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi5"	334	
"棄"	"弃"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi5"	334	
"弃"	"弃"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi5"	334	
"气"	"气"	"tɕʰiⱼ⁵¹"	"tɕʰiⱼ"	"chi5"	334	
"氣"	"饩"	"ɕiⱼ³³⁴"	"ɕiⱼ"	"shi5"	334	"同「餼」"
"氣"	"气"	"tɕʰiⱼ³³⁴"	"tɕʰiⱼ"	"chi5"	334	
"汽"	"汽"	"tɕʰiⱼ³³⁴"	"tɕʰiⱼ"	"chi5"	334	
"去"	"去"	"tɕʰiⱼ³³⁴"	"tɕʰiⱼ"	"chi5"	334	"白"
"砌"	"砌"	"tɕʰiⱼ³³⁴"	"tɕʰiⱼ"	"chi5"	334	
"沏"	"沏"	"tɕʰiⱼ³³⁴"	"tɕʰiⱼ"	"chi5"	334	
"憩"	"憩"	"tɕʰiⱼ³³⁴"	"tɕʰiⱼ"	"chi5"	334	
"計"	"计"	"tɕʰiⱼ³³⁴"	"tɕʰiⱼ"	"chi5"	334	"伙~"
"奇"	"奇"	"tɕʰiⱼ³³⁴"	"tɕʰiⱼ"	"ji2"	113	"~怪"
"騎"	"骑"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"崎"	"崎"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"琪"	"琪"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"岐"	"岐"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"歧"	"歧"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"祈"	"祈"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"蘄"	"蕲"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"祇"	"祇"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	"地~"
"祁"	"祁"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"杞"	"杞"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	"枸~子，破讀出韻"
"亓"	"亓"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"俟"	"俟"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	"万~（複姓）"
"其"	"其"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"蜞"	"蜞"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"棋"	"棋"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"棊"	"棋"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"碁"	"棋"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"蜝"	"蜞"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"期"	"期"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	"日~"
"旗"	"旗"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"淇"	"淇"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"祺"	"祺"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"萁"	"萁"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"琪"	"琪"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"麒"	"麒"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"耆 "	"耆 "	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"鰭"	"鳍"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"芪"	"芪"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	
"及"	"及"	"dʑiⱼ¹¹³"	"dʑiⱼ"	"ji2"	113	"不~他"
"洎"	"洎"	"dʑiⱼ²¹³"	"dʑiⱼ"	"ji6"	213	"來不~，字又作及"
"技"	"技"	"dʑiⱼ²¹³"	"dʑiⱼ"	"ji6"	213	
"妓"	"妓"	"dʑiⱼ²¹³"	"dʑiⱼ"	"ji6"	213	
"伎 "	"伎 "	"dʑiⱼ²¹³"	"dʑiⱼ"	"ji6"	213	
"忌"	"忌"	"dʑiⱼ²¹³"	"dʑiⱼ"	"ji6"	213	
"及"	"及"	"dʑiⱼ²¹³"	"dʑiⱼ"	"ji6"	213	"來不~，字又作洎"
"擬"	"拟"	"ʔȵiⱼ⁵¹"	"ʔȵiⱼ"	"gni3"	51	
"儗"	"拟"	"ʔȵiⱼ⁵¹"	"ʔȵiⱼ"	"gni3"	51	
"伱"	"你"	"ʔȵiⱼ⁵¹"	"ʔȵiⱼ"	"gni3"	51	
"鉨"	"鿭"	"ʔȵiⱼ⁵¹"	"ʔȵiⱼ"	"gni3"	51	"化學元素"
"伲"	"伲"	"ʔȵiⱼ⁵¹"	"ʔȵiⱼ"	"gni3"	51	
"妳"	"你"	"ʔȵiⱼ⁵¹"	"ʔȵiⱼ"	"gni3"	51	
"㚷"	"你"	"ʔȵiⱼ⁵¹"	"ʔȵiⱼ"	"gni3"	51	
"禰"	"祢"	"ʔȵiⱼ⁵¹"	"ʔȵiⱼ"	"gni3"	51	"姓氏"
"祢"	"祢"	"ʔȵiⱼ⁵¹"	"ʔȵiⱼ"	"gni3"	51	
"尼"	"尼"	"ʔȵiⱼ³³⁴"	"ʔȵiⱼ"	"gni5"	334	
"鈮"	"铌"	"ʔȵiⱼ³³⁴"	"ʔȵiⱼ"	"gni5"	334	
"泥"	"泥"	"ʔȵiⱼ³³⁴"	"ʔȵiⱼ"	"gni5"	334	
"怩"	"怩"	"ʔȵiⱼ³³⁴"	"ʔȵiⱼ"	"gni5"	334	
"妮"	"妮"	"ʔȵiⱼ³³⁴"	"ʔȵiⱼ"	"gni5"	334	
"儀"	"仪"	"ʔȵiⱼ³³⁴"	"ʔȵiⱼ"	"gni5"	334	
"疑"	"疑"	"ʔȵiⱼ³³⁴"	"ʔȵiⱼ"	"gni5"	334	
"宜"	"宜"	"ʔȵiⱼ³³⁴"	"ʔȵiⱼ"	"gni5"	334	"適~"
