"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"	""
"4661"	"鼎"	"鼎"	"teŋ阴上"	"文"	""	""	""
"4662"	"鼎"	"鼎"	"tiã阴上"	"白"	""	""	""
"4663"	"訂"	"订"	"teŋ去声"	""	""	""	""
"4664"	"聽"	"听"	"tʰeŋ去声"	"文"	""	""	""
"4665"	"聽"	"听"	"tʰiã阴平"	"白"	""	""	""
"4666"	"汀"	"汀"	"tʰeŋ阴平"	""	""	""	""
"4667"	"廳"	"厅"	"tʰeŋ阴平"	"文"	""	""	""
"4668"	"廳"	"厅"	"tʰiã阴平"	"白"	""	""	""
"4669"	"廷"	"廷"	"tʰeŋ阳平"	""	""	""	""
"4670"	"停"	"停"	"tʰeŋ阳平"	""	""	""	""
"4671"	"停"	"停"	"teŋ阳平"	""	""	""	""
"4672"	"亭"	"亭"	"teŋ阳平"	""	""	""	""
"4673"	"庭"	"庭"	"tʰeŋ阳平"	"文"	""	""	""
"4674"	"庭"	"庭"	"tiã阳平"	"白"	""	""	""
"4675"	"蜓"	"蜓"	"tʰeŋ阳平"	""	""	""	""
"4676"	"挺"	"挺"	"tʰeŋ阴上"	""	""	""	""
"4677"	"艇"	"艇"	"tʰeŋ去声"	""	""	""	""
"4678"	"錠"	"锭"	"teŋ去声"	"文"	""	""	""
"4679"	"錠"	"锭"	"tiã去声"	"白"	""	""	""
"4680"	"定"	"定"	"teŋ去声"	"文"	""	""	""
"4681"	"定"	"定"	"tiã去声"	"白"	""	""	""
"4682"	"寧"	"宁"	"leŋ阳平"	""	""	""	""
"4683"	"寧"	"宁"	"neŋ阳平"	""	""	""	""
"4684"	"佞"	"佞"	"neŋ去声"	""	""	""	""
"4685"	"靈"	"灵"	"leŋ阳平"	""	""	""	""
"4686"	"零"	"零"	"leŋ阳平"	"文"	""	""	""
"4687"	"零"	"零"	"laŋ阳平"	"白"	""	""	""
"4688"	"鈴"	"铃"	"leŋ阴平"	""	""	""	""
"4689"	"伶"	"伶"	"leŋ阳平"	""	""	""	""
"4690"	"另"	"另"	"leŋ阳平"	""	""	""	""
"4691"	"青"	"青"	"tsʰeŋ阴平"	"文"	""	""	""
"4692"	"青"	"青"	"tsʰẽ阴平"	"白"	""	""	""
"4693"	"蜻"	"蜻"	"tsʰeŋ阴平"	"文"	""	""	""
"4694"	"蜻"	"蜻"	"tsʰẽ阴平"	""	""	""	""
"4695"	"星"	"星"	"seŋ阴平"	"文"	""	""	""
"4696"	"星"	"星"	"saŋ阴平"	"白"	""	""	""
"4697"	"星"	"星"	"tsʰẽ阴平"	"白"	""	""	""
"4698"	"腥"	"腥"	"seŋ阴平"	"文"	""	""	""
"4699"	"腥"	"腥"	"tsʰẽ阴平"	"白"	""	""	""
"4700"	"醒"	"醒"	"seŋ阴上"	"文"	""	""	""
"4701"	"醒"	"醒"	"tsʰẽ阴上"	"白"	""	""	""
"4702"	"經"	"经"	"keŋ阴平"	"文"	""	""	""
"4703"	"經"	"经"	"kẽ阴平"	"白"	""	""	""
"4704"	"經"	"经"	"kiã阴平"	"白"	""	""	""
"4705"	"徑"	"径"	"keŋ去声"	"文"	""	""	""
"4706"	"徑"	"径"	"kẽ去声"	"白"	""	""	""
"4707"	"磬"	"磬"	"kʰeŋ去声"	""	""	""	""
"4708"	"馨"	"馨"	"heŋ阴平"	""	""	""	""
"4709"	"刑"	"刑"	"heŋ阳平"	""	""	""	""
"4710"	"型"	"型"	"heŋ阳平"	""	""	""	""
"4711"	"形"	"形"	"heŋ阳平"	""	""	""	""
"4712"	"百"	"百"	"pek阴入"	"文"	""	""	""
"4713"	"百"	"百"	"peʔ阴入"	"白"	""	""	""
"4714"	"柏"	"柏"	"pek阴入"	"文"	""	""	""
"4715"	"柏"	"柏"	"peʔ阴入"	"白"	""	""	""
"4716"	"伯"	"伯"	"pek阴入"	"文"	""	""	""
"4717"	"伯"	"伯"	"peʔ阴入"	"白"	""	""	""
"4718"	"迫"	"迫"	"pek阴入"	"文"	""	""	""
"4719"	"迫"	"迫"	"pak阴入"	"白"	""	""	""
"4720"	"拍"	"拍"	"pʰek阴入"	"文"	""	""	""
"4721"	"拍"	"拍"	"pʰaʔ阴入"	"白"	""	""	""
"4722"	"珀"	"珀"	"pʰek阴入"	""	""	""	""
"4723"	"魄"	"魄"	"pʰek阴入"	""	""	""	""
"4724"	"白"	"白"	"pek阳入"	"文"	""	""	""
"4725"	"白"	"白"	"peʔ阳入"	"白"	""	""	""
"4726"	"帛"	"帛"	"pek阳入"	"文"	""	""	""
"4727"	"帛"	"帛"	"peʔ阳入"	"白"	""	""	""
"4728"	"陌"	"陌"	"mek阳入"	""	""	""	""
"4729"	"拆"	"拆"	"tʰek阴入"	"文"	""	""	""
"4730"	"拆"	"拆"	"tʰiaʔ阴入"	"白"	""	""	""
"4731"	"擇"	"择"	"toʔ阳入"	"替"	""	""	""
"4732"	"擇"	"择"	"tak阳入"	"白"	""	""	""
"4733"	"澤"	"泽"	"tsek阳入"	""	""	""	""
"4734"	"宅"	"宅"	"tek阳入"	"文"	""	""	""
"4735"	"宅"	"宅"	"tʰeʔ阳入"	"白"	""	""	""
"4736"	"窄"	"窄"	"tsek阳入"	""	""	""	""
"4737"	"格"	"格"	"kek阴入"	"文"	""	""	""
"4738"	"格"	"格"	"keʔ阴入"	"白"	""	""	""
"4739"	"客"	"客"	"kʰeʔ阴入"	"白"	""	""	""
"4740"	"客"	"客"	"kʰak阴入"	"白"	""	""	""
"4741"	"咳"	"咳"	"kʰek阴入"	"文"	""	""	""
"4742"	"咳"	"咳"	"kʰeʔ阴入"	"白"	""	""	""
"4743"	"咳"	"咳"	"ka阴平"	"白"	""	""	""
"4744"	"額"	"额"	"ŋek阳入"	"文"	""	""	""
"4745"	"額"	"额"	"hiaʔ阳入"	"白"	""	""	""
"4746"	"赫"	"赫"	"hek阴入"	""	""	""	""
"4747"	"麥"	"麦"	"mek阳入"	"文"	""	""	""
"4748"	"麥"	"麦"	"beʔ阳入"	"白"	""	""	""
"4749"	"脈"	"脉"	"mek阳入"	"文"	""	""	""
"4750"	"脈"	"脉"	"beʔ阳入"	"白"	""	""	""
"4751"	"摘"	"摘"	"tek阴入"	"文"	""	""	""
"4752"	"摘"	"摘"	"tiaʔ阴入"	"白"	""	""	""
"4753"	"責"	"责"	"tsek阴入"	"文"	""	""	""
"4754"	"責"	"责"	"tseʔ阴入"	"白"	""	""	""
"4755"	"策"	"策"	"tsʰek阴入"	"文"	""	""	""
"4756"	"策"	"策"	"tsʰeʔ阴入"	"白"	""	""	""
"4757"	"册"	"册"	"tsʰek阴入"	"文"	""	""	""
"4758"	"册"	"册"	"tsʰeʔ阴入"	"白"	""	""	""
"4759"	"栅"	"栅"	"tsʰek阴入"	""	""	""	""
"4760"	"革"	"革"	"kek阴入"	""	""	""	""
"4761"	"隔"	"隔"	"kek阴入"	"文"	""	""	""
"4762"	"隔"	"隔"	"keʔ阴入"	"白"	""	""	""
"4763"	"核"	"核"	"hek阴入"	"文"	""	""	""
"4764"	"覆"	"覆"	"hok阳入"	""	""	""	""
"4765"	"厄"	"厄"	"ek阴入"	"文"	""	""	""
"4766"	"厄"	"厄"	"eʔ阴入"	"白"	""	""	""
"4767"	"扼"	"扼"	"ek阴入"	"文"	""	""	""
"4768"	"扼"	"扼"	"ak阴入"	"白"	""	""	""
"4769"	"軛"	"轭"	"ek阴入"	""	""	""	""
"4770"	"碧"	"碧"	"pʰek阴入"	""	""	""	""
"4771"	"戟"	"戟"	"kek阴入"	""	""	""	""
"4772"	"隙"	"隙"	"kʰek阴入"	"文"	""	""	""
"4773"	"隙"	"隙"	"kʰiaʔ阴入"	"白"	""	""	""
"4774"	"劇"	"剧"	"kek阳入"	"文"	""	""	""
"4775"	"劇"	"剧"	"kiak阳入"	"白"	""	""	""
"4776"	"劇"	"剧"	"kiaʔ阳入"	"白"	""	""	""
"4777"	"屐"	"屐"	"kek阳入"	"文"	""	""	""
"4778"	"屐"	"屐"	"kiaʔ阳入"	"白"	""	""	""
"4779"	"逆"	"逆"	"ŋek阳入"	"文"	""	""	""
"4780"	"逆"	"逆"	"keʔ阳入"	"白"	""	""	""
"4781"	"逆"	"逆"	"ŋiak阳入"	"白"	""	""	""
"4782"	"璧"	"璧"	"pek阴入"	"文"	""	""	""
"4783"	"璧"	"璧"	"piaʔ阴入"	"白"	""	""	""
"4784"	"僻"	"僻"	"pʰek阴入"	"文"	""	""	""
"4785"	"僻"	"僻"	"pʰiaʔ阴入"	"白"	""	""	""
"4786"	"闢"	"辟"	"pek阳入"	""	""	""	""
"4787"	"積"	"积"	"tsek阴入"	"文"	""	""	""
"4788"	"積"	"积"	"tseʔ阴入"	"白"	""	""	""
"4789"	"跡"	"迹"	"tsek阴入"	"文"	""	""	""
"4790"	"跡"	"迹"	"tsiaʔ阴入"	"白"	""	""	""
"4791"	"脊"	"脊"	"tsek阴入"	"文"	""	""	""
"4792"	"脊"	"脊"	"tsiaʔ阴入"	""	""	""	""
"4793"	"籍"	"籍"	"̃tsek阳入"	"文"	""	""	""
"4794"	"籍"	"籍"	"tsiak阳入"	"白"	""	""	""
"4795"	"藉"	"藉"	"tsiaʔ阳入"	"白"	""	""	""
"4796"	"昔"	"昔"	"sek阴入"	""	""	""	""
"4797"	"惜"	"惜"	"sek阴入"	"文"	""	""	""
"4798"	"惜"	"惜"	"sioʔ阴入"	"白"	""	""	""
"4799"	"席"	"席"	"sek阳入"	"文"	""	""	""
"4800"	"席"	"席"	"tsʰioʔ阳入"	"白"	""	""	""
"4801"	"夕"	"夕"	"sek阴入"	""	""	""	""
"4802"	"擲"	"掷"	"tsek阳入"	""	""	""	""
"4803"	"隻"	"只"	"tsek阴入"	"文"	""	""	""
"4804"	"隻"	"只"	"tsiaʔ阴入"	"白"	""	""	""
"4805"	"炙"	"炙"	"tsek阴入"	"文"	""	""	""
"4806"	"炙"	"炙"	"tsia去声"	"文"	""	""	""
"4807"	"赤"	"赤"	"tsʰek阴入"	"文"	""	""	""
"4808"	"赤"	"赤"	"tsʰiaʔ阴入"	"白"	""	""	""
"4809"	"斥"	"斥"	"tsʰek阴入"	""	""	""	""
"4810"	"尺"	"尺"	"tsʰek阴入"	"文"	""	""	""
"4811"	"尺"	"尺"	"tsʰioʔ阴入"	"白"	""	""	""
"4812"	"適"	"适"	"sek阴入"	""	""	""	""
"4813"	"釋"	"释"	"sek阴入"	""	""	""	""
"4814"	"石"	"石"	"sek阳入"	"文"	""	""	""
"4815"	"石"	"石"	"tsioʔ阳入"	"白"	""	""	""
"4816"	"碩"	"硕"	"sek阳入"	"文"	""	""	""
"4817"	"碩"	"硕"	"siaʔ阳入"	"白"	""	""	""
"4818"	"益"	"益"	"ek阴入"	"文"	""	""	""
"4819"	"益"	"益"	"iaʔ阴入"	"白"	""	""	""
"4820"	"亦"	"亦"	"ek阳入"	""	""	""	""
"4822"	"譯"	"译"	"ek阳入"	""	""	""	""
"4823"	"液"	"液"	"ek阳入"	"文"	""	""	""
"4824"	"液"	"液"	"sioʔ阳入"	"白"	""	""	""
"4825"	"腋"	"腋"	"ek阳入"	""	""	""	""
"4826"	"壁"	"壁"	"pek阴入"	"文"	""	""	""
"4827"	"壁"	"壁"	"piaʔ阴入"	"白"	""	""	""
"4828"	"霹"	"霹"	"pʰek阴入"	""	""	""	""
"4829"	"劈"	"劈"	"pʰek阴入"	""	""	""	""
"4830"	"覓"	"觅"	"mek阳入"	""	""	""	""
"4831"	"滴"	"滴"	"tek阴入"	"文"	""	""	""
"4832"	"滴"	"滴"	"tiʔ阴入"	"白"	""	""	""
"4833"	"嫡"	"嫡"	"tek阴入"	"文"	""	""	""
"4834"	"嫡"	"嫡"	"tiaʔ阴入"	"白"	""	""	""
"4835"	"的"	"的"	"tek阳入"	""	""	""	""
"4836"	"踢"	"踢"	"tʰek阴入"	"文"	""	""	""
"4837"	"踢"	"踢"	"tʰak阴入"	"白"	""	""	""
"4838"	"剔"	"剔"	"tʰek阴入"	"文"	""	""	""
"4839"	"剔"	"剔"	"tʰak阴入"	"白"	""	""	""
"4840"	"狄"	"狄"	"tek阳入"	""	""	""	""
"4841"	"笛"	"笛"	"tek阳入"	""	""	""	""
"4842"	"敵"	"敌"	"tek阳入"	""	""	""	""
"4843"	"糴"	"籴"	"tek阳入"	"文"	""	""	""
"4844"	"糴"	"籴"	"tiaʔ阳入"	"白"	""	""	""
"4845"	"溺"	"溺"	"nek阳入"	""	""	""	""
"4846"	"歷"	"历"	"lek阳入"	"文"	""	""	""
"4847"	"歷"	"历"	"leʔ阳入"	"白"	""	""	""
"4848"	"歷"	"历"	"liak阳入"	"白"	""	""	""
"4849"	"曆"	"历"	"lek阳入"	"文"	""	""	""
"4850"	"曆"	"历"	"leʔ阳入"	"白"	""	""	""
"4851"	"曆"	"历"	"liak阳入"	"白"	""	""	""
"4852"	"績"	"绩"	"tsek阴入"	"文"	""	""	""
"4853"	"績"	"绩"	"tseʔ阴入"	"白"	""	""	""
"4854"	"戚"	"戚"	"tsʰek阴入"	""	""	""	""
"4855"	"寂"	"寂"	"siok阴入"	""	""	""	""
"4856"	"錫"	"锡"	"sek阴入"	"文"	""	""	""
"4857"	"錫"	"锡"	"siaʔ阴入"	"白"	""	""	""
"4858"	"析"	"析"	"sek阴入"	""	""	""	""
"4859"	"擊"	"击"	"kek阴入"	""	""	""	""
"4860"	"激"	"激"	"kek阴入"	""	""	""	""
"4861"	"喫"	"吃"	"kʰek阴入"	"文"	""	""	""
"4862"	"礦"	"矿"	"kʰuaŋ去声"	""	""	""	""
"4863"	"橫"	"横"	"hueŋ阳平"	"文"	""	""	""
"4864"	"橫"	"横"	"huẽ阳平"	"白"	""	""	""
"4865"	"橫"	"横"	"huẽ去声"	"白"	""	""	""
"4866"	"轟"	"轰"	"hoŋ阴平"	"文"	""	""	""
"4867"	"轟"	"轰"	"hueŋ去声"	"白"	""	""	""
"4868"	"宏"	"宏"	"kʰueŋ阳平"	"白"	""	""	""
"4869"	"宏"	"宏"	"hoŋ阳平"	"文"	""	""	""
"4870"	"兄"	"兄"	"hiã阴平"	""	""	""	""
"4871"	"榮"	"荣"	"ueŋ阳平"	"白"	""	""	""
"4872"	"榮"	"荣"	"ioŋ阳平"	"文"	""	""	""
"4873"	"永"	"永"	"ueŋ阴上"	"白"	""	""	""
"4874"	"永"	"永"	"ioŋ阴上"	"文"	""	""	""
"4875"	"泳"	"泳"	"ueŋ去声"	"白"	""	""	""
"4876"	"泳"	"泳"	"ioŋ去声"	"文"	""	""	""
"4877"	"咏"	"咏"	"ueŋ去声"	"白"	""	""	""
"4878"	"咏"	"咏"	"ioŋ去声"	"文"	""	""	""
"4879"	"傾"	"倾"	"kʰueŋ阴平"	""	""	""	""
"4880"	"頃"	"顷"	"kʰueŋ阴平"	""	""	""	""
"4881"	"頃"	"顷"	"kʰueŋ阴上"	""	""	""	""
"4882"	"瓊"	"琼"	"kʰueŋ阳平"	""	""	""	""
"4883"	"營"	"营"	"ueŋ阳平"	"文"	""	""	""
"4884"	"營"	"营"	"iã阳平"	"白"	""	""	""
"4885"	"塋"	"茔"	"ueŋ阳平"	""	""	""	""
"4886"	"穎"	"颖"	"kueŋ阴上"	""	""	""	""
"4887"	"螢"	"萤"	"ueŋ阳平"	""	""	""	""
"4888"	"迥"	"迥"	"kueŋ阴上"	""	""	""	""
"4889"	"虢"	"虢"	"kuek阴入"	""	""	""	""
"4890"	"獲"	"获"	"uek阳入"	""	""	""	""
"4891"	"劃"	"划"	"uek阳入"	"文"	""	""	""
"4892"	"劃"	"划"	"ueʔ阳入"	"白"	""	""	""
"4893"	"劃"	"划"	"huek阴入"	"文"	""	""	""
"4894"	"役"	"役"	"uek阳入"	""	""	""	""
"4895"	"疫"	"疫"	"ek阳入"	"文"	""	""	""
"4896"	"疫"	"疫"	"mok阳入"	"俗"	""	""	""
"4897"	"篷"	"篷"	"pʰoŋ阳平"	"文"	""	""	""
"4898"	"篷"	"篷"	"pʰaŋ阳平"	"白"	""	""	""
"4899"	"蓬"	"蓬"	"poŋ阳平"	"文"	""	""	""
"4900"	"蓬"	"蓬"	"pʰoŋ阳平"	"文"	""	""	""
"4901"	"蒙"	"蒙"	"moŋ阳平"	""	""	""	""
"4902"	"懵"	"懵"	"moŋ阴上"	""	""	""	""
"4903"	"東"	"东"	"toŋ阴平"	"文"	""	""	""
"4904"	"東"	"东"	"taŋ阴平"	"白"	""	""	""
"4905"	"董"	"董"	"toŋ阴上"	"文"	""	""	""
"4906"	"董"	"董"	"taŋ阴上"	"白"	""	""	""
"4907"	"懂"	"懂"	"toŋ阴上"	""	""	""	""
"4908"	"棟"	"栋"	"toŋ去声"	"文"	""	""	""
"4909"	"棟"	"栋"	"taŋ去声"	"白"	""	""	""
"4910"	"凍"	"冻"	"toŋ去声"	"文"	""	""	""
"4911"	"凍"	"冻"	"taŋ去声"	"白"	""	""	""
"4912"	"通"	"通"	"tʰoŋ阴平"	"文"	""	""	""
"4913"	"通"	"通"	"tʰaŋ阴平"	"白"	""	""	""
"4914"	"通"	"通"	"tʰoŋ去声"	"又"	""	""	""
"4915"	"桶"	"桶"	"tʰoŋ阴上"	"文"	""	""	""
"4916"	"桶"	"桶"	"tʰaŋ阴上"	"白"	""	""	""
"4917"	"捅"	"捅"	"tʰoŋ阴上"	"文"	""	""	""
"4918"	"捅"	"捅"	"tʰaŋ阴上"	"白"	""	""	""
"4919"	"捅"	"捅"	"tʰŋ阴上"	"白"	""	""	""
"4920"	"痛"	"痛"	"tʰoŋ去声"	"文"	""	""	""
"4921"	"痛"	"痛"	"tʰiã去声"	"替"	""	""	""
"4922"	"同"	"同"	"tʰoŋ阳平"	"文"	""	""	""
"4923"	"同"	"同"	"taŋ阳平"	"白"	""	""	""
"4924"	"銅"	"铜"	"taŋ阳平"	""	""	""	""
"4925"	"桐"	"桐"	"tʰoŋ阳平"	"文"	""	""	""
"4926"	"桐"	"桐"	"taŋ阳平"	"白"	""	""	""
"4927"	"筒"	"筒"	"tʰoŋ阳平"	"文"	""	""	""
"4928"	"筒"	"筒"	"taŋ阳平"	"白"	""	""	""
"4929"	"童"	"童"	"tʰoŋ阳平"	"文"	""	""	""
"4930"	"童"	"童"	"taŋ阳平"	"白"	""	""	""
"4931"	"瞳"	"瞳"	"tʰoŋ阳平"	"文"	""	""	""
"4932"	"瞳"	"瞳"	"taŋ阳平"	"白"	""	""	""
"4933"	"動"	"动"	"toŋ阳上"	"文"	""	""	""
"4934"	"動"	"动"	"taŋ阳上"	"白"	""	""	""
"4935"	"洞"	"洞"	"tʰoŋ去声"	"文"	""	""	""
"4936"	"洞"	"洞"	"tʰoŋ阳平"	"文"	""	""	""
"4937"	"洞"	"洞"	"taŋ去声"	"白"	""	""	""
"4938"	"籠"	"笼"	"loŋ阳平"	"文"	""	""	""
"4939"	"籠"	"笼"	"loŋ阴上"	"文"	""	""	""
"4940"	"籠"	"笼"	"laŋ阳平"	"白"	""	""	""
"4941"	"籠"	"笼"	"laŋ阴上"	"白"	""	""	""
"4942"	"聾"	"聋"	"loŋ阳平"	"文"	""	""	""
"4943"	"聾"	"聋"	"laŋ阳平"	"白"	""	""	""
"4944"	"攏"	"拢"	"loŋ阴上"	""	""	""	""
"4945"	"弄"	"弄"	"loŋ去声"	"文"	""	""	""
"4946"	"弄"	"弄"	"luŋ去声"	"又"	""	""	""
"4947"	"棕"	"棕"	"tsoŋ阴平"	"文"	""	""	""
"4948"	"棕"	"棕"	"tsaŋ阴平"	"白"	""	""	""
"4949"	"鬃"	"鬃"	"tsoŋ阴平"	"文"	""	""	""
"4950"	"鬃"	"鬃"	"tsaŋ阴平"	"白"	""	""	""
"4951"	"總"	"总"	"tsoŋ阴上"	"文"	""	""	""
"4952"	"總"	"总"	"tsaŋ阴上"	"白"	""	""	""
"4953"	"粽"	"粽"	"tsoŋ去声"	"文"	""	""	""
"4954"	"粽"	"粽"	"tsaŋ去声"	"白"	""	""	""
"4955"	"聰"	"聪"	"tsʰoŋ阴平"	""	""	""	""
"4956"	"匆"	"匆"	"tsʰoŋ阴平"	""	""	""	""
"4957"	"葱"	"葱"	"tsʰoŋ阴平"	"文"	""	""	""
"4958"	"葱"	"葱"	"tsʰaŋ阴平"	"白"	""	""	""
"4959"	"囱"	"囱"	"tsʰoŋ阴平"	""	""	""	""
"4960"	"叢"	"丛"	"tsʰoŋ阳平"	"文"	""	""	""
"4961"	"叢"	"丛"	"tsaŋ阳平"	"白"	""	""	""
"4962"	"送"	"送"	"soŋ去声"	"文"	""	""	""
"4963"	"送"	"送"	"saŋ去声"	"白"	""	""	""
"4964"	"公"	"公"	"koŋ阴平"	"文"	""	""	""
"4965"	"公"	"公"	"kaŋ阴平"	"白"	""	""	""
"4966"	"工"	"工"	"koŋ阴平"	"文"	""	""	""
"4967"	"工"	"工"	"kaŋ阴平"	"白"	""	""	""
"4968"	"工"	"工"	"kʰaŋ阴平"	"白"	""	""	""
"4969"	"功"	"功"	"koŋ阴平"	"文"	""	""	""
"4970"	"功"	"功"	"kaŋ阴平"	"白"	""	""	""
"4971"	"攻"	"攻"	"koŋ阴平"	""	""	""	""
"4972"	"貢"	"贡"	"koŋ去声"	""	""	""	""
"4973"	"空"	"空"	"kʰoŋ阴平"	"文"	""	""	""
"4974"	"空"	"空"	"kʰaŋ阴平"	"白"	""	""	""
"4975"	"孔"	"孔"	"kʰoŋ阴上"	"文"	""	""	""
"4976"	"孔"	"孔"	"kʰaŋ阴上"	"白"	""	""	""
"4977"	"控"	"控"	"kʰoŋ去声"	""	""	""	""
"4978"	"烘"	"烘"	"hoŋ阴平"	"文"	""	""	""
"4979"	"烘"	"烘"	"hoŋ阳平"	"文"	""	""	""
"4980"	"烘"	"烘"	"haŋ阳平"	"白"	""	""	""
"4981"	"哄"	"哄"	"hoŋ阳上"	""	""	""	""
"4982"	"紅"	"红"	"hoŋ阳平"	"文"	""	""	""
"4983"	"紅"	"红"	"aŋ阳平"	"白"	""	""	""
"4984"	"洪"	"洪"	"hoŋ阳平"	"文"	""	""	""
"4985"	"鴻"	"鸿"	"hoŋ阳平"	""	""	""	""
"4986"	"汞"	"汞"	"koŋ去声"	""	""	""	""
"4987"	"閧"	"閧"	"hoŋ去声"	""	""	""	""
"4988"	"翁"	"翁"	"oŋ阴平"	"文"	""	""	""
"4989"	"翁"	"翁"	"aŋ阴平"	"白"	""	""	""
"4990"	"瓮"	"瓮"	"oŋ去声"	"文"	""	""	""
"4991"	"瓮"	"瓮"	"aŋ去声"	"白"	""	""	""
"4992"	"冬"	"冬"	"toŋ阴平"	"文"	""	""	""
"4993"	"冬"	"冬"	"taŋ阴平"	"白"	""	""	""
"4994"	"統"	"统"	"tʰoŋ阴上"	""	""	""	""
"4995"	"農"	"农"	"loŋ阳平"	""	""	""	""
"4996"	"農"	"农"	"noŋ阳平"	""	""	""	""
"4997"	"膿"	"脓"	"noŋ阳平"	"文"	""	""	""
"4998"	"膿"	"脓"	"naŋ阳平"	"白"	""	""	""
"4999"	"宗"	"宗"	"tsoŋ阴平"	""	""	""	""
"5000"	"鬆"	"松"	"soŋ阴平"	"文"	""	""	""
"5001"	"鬆"	"松"	"saŋ阴平"	"白"	""	""	""
"5002"	"宋"	"宋"	"soŋ去声"	"文"	""	""	""
"5003"	"宋"	"宋"	"saŋ去声"	"白"	""	""	""
"5004"	"風"	"风"	"hoŋ阴平"	"文"	""	""	""
"5005"	"風"	"风"	"hioŋ阴平"	"文"	""	""	""
"5006"	"風"	"风"	"huaŋ阴平"	"白"	""	""	""
"5007"	"瘋"	"疯"	"hoŋ阴平"	""	""	""	""
"5008"	"諷"	"讽"	"hoŋ去声"	""	""	""	""
"5009"	"豐"	"丰"	"hoŋ阴平"	""	""	""	""
"5010"	"馮"	"冯"	"hoŋ阳平"	"文"	""	""	""
"5011"	"馮"	"冯"	"paŋ阳平"	"白"	""	""	""
"5012"	"鳳"	"凤"	"hoŋ阳上"	""	""	""	""
"5013"	"夢"	"梦"	"moŋ去声"	"文"	""	""	""
"5014"	"夢"	"梦"	"maŋ去声"	"白"	""	""	""
"5015"	"隆"	"隆"	"lioŋ阳平"	""	""	""	""
"5016"	"隆"	"隆"	"loŋ阳平"	""	""	""	""
"5017"	"嵩"	"嵩"	"sioŋ阴平"	""	""	""	""
"5018"	"中"	"中"	"tioŋ阴平"	"文"	""	""	""
"5019"	"中"	"中"	"tioŋ去声"	"文"	""	""	""
"5020"	"中"	"中"	"taŋ阴平"	"白"	""	""	""
"5021"	"中"	"中"	"teŋ去声"	"白"	""	""	""
"5022"	"忠"	"忠"	"tioŋ阴平"	""	""	""	""
"5023"	"蟲"	"虫"	"tsʰioŋ阳平"	"文"	""	""	""
"5024"	"蟲"	"虫"	"tʰaŋ阳平"	"白"	""	""	""
"5025"	"仲"	"仲"	"tioŋ去声"	""	""	""	""
"5026"	"崇"	"崇"	"tsioŋ阳平"	"文"	""	""	""
"5027"	"崇"	"崇"	"tsʰioŋ阳平"	"文"	""	""	""
"5028"	"終"	"终"	"tsioŋ阴平"	""	""	""	""
"5029"	"眾"	"众"	"tsioŋ去声"	"文"	""	""	""
"5030"	"眾"	"众"	"tseŋ去声"	"白"	""	""	""
"5031"	"充"	"充"	"tsʰoŋ阴平"	""	""	""	""
"5032"	"充"	"充"	"tsʰioŋ阴平"	""	""	""	""
"5033"	"銃"	"铳"	"tsʰioŋ去声"	"文"	""	""	""
"5034"	"銃"	"铳"	"tsʰeŋ去声"	"白"	""	""	""
"5035"	"絨"	"绒"	"dzioŋ阳平"	""	""	""	""
"5036"	"戎"	"戎"	"dzioŋ阳平"	""	""	""	""
"5037"	"弓"	"弓"	"kioŋ阴平"	"文"	""	""	""
"5038"	"弓"	"弓"	"keŋ阴平"	"白"	""	""	""
"5039"	"躬"	"躬"	"kioŋ阴平"	""	""	""	""
"5040"	"宮"	"宫"	"kioŋ阴平"	"文"	""	""	""
"5041"	"宮"	"宫"	"keŋ阴平"	"白"	""	""	""
"5042"	"穹"	"穹"	"kʰioŋ阴平"	""	""	""	""
"5043"	"窮"	"穷"	"kioŋ阳平"	"文"	""	""	""
"5044"	"窮"	"穷"	"keŋ阳平"	"白"	""	""	""
"5045"	"熊"	"熊"	"hioŋ阳平"	"文"	""	""	""
"5046"	"熊"	"熊"	"him阳平"	"白"	""	""	""
"5047"	"雄"	"雄"	"hioŋ阳平"	"文"	""	""	""
"5048"	"雄"	"雄"	"heŋ阳平"	"白"	""	""	""
"5049"	"融"	"融"	"ioŋ阳平"	"文"	""	""	""
"5050"	"融"	"融"	"iõ阳平"	"替"	""	""	""
"5051"	"封"	"封"	"hoŋ阴平"	"文"	""	""	""
"5052"	"封"	"封"	"huaŋ阴平"	"白"	""	""	""
"5053"	"峰"	"峰"	"hoŋ阴平"	""	""	""	""
"5054"	"蜂"	"蜂"	"hoŋ阴平"	"文"	""	""	""
"5055"	"蜂"	"蜂"	"pʰaŋ阴平"	"白"	""	""	""
"5056"	"鋒"	"锋"	"hoŋ阴平"	""	""	""	""
"5057"	"捧"	"捧"	"pʰoŋ阴上"	"白"	""	""	""
"5058"	"捧"	"捧"	"hoŋ阴上"	"文"	""	""	""
"5059"	"逢"	"逢"	"poŋ阳平"	"白"	""	""	""
"5060"	"逢"	"逢"	"hoŋ阳平"	"文"	""	""	""
"5061"	"縫"	"缝"	"hoŋ阳平"	"文"	""	""	""
"5062"	"縫"	"缝"	"pʰoŋ阳平"	"白"	""	""	""
"5063"	"縫"	"缝"	"pʰaŋ去声"	"白"	""	""	""
"5064"	"奉"	"奉"	"poŋ阳上"	"白"	""	""	""
"5065"	"奉"	"奉"	"hoŋ阳上"	"文"	""	""	""
