"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"	""
"3148"	"拚"	"拚"	"piã去声"	""	""	""	""
"3149"	"判"	"判"	"pʰuaŋ去声"	"文"	""	""	""
"3150"	"判"	"判"	"pʰuã去声"	"白"	""	""	""
"3151"	"盤"	"盘"	"pʰuaŋ阳平"	"文"	""	""	""
"3152"	"盤"	"盘"	"puã阳平"	"白"	""	""	""
"3153"	"伴"	"伴"	"puaŋ阳上"	"文"	""	""	""
"3154"	"伴"	"伴"	"puã阳上"	"白"	""	""	""
"3155"	"叛"	"叛"	"puaŋ阳上"	""	""	""	""
"3156"	"瞞"	"瞒"	"mua阳平"	""	""	""	""
"3157"	"饅"	"馒"	"maŋ阴平"	""	""	""	""
"3158"	"滿"	"满"	"muaŋ阴上"	"文"	""	""	""
"3159"	"滿"	"满"	"mua阴上"	"白"	""	""	""
"3160"	"漫"	"漫"	"muaŋ阳上"	"文"	""	""	""
"3161"	"漫"	"漫"	"maŋ去声"	"又"	""	""	""
"3162"	"漫"	"漫"	"mua去声"	"白"	""	""	""
"3163"	"幔"	"幔"	"muaŋ去声"	"文"	""	""	""
"3164"	"幔"	"幔"	"buaŋ去声"	"文"	""	""	""
"3165"	"幔"	"幔"	"mua阴平"	"替"	""	""	""
"3166"	"端"	"端"	"tuaŋ阴平"	""	""	""	""
"3167"	"短"	"短"	"tuaŋ阴上"	"文"	""	""	""
"3168"	"短"	"短"	"to阴上"	"白"	""	""	""
"3169"	"斷"	"断"	"tuaŋ阳上"	"文"	""	""	""
"3170"	"斷"	"断"	"tuaŋ去声"	"文"	""	""	""
"3171"	"斷"	"断"	"tŋ阳上"	"白"	""	""	""
"3172"	"鍛"	"锻"	"tuaŋ去声"	""	""	""	""
"3173"	"團"	"团"	"tʰuaŋ阳平"	""	""	""	""
"3174"	"段"	"段"	"tuaŋ去声"	"文"	""	""	""
"3175"	"段"	"段"	"tŋ去声"	"白"	""	""	""
"3176"	"緞"	"缎"	"tuaŋ去声"	"文"	""	""	""
"3177"	"緞"	"缎"	"tŋ去声"	"白"	""	""	""
"3178"	"暖"	"暖"	"nuaŋ阴上"	""	""	""	""
"3179"	"鸞"	"鸾"	"luaŋ阳平"	""	""	""	""
"3180"	"卵"	"卵"	"luaŋ阳上"	"文"	""	""	""
"3181"	"卵"	"卵"	"nŋ阳上"	"白"	""	""	""
"3182"	"卵"	"卵"	"laŋ阳上"	"又"	""	""	""
"3183"	"亂"	"乱"	"luaŋ阳上"	""	""	""	""
"3184"	"亂"	"乱"	"dzuaŋ阳上"	""	""	""	""
"3185"	"亂"	"乱"	"luŋ阳上"	""	""	""	""
"3186"	"鑽"	"钻"	"tsuaŋ去声"	"文"	""	""	""
"3187"	"鑽"	"钻"	"tsŋ去声"	"白"	""	""	""
"3188"	"鑽"	"钻"	"nŋ去声"	"替"	""	""	""
"3189"	"纂"	"纂"	"tsʰuaŋ去声"	""	""	""	""
"3190"	"竄"	"窜"	"tsʰuaŋ去声"	""	""	""	""
"3191"	"酸"	"酸"	"suaŋ阴平"	"文"	""	""	""
"3192"	"酸"	"酸"	"sŋ阴平"	"白"	""	""	""
"3193"	"算"	"算"	"suaŋ去声"	"文"	""	""	""
"3194"	"算"	"算"	"sŋ去声"	"白"	""	""	""
"3195"	"蒜"	"蒜"	"suaŋ去声"	"文"	""	""	""
"3196"	"蒜"	"蒜"	"sŋ去声"	"白"	""	""	""
"3197"	"官"	"官"	"kuaŋ阴平"	"文"	""	""	""
"3198"	"官"	"官"	"kuã阴平"	"白"	""	""	""
"3199"	"觀"	"观"	"kuaŋ阴平"	""	""	""	""
"3200"	"觀"	"观"	"kuaŋ去声"	""	""	""	""
"3201"	"冠"	"冠"	"kuaŋ阴平"	""	""	""	""
"3202"	"冠"	"冠"	"kuaŋ去声"	""	""	""	""
"3203"	"管"	"管"	"kuaŋ阴上"	"文"	""	""	""
"3204"	"管"	"管"	"kŋ阴上"	"白"	""	""	""
"3205"	"館"	"馆"	"kuaŋ阴上"	""	""	""	""
"3206"	"灌"	"灌"	"kuaŋ去声"	""	""	""	""
"3207"	"罐"	"罐"	"kuaŋ去声"	""	""	""	""
"3208"	"貫"	"贯"	"kuaŋ去声"	""	""	""	""
"3209"	"寬"	"宽"	"kʰuaŋ阴平"	"文"	""	""	""
"3210"	"寬"	"宽"	"kʰuã阴平"	"白"	""	""	""
"3211"	"款"	"款"	"kʰuaŋ阴上"	"文"	""	""	""
"3212"	"款"	"款"	"kʰuã阴上"	"白"	""	""	""
"3213"	"玩"	"玩"	"ŋuaŋ阴上"	""	""	""	""
"3214"	"歡"	"欢"	"huaŋ阴平"	"文"	""	""	""
"3215"	"歡"	"欢"	"huã阴平"	"白"	""	""	""
"3216"	"喚"	"唤"	"huaŋ去声"	""	""	""	""
"3217"	"煥"	"焕"	"huaŋ去声"	""	""	""	""
"3218"	"桓"	"桓"	"huaŋ阳平"	""	""	""	""
"3219"	"完"	"完"	"uaŋ阳平"	""	""	""	""
"3220"	"丸"	"丸"	"uaŋ阳平"	""	""	""	""
"3221"	"丸"	"丸"	"ĩ阳平"	"训读圆"	""	""	""
"3222"	"紈"	"纨"	"uaŋ阳平"	""	""	""	""
"3223"	"緩"	"缓"	"huaŋ阴上"	""	""	""	""
"3224"	"皖"	"皖"	"uaŋ阴上"	""	""	""	""
"3225"	"換"	"换"	"huaŋ去声"	"文"	""	""	""
"3226"	"換"	"换"	"uã去声"	"白"	""	""	""
"3227"	"豌"	"豌"	"uaŋ阴平"	""	""	""	""
"3228"	"碗"	"碗"	"uã阴上"	""	""	""	""
"3229"	"腕"	"腕"	"uã阴上"	""	""	""	""
"3230"	"鰥"	"鳏"	"kuaŋ阴平"	""	""	""	""
"3231"	"幻"	"幻"	"huam去声"	""	""	""	""
"3232"	"篡"	"篡"	"tsʰuaŋ去声"	""	""	""	""
"3233"	"撰"	"撰"	"tsuaŋ阳上"	""	""	""	""
"3234"	"閂"	"闩"	"suaŋ阴平"	"文"	""	""	""
"3235"	"閂"	"闩"	"tsʰuã去声"	"训"	""	""	""
"3236"	"拴"	"拴"	"tsʰuaŋ阳平"	""	""	""	""
"3237"	"涮"	"涮"	"suaŋ去声"	""	""	""	""
"3238"	"關"	"关"	"kuaŋ阴平"	"文"	""	""	""
"3239"	"關"	"关"	"kuẽ阴平"	"白"	""	""	""
"3240"	"慣"	"惯"	"kuaŋ去声"	"文"	""	""	""
"3241"	"慣"	"惯"	"kuaĩ去声"	"白"	""	""	""
"3242"	"頑"	"顽"	"ŋuaŋ阴上"	""	""	""	""
"3243"	"還"	"还"	"huaŋ阳平"	"文"	""	""	""
"3244"	"還"	"还"	"haŋ阳平"	"又"	""	""	""
"3245"	"還"	"还"	"huã阴平"	"白"	""	""	""
"3246"	"還"	"还"	"haĩ阳平"	"白"	""	""	""
"3247"	"環"	"环"	"huaŋ阳平"	""	""	""	""
"3248"	"患"	"患"	"huaŋ阳上"	""	""	""	""
"3249"	"宦"	"宦"	"huaŋ去声"	""	""	""	""
"3250"	"彎"	"弯"	"uaŋ阴平"	""	""	""	""
"3251"	"灣"	"湾"	"uaŋ阴平"	""	""	""	""
"3252"	"戀"	"恋"	"luaŋ去声"	""	""	""	""
"3253"	"痊"	"痊"	"tsʰuaŋ阳平"	""	""	""	""
"3254"	"全"	"全"	"tsʰuaŋ阳平"	"文"	""	""	""
"3255"	"全"	"全"	"tsŋ阳平"	"白"	""	""	""
"3256"	"泉"	"泉"	"tsuã阳平"	""	""	""	""
"3257"	"宣"	"宣"	"suaŋ阴平"	""	""	""	""
"3258"	"選"	"选"	"suaŋ阴上"	""	""	""	""
"3259"	"旋"	"旋"	"suaŋ阳平"	"文"	""	""	""
"3260"	"旋"	"旋"	"suaŋ去声"	"文"	""	""	""
"3261"	"旋"	"旋"	"tsŋ去声"	"白"	""	""	""
"3262"	"鏇"	"旋"	"suaŋ去声"	""	""	""	""
"3263"	"轉"	"转"	"tsuaŋ阴上"	"文"	""	""	""
"3264"	"轉"	"转"	"tsŋ阴上"	"白"	""	""	""
"3265"	"轉"	"转"	"dzuaŋ阴上"	"又"	""	""	""
"3266"	"傳"	"传"	"tʰuaŋ阳平"	"文"	""	""	""
"3267"	"傳"	"传"	"tuaŋ阳平"	"文"	""	""	""
"3268"	"傳"	"传"	"tuaŋ去声"	"文"	""	""	""
"3269"	"傳"	"传"	"tŋ去声"	"白"	""	""	""
"3270"	"椽"	"椽"	"tsʰuaŋ阳平"	""	""	""	""
"3271"	"篆"	"篆"	"tuaŋ阳上"	""	""	""	""
"3272"	"專"	"专"	"tsuaŋ阴平"	""	""	""	""
"3273"	"磚"	"砖"	"tsuaŋ阴平"	"文"	""	""	""
"3274"	"磚"	"砖"	"tsŋ阴平"	"白"	""	""	""
"3275"	"川"	"川"	"tsʰuaŋ阴平"	""	""	""	""
"3276"	"穿"	"穿"	"tsʰuaŋ阴平"	"文"	""	""	""
"3277"	"穿"	"穿"	"tsʰŋ阴平"	"白"	""	""	""
"3278"	"穿"	"穿"	"tsʰŋ去声"	"训"	""	""	""
"3279"	"喘"	"喘"	"tsʰuaŋ阴上"	"文"	""	""	""
"3280"	"喘"	"喘"	"tsʰuã阴上"	"白"	""	""	""
"3281"	"舛"	"舛"	"tsʰuaŋ阴上"	""	""	""	""
"3282"	"串"	"串"	"tsʰuaŋ去声"	""	""	""	""
"3283"	"船"	"船"	"tsʰuaŋ阳平"	"文"	""	""	""
"3284"	"船"	"船"	"tsuŋ阳平"	"白"	""	""	""
"3285"	"軟"	"软"	"dzuaŋ阴上"	"文"	""	""	""
"3286"	"軟"	"软"	"nŋ阴上"	"白"	""	""	""
"3287"	"捲"	"卷"	"kuaŋ阴上"	"文"	""	""	""
"3288"	"捲"	"卷"	"kŋ阴上"	"白"	""	""	""
"3289"	"眷"	"眷"	"kuaŋ去声"	""	""	""	""
"3290"	"卷"	"卷"	"kuaŋ阴上"	"文"	""	""	""
"3291"	"卷"	"卷"	"kŋ阴上"	"白"	""	""	""
"3292"	"絹"	"绢"	"kiaŋ去声"	""	""	""	""
"3293"	"圈"	"圈"	"kʰuaŋ阴平"	""	""	""	""
"3294"	"圈"	"圈"	"kʰiaŋ阴平"	""	""	""	""
"3295"	"權"	"权"	"kʰuaŋ阳平"	""	""	""	""
"3296"	"拳"	"拳"	"kuŋ阳平"	""	""	""	""
"3297"	"鬈"	"鬈"	"kʰuaŋ阳平"	""	""	""	""
"3298"	"倦"	"倦"	"kuaŋ去声"	""	""	""	""
"3299"	"員"	"员"	"uaŋ阳平"	""	""	""	""
"3300"	"圓"	"圆"	"uaŋ阳平"	"文"	""	""	""
"3301"	"圓"	"圆"	"ĩ阳平"	"白"	""	""	""
"3302"	"院"	"院"	"uaŋ阳平"	"文"	""	""	""
"3303"	"院"	"院"	"ĩ阳平"	"白"	""	""	""
"3304"	"緣"	"缘"	"uaŋ阳平"	""	""	""	""
"3305"	"沿"	"沿"	"iaŋ阳平"	""	""	""	""
"3306"	"鉛"	"铅"	"iaŋ阳平"	""	""	""	""
"3307"	"捐"	"捐"	"kiaŋ阴平"	""	""	""	""
"3308"	"兖"	"兖"	"iaŋ阳上"	""	""	""	""
"3309"	"藩"	"藩"	"pʰuaŋ阴平"	""	""	""	""
"3310"	"反"	"反"	"huaŋ阴上"	"文"	""	""	""
"3311"	"反"	"反"	"paĩ阴上"	"白"	""	""	""
"3312"	"翻"	"翻"	"huaŋ阴平"	""	""	""	""
"3313"	"番"	"番"	"huaŋ阴平"	"文"	""	""	""
"3314"	"番"	"番"	"pʰuã阴平"	"白"	""	""	""
"3315"	"番"	"番"	"pʰuaŋ阴平"	"文"	""	""	""
"3316"	"番"	"番"	"haŋ阴平"	"文"	""	""	""
"3317"	"販"	"贩"	"huaŋ去声"	"文"	""	""	""
"3318"	"販"	"贩"	"pʰaŋ去声"	"白"	""	""	""
"3319"	"煩"	"烦"	"huaŋ阳平"	""	""	""	""
"3320"	"礬"	"矾"	"huaŋ阳平"	""	""	""	""
"3321"	"繁"	"繁"	"huaŋ阳平"	""	""	""	""
"3322"	"飯"	"饭"	"huam阳上"	"文"	""	""	""
"3323"	"飯"	"饭"	"pŋ去声"	"白"	""	""	""
"3324"	"晚"	"晚"	"buaŋ阳平"	"文"	""	""	""
"3325"	"晚"	"晚"	"mŋ阳平"	"白"	""	""	""
"3326"	"挽"	"挽"	"maŋ阴上"	""	""	""	""
"3327"	"萬"	"万"	"buaŋ去声"	"文"	""	""	""
"3328"	"萬"	"万"	"maŋ去声"	"又"	""	""	""
"3329"	"勸"	"劝"	"kʰiaŋ去声"	"文"	""	""	""
"3330"	"勸"	"劝"	"kʰŋ去声"	"白"	""	""	""
"3331"	"券"	"券"	"kŋ阴上"	"训卷字"	""	""	""
"3332"	"元"	"元"	"ŋuaŋ阳平"	"文"	""	""	""
"3333"	"原"	"原"	"ŋuaŋ阳平"	""	""	""	""
"3334"	"源"	"源"	"ŋuaŋ阳平"	""	""	""	""
"3335"	"阮"	"阮"	"ŋuaŋ阳平"	""	""	""	""
"3336"	"願"	"愿"	"ŋuaŋ阳上"	""	""	""	""
"3337"	"喧"	"喧"	"suaŋ阴平"	""	""	""	""
"3338"	"楦"	"楦"	"suaŋ阴平"	""	""	""	""
"3339"	"冤"	"冤"	"uaŋ阴平"	""	""	""	""
"3340"	"宛"	"宛"	"uaŋ阴上"	""	""	""	""
"3341"	"婉"	"婉"	"uaŋ阴上"	""	""	""	""
"3342"	"怨"	"怨"	"uaŋ去声"	""	""	""	""
"3343"	"袁"	"袁"	"uaŋ阳平"	""	""	""	""
"3344"	"園"	"园"	"uaŋ阳平"	"文"	""	""	""
"3345"	"園"	"园"	"hŋ阳平"	"白"	""	""	""
"3346"	"援"	"援"	"huã去声"	"白"	""	""	""
"3347"	"援"	"援"	"iaŋ阳平"	"文"	""	""	""
"3348"	"援"	"援"	"iaŋ阳上"	"文"	""	""	""
"3349"	"垣"	"垣"	"huaŋ阳平"	""	""	""	""
"3350"	"遠"	"远"	"iaŋ阴上"	"文"	""	""	""
"3351"	"遠"	"远"	"hŋ阳上"	"白"	""	""	""
"3352"	"涓"	"涓"	"kiaŋ阴平"	""	""	""	""
"3353"	"犬"	"犬"	"kʰiaŋ阴上"	""	""	""	""
"3354"	"懸"	"悬"	"hiaŋ阳平"	"文"	""	""	""
"3355"	"懸"	"悬"	"kuaĩ阳平"	"白"	""	""	""
"3356"	"玄"	"玄"	"hiaŋ阳平"	""	""	""	""
"3357"	"縣"	"县"	"hiaŋ阳上"	"文"	""	""	""
"3358"	"縣"	"县"	"kuaĩ去声"	"白"	""	""	""
"3359"	"眩"	"眩"	"hiaŋ阳平"	"文"	""	""	""
"3360"	"眩"	"眩"	"hiŋ阳平"	"白"	""	""	""
"3361"	"淵"	"渊"	"iaŋ阴平"	""	""	""	""
"3362"	"淵"	"渊"	"uaŋ阴平"	""	""	""	""
"3363"	"缽"	"钵"	"puaʔ阴入"	""	""	""	""
"3364"	"撥"	"拨"	"puak阴入"	"文"	""	""	""
"3365"	"撥"	"拨"	"puaʔ阴入"	"白"	""	""	""
"3366"	"潑"	"泼"	"pʰuak阴入"	"文"	""	""	""
"3367"	"潑"	"泼"	"pʰuaʔ阴入"	"白"	""	""	""
"3368"	"鈸"	"钹"	"puak阳入"	"文"	""	""	""
"3369"	"鈸"	"钹"	"buaʔ阳入"	"白"	""	""	""
"3370"	"跋"	"跋"	"puak阳入"	"文"	""	""	""
"3371"	"跋"	"跋"	"puaʔ阳入"	"白"	""	""	""
"3372"	"末"	"末"	"muak阳入"	"文"	""	""	""
"3373"	"末"	"末"	"buaʔ阳入"	"白"	""	""	""
"3374"	"抹"	"抹"	"muak阳入"	"文"	""	""	""
"3375"	"抹"	"抹"	"buaʔ阳入"	"白"	""	""	""
"3376"	"沫"	"沫"	"muak阳入"	"文"	""	""	""
"3377"	"沫"	"沫"	"buaʔ阳入"	"白"	""	""	""
"3378"	"掇"	"掇"	"tuak阳入"	"文"	""	""	""
"3379"	"掇"	"掇"	"toʔ阳入"	"白"	""	""	""
"3380"	"脫"	"脱"	"tʰuak阴入"	"文"	""	""	""
"3381"	"脫"	"脱"	"tʰuk阴入"	"又"	""	""	""
"3382"	"脫"	"脱"	"luk阴入"	"又"	""	""	""
"3383"	"奪"	"夺"	"tuak阳入"	"文"	""	""	""
"3384"	"奪"	"夺"	"toʔ阳入"	"白"	""	""	""
"3385"	"捋"	"捋"	"luak阴入"	"文"	""	""	""
"3386"	"捋"	"捋"	"luk阳入"	"又"	""	""	""
"3387"	"撮"	"撮"	"tsʰuak阴入"	"文"	""	""	""
"3388"	"撮"	"撮"	"tsʰoʔ阴入"	"白"	""	""	""
"3389"	"括"	"括"	"kuak阴入"	"文"	""	""	""
"3390"	"括"	"括"	"kuaʔ阴入"	"白"	""	""	""
"3391"	"括"	"括"	"kuat阴入"	"又"	""	""	""
"3392"	"闊"	"阔"	"kʰuak阴入"	"文"	""	""	""
"3393"	"闊"	"阔"	"kʰuat阴入"	"又"	""	""	""
"3394"	"闊"	"阔"	"kʰuaʔ阴入"	"白"	""	""	""
"3395"	"豁"	"豁"	"huak阴入"	""	""	""	""
"3396"	"活"	"活"	"kuak阴入"	"文"	""	""	""
"3397"	"活"	"活"	"uaʔ阳入"	"白"	""	""	""
"3398"	"斡"	"斡"	"uak阴入"	"文"	""	""	""
"3399"	"斡"	"斡"	"uk阴入"	"白"	""	""	""
"3400"	"滑"	"滑"	"kuk阳入"	""	""	""	""
"3401"	"猾"	"猾"	"kuk阳入"	""	""	""	""
"3402"	"挖"	"挖"	"uak阴入"	""	""	""	""
"3403"	"挖"	"挖"	"uek阴入"	"又"	""	""	""
"3404"	"刷"	"刷"	"suak阴入"	"文"	""	""	""
"3405"	"刷"	"刷"	"sueʔ阴入"	"白"	""	""	""
"3406"	"刮"	"刮"	"kuak阴入"	"文"	""	""	""
"3407"	"刮"	"刮"	"kuaʔ阴入"	"白"	""	""	""
"3408"	"刮"	"刮"	"kueʔ阴入"	"又"	""	""	""
"3409"	"劣"	"劣"	"luak阴入"	""	""	""	""
"3410"	"絕"	"绝"	"tsuak阳入"	"文"	""	""	""
"3411"	"絕"	"绝"	"tsoʔ阳入"	"白"	""	""	""
"3412"	"雪"	"雪"	"suak阴入"	"文"	""	""	""
"3413"	"雪"	"雪"	"soʔ阴入"	"白"	""	""	""
"3414"	"輟"	"辍"	"tsuak阴入"	""	""	""	""
"3415"	"拙"	"拙"	"tsuak阴入"	""	""	""	""
"3416"	"說"	"说"	"suak阴入"	"文"	""	""	""
"3417"	"說"	"说"	"sue去声"	"文"	""	""	""
"3418"	"說"	"说"	"sueʔ阴入"	"白"	""	""	""
"3419"	"說"	"说"	"dzuak阴入"	"又"	""	""	""
"3420"	"悅"	"悦"	"dzuak阳入"	"文"	""	""	""
"3421"	"悅"	"悦"	"dzuaʔ阳入"	"白"	""	""	""
"3422"	"閲"	"阅"	"dzuak阳入"	""	""	""	""
"3423"	"髮"	"发"	"huak阴入"	""	""	""	""
"3424"	"發"	"发"	"huak阴入"	""	""	""	""
"3425"	"伐"	"伐"	"huak阳入"	"文"	""	""	""
"3426"	"伐"	"伐"	"huaʔ阳入"	"白"	""	""	""
"3427"	"筏"	"筏"	"huak阳入"	""	""	""	""
"3428"	"罰"	"罚"	"huak阳入"	""	""	""	""
"3429"	"襪"	"袜"	"gueʔ阳入"	""	""	""	""
"3430"	"厥"	"厥"	"kuak阴入"	"文"	""	""	""
"3431"	"厥"	"厥"	"kiak阴入"	"又"	""	""	""
"3432"	"孓"	"孓"	"kuak阴入"	""	""	""	""
"3433"	"闕"	"阙"	"kʰiak阴入"	""	""	""	""
"3434"	"闕"	"阙"	"kʰuak阴入"	""	""	""	""
"3435"	"掘"	"掘"	"kuk阳入"	""	""	""	""
"3436"	"橛"	"橛"	"kuak阳入"	"文"	""	""	""
"3437"	"橛"	"橛"	"kiak阴入"	"又"	""	""	""
"3438"	"橛"	"橛"	"kueʔ阳入"	"白"	""	""	""
"3439"	"月"	"月"	"guak阳入"	"文"	""	""	""
"3440"	"月"	"月"	"gueʔ阳入"	"白"	""	""	""
"3441"	"噦"	"哕"	"ueʔ阴入"	""	""	""	""
"3442"	"越"	"越"	"uak阳入"	"文"	""	""	""
"3443"	"越"	"越"	"huaʔ阳入"	"替"	""	""	""
"3444"	"曰"	"曰"	"uak阴入"	""	""	""	""
"3445"	"曰"	"曰"	"iak阴入"	"又"	""	""	""
"3446"	"粵"	"粤"	"uak阳入"	""	""	""	""
"3447"	"決"	"决"	"kuak阴入"	""	""	""	""
"3448"	"訣"	"诀"	"kuak阴入"	""	""	""	""
"3449"	"缺"	"缺"	"kʰueʔ阴入"	"白"	""	""	""
"3450"	"缺"	"缺"	"kʰiʔ阴入"	"白"	""	""	""
"3451"	"血"	"血"	"huak阴入"	"文"	""	""	""
"3452"	"血"	"血"	"hueʔ阴入"	"白"	""	""	""
"3453"	"穴"	"穴"	"hiak阳入"	""	""	""	""
"3454"	"吞"	"吞"	"tʰuŋ阴平"	""	""	""	""
"3455"	"根"	"根"	"kiŋ阴平"	""	""	""	""
"3456"	"跟"	"跟"	"kiŋ阴平"	""	""	""	""
"3457"	"墾"	"垦"	"kʰiaŋ阴上"	""	""	""	""
"3458"	"懇"	"恳"	"kʰiaŋ阴上"	""	""	""	""
"3459"	"齦"	"龈"	"ŋiŋ阳平"	""	""	""	""
"3460"	"痕"	"痕"	"huŋ阳平"	""	""	""	""
"3461"	"很"	"很"	"hiŋ阴上"	""	""	""	""
"3462"	"恨"	"恨"	"hiŋ阳上"	""	""	""	""
"3463"	"恩"	"恩"	"iŋ阴平"	""	""	""	""
"3464"	"彬"	"彬"	"piŋ阴平"	""	""	""	""
"3465"	"賓"	"宾"	"piŋ阴平"	""	""	""	""
"3466"	"檳"	"槟"	"piŋ阴平"	""	""	""	""
"3467"	"殯"	"殡"	"piŋ去声"	""	""	""	""
"3468"	"貧"	"贫"	"pʰiŋ阳平"	""	""	""	""
"3469"	"頻"	"频"	"pʰiŋ阳平"	""	""	""	""
"3470"	"牝"	"牝"	"pʰiŋ阴上"	""	""	""	""
"3471"	"閩"	"闽"	"maŋ阳平"	""	""	""	""
"3472"	"民"	"民"	"miŋ阳平"	""	""	""	""
"3473"	"泯"	"泯"	"miŋ阳平"	""	""	""	""
"3474"	"敏"	"敏"	"miaŋ阴上"	""	""	""	""
"3475"	"憫"	"悯"	"miŋ阴上"	""	""	""	""
"3476"	"鄰"	"邻"	"liŋ阳平"	""	""	""	""
"3477"	"鱗"	"鳞"	"liŋ阳平"	"文"	""	""	""
"3478"	"鱗"	"鳞"	"laŋ阳平"	"白"	""	""	""
"3479"	"鱗"	"鳞"	"laŋ阴平"	"又"	""	""	""
"3480"	"磷"	"磷"	"liŋ阳平"	""	""	""	""
"3481"	"吝"	"吝"	"liaŋ阳上"	""	""	""	""
"3482"	"津"	"津"	"tsiŋ阴平"	""	""	""	""
"3483"	"盡"	"尽"	"tsiŋ阳上"	""	""	""	""
"3484"	"進"	"进"	"tsiŋ去声"	""	""	""	""
"3485"	"晉"	"晋"	"tsiŋ去声"	""	""	""	""
"3486"	"親"	"亲"	"tsʰiŋ阴平"	""	""	""	""
"3487"	"秦"	"秦"	"tsʰiŋ阳平"	""	""	""	""
"3488"	"辛"	"辛"	"siŋ阴平"	""	""	""	""
"3489"	"新"	"新"	"siŋ阴平"	""	""	""	""
"3490"	"薪"	"薪"	"siŋ阴平"	""	""	""	""
"3491"	"信"	"信"	"siŋ去声"	"文"	""	""	""
"3492"	"信"	"信"	"siaŋ去声"	"白"	""	""	""
"3493"	"訊"	"讯"	"siŋ去声"	""	""	""	""
"3494"	"珍"	"珍"	"tiŋ阴平"	""	""	""	""
"3495"	"珍"	"珍"	"tsiŋ阴平"	"训读真字"	""	""	""
"3496"	"鎮"	"镇"	"tiŋ去声"	""	""	""	""
"3497"	"鎮"	"镇"	"tiaŋ去声"	""	""	""	""
"3498"	"趁"	"趁"	"tʰaŋ去声"	"白"	""	""	""
"3499"	"趁"	"趁"	"tsiŋ阴平"	"文"	""	""	""
"3500"	"陳"	"陈"	"tiŋ阳平"	"文"	""	""	""
"3501"	"陳"	"陈"	"tʰiŋ阳平"	"文"	""	""	""
"3502"	"陳"	"陈"	"tsʰiŋ阳平"	"文"	""	""	""
"3503"	"塵"	"尘"	"tiŋ阳平"	"文"	""	""	""
"3504"	"塵"	"尘"	"tʰuŋ阳平"	"白"	""	""	""
"3505"	"陣"	"阵"	"tiŋ去声"	"文"	""	""	""
"3506"	"陣"	"阵"	"tsuŋ去声"	"白"	""	""	""
"3507"	"陣"	"阵"	"tsuŋ阳平"	"又"	""	""	""
"3508"	"榛"	"榛"	"tsiŋ阴平"	""	""	""	""
"3509"	"臻"	"臻"	"tsiŋ阴平"	""	""	""	""
"3510"	"襯"	"衬"	"tsʰiŋ去声"	""	""	""	""
"3511"	"真"	"真"	"tsiŋ阴平"	""	""	""	""
"3512"	"診"	"诊"	"tsiŋ阴上"	""	""	""	""
"3513"	"疹"	"疹"	"tsiŋ阴上"	""	""	""	""
"3514"	"振"	"振"	"tsiŋ阴上"	"文"	""	""	""
"3515"	"振"	"振"	"tiŋ阴上"	"白"	""	""	""
"3516"	"振"	"振"	"tuŋ去声"	"白"	""	""	""
"3517"	"震"	"震"	"tsiŋ阴上"	"文"	""	""	""
"3518"	"震"	"震"	"tuŋ去声"	"白"	""	""	""
"3519"	"娠"	"娠"	"siŋ阳平"	""	""	""	""
"3520"	"神"	"神"	"siŋ阳平"	""	""	""	""
"3521"	"身"	"身"	"siŋ阴平"	""	""	""	""
"3522"	"申"	"申"	"siŋ阴平"	""	""	""	""
"3523"	"伸"	"伸"	"siŋ阴平"	"文"	""	""	""
"3524"	"伸"	"伸"	"tsʰuŋ阴平"	"白"	""	""	""
"3525"	"辰"	"辰"	"siŋ阳平"	""	""	""	""
"3526"	"晨"	"晨"	"siŋ阳平"	""	""	""	""
"3527"	"臣"	"臣"	"tsʰiŋ阳平"	""	""	""	""
"3528"	"腎"	"肾"	"siaŋ阳上"	""	""	""	""
"3529"	"慎"	"慎"	"siŋ阴上"	""	""	""	""
"3530"	"人"	"人"	"dziŋ阳平"	"文"	""	""	""
"3531"	"人"	"人"	"naŋ阳平"	"训读侬"	""	""	""
"3532"	"仁"	"仁"	"dziŋ阳平"	""	""	""	""
"3533"	"忍"	"忍"	"dzim阴上"	"文"	""	""	""
"3534"	"忍"	"忍"	"luŋ阴上"	"白"	""	""	""
"3535"	"認"	"认"	"dziŋ去声"	""	""	""	""
"3536"	"刃"	"刃"	"dzim阴上"	""	""	""	""
"3537"	"巾"	"巾"	"kiŋ阴平"	""	""	""	""
"3538"	"緊"	"紧"	"kiŋ阴上"	""	""	""	""
"3539"	"僅"	"仅"	"kiŋ阴上"	""	""	""	""
"3540"	"銀"	"银"	"ŋiŋ阳平"	""	""	""	""
"3541"	"釁"	"衅"	"hiaŋ去声"	""	""	""	""
"3542"	"因"	"因"	"iŋ阴平"	""	""	""	""
"3543"	"姻"	"姻"	"iŋ阴平"	""	""	""	""
"3544"	"印"	"印"	"iŋ去声"	""	""	""	""
"3545"	"寅"	"寅"	"iŋ阳平"	""	""	""	""
"3546"	"引"	"引"	"iŋ阴上"	""	""	""	""
"3547"	"斤"	"斤"	"kiŋ阴平"	""	""	""	""
"3548"	"筋"	"筋"	"kiŋ阴平"	""	""	""	""
"3549"	"謹"	"谨"	"kiŋ阴上"	""	""	""	""
"3550"	"勁"	"劲"	"keŋ去声"	"文"	""	""	""
"3551"	"勁"	"劲"	"kẽ去声"	"白"	""	""	""
"3552"	"勤"	"勤"	"kʰiŋ阳平"	""	""	""	""
