"字目"	"读音"	"注释"	"声母"	"韵母"	"声调"
"担"	"tam˨˨˧"		"t"	"am"	"˨˨˧"
"坍"	"tam˨˨˧"		"t"	"am"	"˨˨˧"
"陈"	"taŋ˦˦"		"t"	"aŋ"	"˦˦"
"同"	"taŋ˦˦"		"t"	"aŋ"	"˦˦"
"铜"	"taŋ˦˦"		"t"	"aŋ"	"˦˦"
"筒"	"taŋ˦˦"		"t"	"aŋ"	"˦˦"
"童"	"taŋ˦˦"	"乩童"	"t"	"aŋ"	"˦˦"
"党"	"taŋ˥˧"		"t"	"aŋ"	"˥˧"
"挡"	"taŋ˥˧"		"t"	"aŋ"	"˥˧"
"董"	"taŋ˥˧"		"t"	"aŋ"	"˥˧"
"丹"	"taŋ˨˨˧"		"t"	"aŋ"	"˨˨˧"
"当"	"taŋ˨˨˧"	"叮当"	"t"	"aŋ"	"˨˨˧"
"裆"	"taŋ˨˨˧"		"t"	"aŋ"	"˨˨˧"
"东"	"taŋ˨˨˧"		"t"	"aŋ"	"˨˨˧"
"冬"	"taŋ˨˨˧"		"t"	"aŋ"	"˨˨˧"
"中"	"taŋ˨˨˧"	"中央"	"t"	"aŋ"	"˨˨˧"
"诞"	"taŋ˨˩"		"t"	"aŋ"	"˨˩"
"蛋"	"taŋ˨˩"		"t"	"aŋ"	"˨˩"
"当"	"taŋ˨˩"	"恰当"	"t"	"aŋ"	"˨˩"
"档"	"taŋ˨˩"	"档次"	"t"	"aŋ"	"˨˩"
"冻"	"taŋ˨˩"	"结冻"	"t"	"aŋ"	"˨˩"
"荡"	"taŋ˨˩˧"		"t"	"aŋ"	"˨˩˧"
"宕"	"taŋ˨˩˧"		"t"	"aŋ"	"˨˩˧"
"动"	"taŋ˨˩˧"		"t"	"aŋ"	"˨˩˧"
"重"	"taŋ˨˩˧"		"t"	"aŋ"	"˨˩˧"
"但"	"taŋ˧˩˩"		"t"	"aŋ"	"˧˩˩"
"洞"	"taŋ˧˩˩"		"t"	"aŋ"	"˧˩˩"
"答"	"tap˧˨"		"t"	"ap"	"˧˨"
"投"	"tau˦˦"		"t"	"au"	"˦˦"
"岛"	"tau˥˧"		"t"	"au"	"˥˧"
"倒"	"tau˥˧"		"t"	"au"	"˥˧"
"找"	"tau˥˧"		"t"	"au"	"˥˧"
"斗"	"tau˥˧"		"t"	"au"	"˥˧"
"刀"	"tau˨˨˧"		"t"	"au"	"˨˨˧"
"叨"	"tau˨˨˧"	"又"	"t"	"au"	"˨˨˧"
"兜"	"tau˨˨˧"		"t"	"au"	"˨˨˧"
"到"	"tau˨˩"		"t"	"au"	"˨˩"
"道"	"tau˨˩˧"		"t"	"au"	"˨˩˧"
"稻"	"tau˨˩˧"		"t"	"au"	"˨˩˧"
"盗"	"tau˨˩˧"		"t"	"au"	"˨˩˧"
"导"	"tau˨˩˧"		"t"	"au"	"˨˩˧"
"蹈"	"tau˨˩˧"		"t"	"au"	"˨˩˧"
"豆"	"tau˧˩˩"		"t"	"au"	"˧˩˩"
"痘"	"tau˧˩˩"		"t"	"au"	"˧˩˩"
"逗"	"tau˧˩˩"		"t"	"au"	"˧˩˩"
"踏"	"taʔ˥˦"		"t"	"aʔ"	"˥˦"
"搭"	"taʔ˧˨"		"t"	"aʔ"	"˧˨"
"遢"	"taʔ˧˨"		"t"	"aʔ"	"˧˨"
"贴"	"taʔ˧˨"		"t"	"aʔ"	"˧˨"
"茶"	"te˦˦"		"t"	"e"	"˦˦"
"?"	"te˨˩"	"过滤"	"t"	"e"	"˨˩"
"假"	"tẽ˥˧"	"假意，假装的意思"	"t"	"ẽ"	"˥˧"
"挡"	"tẽ˦˦"	"借字"	"t"	"ẽ"	"˦˦"
"捏"	"tẽ˨˩˧"	"借字"	"t"	"ẽ"	"˨˩˧"
"蛰"	"tek˥˦"		"t"	"ek"	"˥˦"
"特"	"tek˥˦"		"t"	"ek"	"˥˦"
"的"	"tek˥˦"		"t"	"ek"	"˥˦"
"笛"	"tek˥˦"		"t"	"ek"	"˥˦"
"敌"	"tek˥˦"		"t"	"ek"	"˥˦"
"狄"	"tek˥˦"		"t"	"ek"	"˥˦"
"鹿"	"tek˥˦"		"t"	"ek"	"˥˦"
"轴"	"tek˥˦"		"t"	"ek"	"˥˦"
"德"	"tek˧˨"		"t"	"ek"	"˧˨"
"竹"	"tek˧˨"		"t"	"ek"	"˧˨"
"亭"	"teŋ˦˦"		"t"	"eŋ"	"˦˦"
"重"	"teŋ˦˦"	"重复"	"t"	"eŋ"	"˦˦"
"等"	"teŋ˥˧"		"t"	"eŋ"	"˥˧"
"戥"	"teŋ˥˧"		"t"	"eŋ"	"˥˧"
"顶"	"teŋ˥˧"		"t"	"eŋ"	"˥˧"
"登"	"teŋ˨˨˧"		"t"	"eŋ"	"˨˨˧"
"灯"	"teŋ˨˨˧"		"t"	"eŋ"	"˨˨˧"
"征"	"teŋ˨˨˧"	"征求"	"t"	"eŋ"	"˨˨˧"
"丁"	"teŋ˨˨˧"		"t"	"eŋ"	"˨˨˧"
"钉"	"teŋ˨˨˧"		"t"	"eŋ"	"˨˨˧"
"钉"	"teŋ˨˩"	"钉上去"	"t"	"eŋ"	"˨˩"
"中"	"teŋ˨˩"	"砸中，中状元"	"t"	"eŋ"	"˨˩"
"绽"	"teŋ˨˩˧"		"t"	"eŋ"	"˨˩˧"
"邓"	"teŋ˨˩˧"		"t"	"eŋ"	"˨˩˧"
"定"	"teŋ˨˩˧"		"t"	"eŋ"	"˨˩˧"
"压"	"teʔ˧˨"	"训"	"t"	"eʔ"	"˧˨"
"他"	"tʰa˨˨˧"		"tʰ"	"a"	"˨˨˧"
"台"	"tʰai˦˦"		"tʰ"	"ai"	"˦˦"
"抬"	"tʰai˦˦"		"tʰ"	"ai"	"˦˦"
"治"	"tʰai˦˦"	"杀"	"tʰ"	"ai"	"˦˦"
"台"	"tʰai˨˨˧"		"tʰ"	"ai"	"˨˨˧"
"筛"	"tʰai˨˨˧"		"tʰ"	"ai"	"˨˨˧"
"态"	"tʰai˨˩"		"tʰ"	"ai"	"˨˩"
"太"	"tʰai˨˩"		"tʰ"	"ai"	"˨˩"
"泰"	"tʰai˨˩"		"tʰ"	"ai"	"˨˩"
"汰"	"tʰai˨˩"		"tʰ"	"ai"	"˨˩"
"待"	"tʰai˨˩˧"		"tʰ"	"ai"	"˨˩˧"
"读"	"tʰak˥˦"		"tʰ"	"ak"	"˥˦"
"拓"	"tʰak˧˨"		"tʰ"	"ak"	"˧˨"
"踢"	"tʰak˧˨"		"tʰ"	"ak"	"˧˨"
"谭"	"tʰam˦˦"		"tʰ"	"am"	"˦˦"
"潭"	"tʰam˦˦"		"tʰ"	"am"	"˦˦"
"坛"	"tʰam˦˦"	"老坛"	"tʰ"	"am"	"˦˦"
"谈"	"tʰam˦˦"		"tʰ"	"am"	"˦˦"
"痰"	"tʰam˦˦"		"tʰ"	"am"	"˦˦"
"贪"	"tʰam˨˨˧"		"tʰ"	"am"	"˨˨˧"
"坍"	"tʰam˨˨˧"	"又"	"tʰ"	"am"	"˨˨˧"
"探"	"tʰam˨˩"		"tʰ"	"am"	"˨˩"
"檀"	"tʰaŋ˦˦"		"tʰ"	"aŋ"	"˦˦"
"弹"	"tʰaŋ˦˦"		"tʰ"	"aŋ"	"˦˦"
"堂"	"tʰaŋ˦˦"		"tʰ"	"aŋ"	"˦˦"
"棠"	"tʰaŋ˦˦"		"tʰ"	"aŋ"	"˦˦"
"螳"	"tʰaŋ˦˦"		"tʰ"	"aŋ"	"˦˦"
"唐"	"tʰaŋ˦˦"		"tʰ"	"aŋ"	"˦˦"
"桐"	"tʰaŋ˦˦"		"tʰ"	"aŋ"	"˦˦"
"虫"	"tʰaŋ˦˦"		"tʰ"	"aŋ"	"˦˦"
"毯"	"tʰaŋ˥˧"		"tʰ"	"aŋ"	"˥˧"
"坦"	"tʰaŋ˥˧"		"tʰ"	"aŋ"	"˥˧"
"倘"	"tʰaŋ˥˧"		"tʰ"	"aŋ"	"˥˧"
"躺"	"tʰaŋ˥˧"		"tʰ"	"aŋ"	"˥˧"
"汤"	"tʰaŋ˨˨˧"	"浩浩汤汤"	"tʰ"	"aŋ"	"˨˨˧"
"通"	"tʰaŋ˨˨˧"		"tʰ"	"aŋ"	"˨˨˧"
"叹"	"tʰaŋ˨˩"		"tʰ"	"aŋ"	"˨˩"
"趟"	"tʰaŋ˨˩"		"tʰ"	"aŋ"	"˨˩"
"烫"	"tʰaŋ˨˩"	"麻辣烫"	"tʰ"	"aŋ"	"˨˩"
"通"	"tʰaŋ˨˩"		"tʰ"	"aŋ"	"˨˩"
"塌"	"tʰap˥˦"		"tʰ"	"ap"	"˥˦"
"陶"	"tʰau˦˦"		"tʰ"	"au"	"˦˦"
"头"	"tʰau˦˦"		"tʰ"	"au"	"˦˦"
"敨"	"tʰau˥˧"		"tʰ"	"au"	"˥˧"
"叨"	"tʰau˨˨˧"		"tʰ"	"au"	"˨˨˧"
"滔"	"tʰau˨˨˧"		"tʰ"	"au"	"˨˨˧"
"掏"	"tʰau˨˨˧"		"tʰ"	"au"	"˨˨˧"
"偷"	"tʰau˨˨˧"		"tʰ"	"au"	"˨˨˧"
"套"	"tʰau˨˩"		"tʰ"	"au"	"˨˩"
"透"	"tʰau˨˩"		"tʰ"	"au"	"˨˩"
"摞"	"tʰaʔ˥˦"	"训"	"tʰ"	"aʔ"	"˥˦"
"叠"	"tʰaʔ˥˦"		"tʰ"	"aʔ"	"˥˦"
"塔"	"tʰaʔ˧˨"		"tʰ"	"aʔ"	"˧˨"
"撑"	"tʰẽ˨˨˧"		"tʰ"	"ẽ"	"˨˨˧"
"剔"	"tʰek˧˨"		"tʰ"	"ek"	"˧˨"
"畜"	"tʰek˧˨"	"畜生"	"tʰ"	"ek"	"˧˨"
"腾"	"tʰeŋ˦˦"		"tʰ"	"eŋ"	"˦˦"
"誊"	"tʰeŋ˦˦"		"tʰ"	"eŋ"	"˦˦"
"澄"	"tʰeŋ˦˦"		"tʰ"	"eŋ"	"˦˦"
"程"	"tʰeŋ˦˦"	"大工程，工序复杂的意思"	"tʰ"	"eŋ"	"˦˦"
"停"	"tʰeŋ˦˦"		"tʰ"	"eŋ"	"˦˦"
"庭"	"tʰeŋ˦˦"	"房里的露天空地，俗作场"	"tʰ"	"eŋ"	"˦˦"
"廷"	"tʰeŋ˦˦"		"tʰ"	"eŋ"	"˦˦"
"婷"	"tʰeŋ˦˦"		"tʰ"	"eŋ"	"˦˦"
"惩"	"tʰeŋ˥˧"		"tʰ"	"eŋ"	"˥˧"
"艇"	"tʰeŋ˥˧"		"tʰ"	"eŋ"	"˥˧"
"挺"	"tʰeŋ˥˧"		"tʰ"	"eŋ"	"˥˧"
"颖"	"tʰeŋ˥˧"		"tʰ"	"eŋ"	"˥˧"
"窗"	"tʰeŋ˨˨˧"		"tʰ"	"eŋ"	"˨˨˧"
"汀"	"tʰeŋ˨˨˧"		"tʰ"	"eŋ"	"˨˨˧"
"听"	"tʰeŋ˨˩"		"tʰ"	"eŋ"	"˨˩"
"宅"	"tʰeʔ˥˦"		"tʰ"	"eʔ"	"˥˦"
"苔"	"tʰi˦˦"		"tʰ"	"i"	"˦˦"
"提"	"tʰi˦˦"		"tʰ"	"i"	"˦˦"
"啼"	"tʰi˦˦"		"tʰ"	"i"	"˦˦"
"持"	"tʰi˦˦"		"tʰ"	"i"	"˦˦"
"体"	"tʰi˥˧"		"tʰ"	"i"	"˥˧"
"滞"	"tʰi˨˩"		"tʰ"	"i"	"˨˩"
"替"	"tʰi˨˩"		"tʰ"	"i"	"˨˩"
"剃"	"tʰi˨˩"		"tʰ"	"i"	"˨˩"
"屉"	"tʰi˨˩"		"tʰ"	"i"	"˨˩"
"痔"	"tʰi˨˩˧"		"tʰ"	"i"	"˨˩˧"
"天"	"tʰĩ˨˨˧"		"tʰ"	"ĩ"	"˨˨˧"
"呈"	"tʰiã˦˦"		"tʰ"	"iã"	"˦˦"
"程"	"tʰiã˦˦"	"文"	"tʰ"	"iã"	"˦˦"
"听"	"tʰiã˨˨˧"		"tʰ"	"iã"	"˨˨˧"
"厅"	"tʰiã˨˨˧"		"tʰ"	"iã"	"˨˨˧"
"痛"	"tʰiã˨˩"		"tʰ"	"iã"	"˨˩"
"彻"	"tʰiak˧˨"		"tʰ"	"iak"	"˧˨"
"撤"	"tʰiak˧˨"		"tʰ"	"iak"	"˧˨"
"沉"	"tʰiam˦˦"		"tʰ"	"iam"	"˦˦"
"舔"	"tʰiam˥˧"		"tʰ"	"iam"	"˥˧"
"忝"	"tʰiam˥˧"		"tʰ"	"iam"	"˥˧"
"添"	"tʰiam˨˨˧"		"tʰ"	"iam"	"˨˨˧"
"填"	"tʰiaŋ˦˦"		"tʰ"	"iaŋ"	"˦˦"
"腆"	"tʰiaŋ˥˧"		"tʰ"	"iaŋ"	"˥˧"
"天"	"tʰiaŋ˨˨˧"		"tʰ"	"iaŋ"	"˨˨˧"
"畅"	"tʰiaŋ˨˩"		"tʰ"	"iaŋ"	"˨˩"
"叠"	"tʰiap˥˦"		"tʰ"	"iap"	"˥˦"
"贴"	"tʰiap˧˨"		"tʰ"	"iap"	"˧˨"
"帖"	"tʰiap˧˨"		"tʰ"	"iap"	"˧˨"
"调"	"tʰiau˦˦"		"tʰ"	"iau"	"˦˦"
"迢"	"tʰiau˦˦"		"tʰ"	"iau"	"˦˦"
"挑"	"tʰiau˥˧"		"tʰ"	"iau"	"˥˧"
"超"	"tʰiau˨˩"		"tʰ"	"iau"	"˨˩"
"跳"	"tʰiau˨˩"		"tʰ"	"iau"	"˨˩"
"柱"	"tʰiau˨˩˧"		"tʰ"	"iau"	"˨˩˧"
"拆"	"tʰiaʔ˧˨"		"tʰ"	"iaʔ"	"˧˨"
"㿭"	"tʰiaʔ˧˨"		"tʰ"	"iaʔ"	"˧˨"
"陈"	"tʰiŋ˦˦"		"tʰ"	"iŋ"	"˦˦"
"挑"	"tʰio˨˨˧"		"tʰ"	"io"	"˨˨˧"
"粜"	"tʰio˨˩"		"tʰ"	"io"	"˨˩"
"畜"	"tʰiok˧˨"	"畜牧"	"tʰ"	"iok"	"˧˨"
"蓄"	"tʰiok˧˨"		"tʰ"	"iok"	"˧˨"
"涛"	"tʰiu˦˦"		"tʰ"	"iu"	"˦˦"
"筹"	"tʰiu˦˦"		"tʰ"	"iu"	"˦˦"
"丑"	"tʰiu˥˧"		"tʰ"	"iu"	"˥˧"
"抽"	"tʰiu˨˨˧"		"tʰ"	"iu"	"˨˨˧"
"嚏"	"tʰiʔ˧˨"		"tʰ"	"iʔ"	"˧˨"
"铁"	"tʰiʔ˧˨"		"tʰ"	"iʔ"	"˧˨"
"忒"	"tʰiʔ˧˨"		"tʰ"	"iʔ"	"˧˨"
"糖"	"tʰɯŋ˦˦"		"tʰ"	"ɯŋ"	"˦˦"
"捅"	"tʰɯŋ˥˧"		"tʰ"	"ɯŋ"	"˥˧"
"汤"	"tʰɯŋ˨˨˧"		"tʰ"	"ɯŋ"	"˨˨˧"
"褪"	"tʰɯŋ˨˩"		"tʰ"	"ɯŋ"	"˨˩"
"褪"	"tʰɯŋ˨˩"		"tʰ"	"ɯŋ"	"˨˩"
"烫"	"tʰɯŋ˨˩"		"tʰ"	"ɯŋ"	"˨˩"
"驮"	"tʰo˦˦"		"tʰ"	"o"	"˦˦"
"桃"	"tʰo˦˦"		"tʰ"	"o"	"˦˦"
"萄"	"tʰo˦˦"		"tʰ"	"o"	"˦˦"
"妥"	"tʰo˥˧"		"tʰ"	"o"	"˥˧"
"椭"	"tʰo˥˧"		"tʰ"	"o"	"˥˧"
"讨"	"tʰo˥˧"		"tʰ"	"o"	"˥˧"
"胎"	"tʰo˨˨˧"		"tʰ"	"o"	"˨˨˧"
"推"	"tʰo˨˨˧"		"tʰ"	"o"	"˨˨˧"
"退"	"tʰo˨˩"		"tʰ"	"o"	"˨˩"
"钗"	"tʰoi˨˨˧"		"tʰ"	"oi"	"˨˨˧"
"代"	"tʰoi˨˩"		"tʰ"	"oi"	"˨˩"
"黛"	"tʰoi˨˩"		"tʰ"	"oi"	"˨˩"
"替"	"tʰoi˨˩"		"tʰ"	"oi"	"˨˩"
"体"	"tʰõi˥˧"		"tʰ"	"õi"	"˥˧"
"看"	"tʰõi˥˧"	"训又"	"tʰ"	"õi"	"˥˧"
"替"	"tʰoiʔ˧˨"		"tʰ"	"oiʔ"	"˧˨"
"戳"	"tʰok˧˨"		"tʰ"	"ok"	"˧˨"
"秃"	"tʰok˧˨"		"tʰ"	"ok"	"˧˨"
"疼"	"tʰoŋ˦˦"		"tʰ"	"oŋ"	"˦˦"
"同"	"tʰoŋ˦˦"		"tʰ"	"oŋ"	"˦˦"
"桐"	"tʰoŋ˦˦"		"tʰ"	"oŋ"	"˦˦"
"童"	"tʰoŋ˦˦"		"tʰ"	"oŋ"	"˦˦"
"瞳"	"tʰoŋ˦˦"		"tʰ"	"oŋ"	"˦˦"
"洞"	"tʰoŋ˦˦"	"洞箫"	"tʰ"	"oŋ"	"˦˦"
"重"	"tʰoŋ˦˦"	"重阳"	"tʰ"	"oŋ"	"˦˦"
"宠"	"tʰoŋ˥˧"	"受宠若惊"	"tʰ"	"oŋ"	"˥˧"
"通"	"tʰoŋ˨˨˧"		"tʰ"	"oŋ"	"˨˨˧"
"痛"	"tʰoŋ˨˩"		"tʰ"	"oŋ"	"˨˩"
"土"	"tʰou˦˦"	"训"	"tʰ"	"ou"	"˦˦"
"塗"	"tʰou˦˦"		"tʰ"	"ou"	"˦˦"
"土"	"tʰou˥˧"		"tʰ"	"ou"	"˥˧"
"吐"	"tʰou˥˧"	"外显"	"tʰ"	"ou"	"˥˧"
"吐"	"tʰou˨˩"		"tʰ"	"ou"	"˨˩"
"兔"	"tʰou˨˩"		"tʰ"	"ou"	"˨˩"
"驼"	"tʰoʔ˥˦"		"tʰ"	"oʔ"	"˥˦"
"托"	"tʰoʔ˧˨"		"tʰ"	"oʔ"	"˧˨"
"徒"	"tʰu˦˦"		"tʰ"	"u"	"˦˦"
"屠"	"tʰu˦˦"		"tʰ"	"u"	"˦˦"
"涂"	"tʰu˦˦"		"tʰ"	"u"	"˦˦"
"途"	"tʰu˦˦"		"tʰ"	"u"	"˦˦"
"图"	"tʰu˦˦"		"tʰ"	"u"	"˦˦"
"储"	"tʰu˥˧"		"tʰ"	"u"	"˥˧"
"搓"	"tʰu˧˨"	"训"	"tʰ"	"u"	"˧˨"
"拖"	"tʰu˨˨˧"	"白"	"tʰ"	"u"	"˨˨˧"
"拖"	"tʰua˨˨˧"		"tʰ"	"ua"	"˨˨˧"
"滩"	"tʰuã˨˨˧"		"tʰ"	"uã"	"˨˨˧"
"摊"	"tʰuã˨˨˧"		"tʰ"	"uã"	"˨˨˧"
"瘫"	"tʰuã˨˨˧"		"tʰ"	"uã"	"˨˨˧"
"碳"	"tʰuã˨˩"		"tʰ"	"uã"	"˨˩"
"炭"	"tʰuã˨˩"		"tʰ"	"uã"	"˨˩"
"团"	"tʰuaŋ˦˦"		"tʰ"	"uaŋ"	"˦˦"
"颓"	"tʰui˦˦"		"tʰ"	"ui"	"˦˦"
"锤"	"tʰui˦˦"		"tʰ"	"ui"	"˦˦"
"槌"	"tʰui˦˦"		"tʰ"	"ui"	"˦˦"
"腿"	"tʰui˥˧"		"tʰ"	"ui"	"˥˧"
"梯"	"tʰui˨˨˧"		"tʰ"	"ui"	"˨˨˧"
"推"	"tʰui˨˨˧"	"又"	"tʰ"	"ui"	"˨˨˧"
"脱"	"tʰuk˧˨"		"tʰ"	"uk"	"˧˨"
"突"	"tʰuk˧˨"		"tʰ"	"uk"	"˧˨"
"屯"	"tʰuŋ˦˦"		"tʰ"	"uŋ"	"˦˦"
"尘"	"tʰuŋ˦˦"	"筅尘"	"tʰ"	"uŋ"	"˦˦"
"豚"	"tʰuŋ˦˦"		"tʰ"	"uŋ"	"˦˦"
"臀"	"tʰuŋ˦˦"		"tʰ"	"uŋ"	"˦˦"
"吞"	"tʰuŋ˨˨˧"		"tʰ"	"uŋ"	"˨˨˧"
"饨"	"tʰuŋ˨˨˧"		"tʰ"	"uŋ"	"˨˨˧"
"弟"	"ti˦˦"		"t"	"i"	"˦˦"
"递"	"ti˦˦"		"t"	"i"	"˦˦"
"池"	"ti˦˦"		"t"	"i"	"˦˦"
"底"	"ti˥˧"		"t"	"i"	"˥˧"
"缠"	"tĩ˦˦"		"t"	"ĩ"	"˦˦"
"低"	"ti˨˨˧"		"t"	"i"	"˨˨˧"
"知"	"ti˨˨˧"		"t"	"i"	"˨˨˧"
"蜘"	"ti˨˨˧"		"t"	"i"	"˨˨˧"
"戴"	"ti˨˩"		"t"	"i"	"˨˩"
"帝"	"ti˨˩"		"t"	"i"	"˨˩"
"致"	"ti˨˩"		"t"	"i"	"˨˩"
"置"	"ti˨˩"		"t"	"i"	"˨˩"
"弟"	"ti˨˩˧"		"t"	"i"	"˨˩˧"
"递"	"ti˨˩˧"		"t"	"i"	"˨˩˧"
"隶"	"ti˨˩˧"		"t"	"i"	"˨˩˧"
"地"	"ti˧˩˩"		"t"	"i"	"˧˩˩"
"自"	"ti˧˩˩"	"训"	"t"	"i"	"˧˩˩"
"治"	"ti˧˩˩"		"t"	"i"	"˧˩˩"
"庭"	"tiã˦˦"		"t"	"iã"	"˦˦"
"鼎"	"tiã˥˧"		"t"	"iã"	"˥˧"
"动"	"tiã˨˨˧"	"触碰"	"t"	"iã"	"˨˨˧"
"定"	"tiã˧˩˩"		"t"	"iã"	"˧˩˩"
"哲"	"tiak˧˨"		"t"	"iak"	"˧˨"
"蜇"	"tiak˧˨"		"t"	"iak"	"˧˨"
"侄"	"tiak˧˨"		"t"	"iak"	"˧˨"
"秩"	"tiak˧˨"		"t"	"iak"	"˧˨"
"甜"	"tiam˦˦"		"t"	"iam"	"˦˦"
"点"	"tiam˥˧"		"t"	"iam"	"˥˧"
"沾"	"tiam˨˨˧"		"t"	"iam"	"˨˨˧"
"砧"	"tiam˨˨˧"		"t"	"iam"	"˨˨˧"
"店"	"tiam˨˩"		"t"	"iam"	"˨˩"
"簟"	"tiam˨˩˧"		"t"	"iam"	"˨˩˧"
"碾"	"tiaŋ˥˧"		"t"	"iaŋ"	"˥˧"
"展"	"tiaŋ˥˧"		"t"	"iaŋ"	"˥˧"
"典"	"tiaŋ˥˧"		"t"	"iaŋ"	"˥˧"
"碘"	"tiaŋ˥˧"		"t"	"iaŋ"	"˥˧"
"颠"	"tiaŋ˨˨˧"		"t"	"iaŋ"	"˨˨˧"
"癫"	"tiaŋ˨˨˧"		"t"	"iaŋ"	"˨˨˧"
"珍"	"tiaŋ˨˨˧"		"t"	"iaŋ"	"˨˨˧"
"电"	"tiaŋ˨˩˧"		"t"	"iaŋ"	"˨˩˧"
"殿"	"tiaŋ˨˩˧"		"t"	"iaŋ"	"˨˩˧"
"淀"	"tiaŋ˨˩˧"		"t"	"iaŋ"	"˨˩˧"
"垫"	"tiaŋ˨˩˧"		"t"	"iaŋ"	"˨˩˧"
"碟"	"tiap˥˦"		"t"	"iap"	"˥˦"
"牒"	"tiap˥˦"		"t"	"iap"	"˥˦"
"蝶"	"tiap˥˦"		"t"	"iap"	"˥˦"
"谍"	"tiap˥˦"		"t"	"iap"	"˥˦"
"牢"	"tiau˦˦"		"t"	"iau"	"˦˦"
"条"	"tiau˦˦"		"t"	"iau"	"˦˦"
"刁"	"tiau˨˨˧"		"t"	"iau"	"˨˨˧"
"雕"	"tiau˨˨˧"		"t"	"iau"	"˨˨˧"
"貂"	"tiau˨˨˧"		"t"	"iau"	"˨˨˧"
"凋"	"tiau˨˨˧"		"t"	"iau"	"˨˨˧"
"吊"	"tiau˨˩"		"t"	"iau"	"˨˩"
"兆"	"tiau˨˩˧"		"t"	"iau"	"˨˩˧"
"召"	"tiau˨˩˧"		"t"	"iau"	"˨˩˧"
"调"	"tiau˧˩˩"		"t"	"iau"	"˧˩˩"
"掉"	"tiau˧˩˩"		"t"	"iau"	"˧˩˩"
"蝶"	"tiaʔ˥˦"	"又"	"t"	"iaʔ"	"˥˦"
"籴"	"tiaʔ˥˦"		"t"	"iaʔ"	"˥˦"
"摘"	"tiaʔ˧˨"		"t"	"iaʔ"	"˧˨"
"直"	"tik˥˦"		"t"	"ik"	"˥˦"
"得"	"tik˧˨"		"t"	"ik"	"˧˨"
"沉"	"tim˦˦"		"t"	"im"	"˦˦"
"尘"	"tiŋ˦˦"		"t"	"iŋ"	"˦˦"
"藤"	"tiŋ˦˦"		"t"	"iŋ"	"˦˦"
"叮"	"tiŋ˨˨˧"	"拟声"	"t"	"iŋ"	"˨˨˧"
"阵"	"tiŋ˧˩˩"		"t"	"iŋ"	"˧˩˩"
"潮"	"tio˦˦"		"t"	"io"	"˦˦"
"跳"	"tio˦˦"		"t"	"io"	"˦˦"
"场"	"tiõ˦˦"		"t"	"iõ"	"˦˦"
"张"	"tiõ˨˨˧"	"一张，姓"	"t"	"iõ"	"˨˨˧"
"钓"	"tiõ˨˩"		"t"	"iõ"	"˨˩"
"账"	"tiõ˨˩"		"t"	"iõ"	"˨˩"
"帐"	"tiõ˨˩"	"文"	"t"	"iõ"	"˨˩"
"胀"	"tiõ˨˩"		"t"	"iõ"	"˨˩"
"跳"	"tio˧˩˩"		"t"	"io"	"˧˩˩"
"赵"	"tiõ˨˩˧"		"t"	"iõ"	"˨˩˧"
"丈"	"tiõ˨˩˧"		"t"	"iõ"	"˨˩˧"
"中"	"tioŋ˨˨˧"	"人中"	"t"	"ioŋ"	"˨˨˧"
"仲"	"tioŋ˨˩˧"	"杜仲"	"t"	"ioŋ"	"˨˩˧"
"着"	"tioʔ˥˦"	"正确"	"t"	"ioʔ"	"˥˦"
"着"	"tioʔ˧˨"	"着想"	"t"	"ioʔ"	"˧˨"
"绸"	"tiu˦˦"		"t"	"iu"	"˦˦"
"稠"	"tiu˦˦"		"t"	"iu"	"˦˦"
"昼"	"tiu˥˧"		"t"	"iu"	"˥˧"
"纣"	"tiu˥˧"		"t"	"iu"	"˥˧"
"宙"	"tiu˥˧"		"t"	"iu"	"˥˧"
"丢"	"tiu˨˨˧"		"t"	"iu"	"˨˨˧"
"稻"	"tiu˨˩˧"	"训"	"t"	"iu"	"˨˩˧"
"住"	"tiu˧˩˩"		"t"	"iu"	"˧˩˩"
"跌"	"tiʔ˥˦"		"t"	"iʔ"	"˥˦"
"碟"	"tiʔ˥˦"		"t"	"iʔ"	"˥˦"
"蒂"	"tiʔ˧˨"		"t"	"iʔ"	"˧˨"
"滴"	"tiʔ˧˨"		"t"	"iʔ"	"˧˨"
"堂"	"tɯŋ˦˦"		"t"	"ɯŋ"	"˦˦"
"唐"	"tɯŋ˦˦"		"t"	"ɯŋ"	"˦˦"
"塘"	"tɯŋ˦˦"		"t"	"ɯŋ"	"˦˦"
"长"	"tɯŋ˦˦"	"长短"	"t"	"ɯŋ"	"˦˦"
"肠"	"tɯŋ˦˦"		"t"	"ɯŋ"	"˦˦"
"转"	"tɯŋ˥˧"		"t"	"ɯŋ"	"˥˧"
"返"	"tɯŋ˥˧"	"训"	"t"	"ɯŋ"	"˥˧"
"当"	"tɯŋ˨˨˧"	"当官"	"t"	"ɯŋ"	"˨˨˧"
"当"	"tɯŋ˨˩"	"当做"	"t"	"ɯŋ"	"˨˩"
"断"	"tɯŋ˨˩˧"		"t"	"ɯŋ"	"˨˩˧"
"盪"	"tɯŋ˨˩˧"		"t"	"ɯŋ"	"˨˩˧"
"丈"	"tɯŋ˨˩˧"	"一丈"	"t"	"ɯŋ"	"˨˩˧"
"段"	"tɯŋ˧˩˩"		"t"	"ɯŋ"	"˧˩˩"
"桃"	"to˦˦"	"杨桃"	"t"	"o"	"˦˦"
