"繁體"	"简体"	"音標"	"注釋"	"声"	"韵"	"调"
"廁"	"厕"	"tsʰei˨˩˩"		"tsʰ"	"ei"	"˧˨˨"
"俟"	"俟"	"zɿ˩˧"		"z"	"ɿ"	"˩˧"
"士"	"士"	"zɿ˩˧"		"z"	"ɿ"	"˩˧"
"事"	"事"	"zɿ˨˨"		"z"	"ɿ"	"˨˨"
"史"	"史"	"sɿ˩˧"		"s"	"ɿ"	"˩˧"
"使"	"使"	"sɿ˩˧"		"s"	"ɿ"	"˩˧"
"駛"	"驶"	"sa˧˥"		"s"	"a"	"˧˥"
"芝"	"芝"	"tsɿ˦˦"		"ts"	"ɿ"	"˦˦"
"之"	"之"	"tsɿ˦˦"		"ts"	"ɿ"	"˦˦"
"址"	"址"	"tsɿ˧˥"		"ts"	"ɿ"	"˧˥"
"止"	"止"	"tsɿ˧˥"		"ts"	"ɿ"	"˧˥"
"趾"	"趾"	"tsɿ˧˥"		"ts"	"ɿ"	"˧˥"
"志"	"志"	"tsɿ˥˨"		"ts"	"ɿ"	"˥˨"
"志"	"志"	"tsɿ˥˨"		"ts"	"ɿ"	"˥˨"
"痣"	"痣"	"tsɿ˥˨"		"ts"	"ɿ"	"˥˨"
"嗤"	"嗤"	"tsʰɿ˦˦"		"tsʰ"	"ɿ"	"˦˦"
"□"	"□"	"tsʰeiØ"	"語氣詞，我常讀tsʰei輕聲"	"tsʰ"	"ei"	"Ø"
"齒"	"齿"	"tsɿ˧˥"		"ts"	"ɿ"	"˧˥"
"詩"	"诗"	"sɿ˦˦"		"s"	"ɿ"	"˦˦"
"始"	"始"	"sɿ˧˥"		"s"	"ɿ"	"˧˥"
"試"	"试"	"sɿ˥˨"		"s"	"ɿ"	"˥˨"
"時"	"时"	"zɿ˧˩"		"z"	"ɿ"	"˧˩"
"鰣"	"鲥"	"zɿ˧˩"		"z"	"ɿ"	"˧˩"
"市"	"市"	"zɿ˩˧"		"z"	"ɿ"	"˩˧"
"恃"	"恃"	"zɿ˩˧"		"z"	"ɿ"	"˩˧"
"侍"	"侍"	"zɿ˨˨"		"z"	"ɿ"	"˨˨"
"而"	"而"	"zɿ˧˩"		"z"	"ɿ"	"˧˩"
"耳"	"耳"	"zɿ˩˧"	"又讀，我無用"	"z"	"ɿ"	"˩˧"
"耳"	"耳"	"ŋ˩˧"		"Ø"	"ŋ"	"˩˧"
"餌"	"饵"	"zɿ˩˧"		"z"	"ɿ"	"˩˧"
"基"	"基"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"姬"	"姬"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"己"	"己"	"tɕi˧˥"		"tɕ"	"i"	"˧˥"
"紀"	"纪"	"tɕi˧˥"		"tɕ"	"i"	"˧˥"
"記"	"记"	"tɕi˥˨"		"tɕ"	"i"	"˥˨"
"欺"	"欺"	"tɕʰi˦˦"		"tɕʰ"	"i"	"˦˦"
"起"	"起"	"tɕʰi˧˥"		"tɕʰ"	"i"	"˧˥"
"杞"	"杞"	"tɕʰi˧˥"		"tɕʰ"	"i"	"˧˥"
"棋"	"棋"	"dʑi˧˩"		"dʑ"	"i"	"˧˩"
"其"	"其"	"dʑi˧˩"		"dʑ"	"i"	"˧˩"
"旗"	"旗"	"dʑi˧˩"		"dʑ"	"i"	"˧˩"
"期"	"期"	"dʑi˧˩"		"dʑ"	"i"	"˧˩"
"忌"	"忌"	"dʑi˨˨"		"dʑ"	"i"	"˨˨"
"疑"	"疑"	"ȵi˧˩"		"ȵ"	"i"	"˧˩"
"擬"	"拟"	"ȵi˩˧"		"ȵ"	"i"	"˩˧"
"嘻"	"嘻"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"嬉"	"嬉"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"禧"	"禧"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"熙"	"熙"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"喜"	"喜"	"ɕi˧˥"		"ɕ"	"i"	"˧˥"
"戲"	"戏"	"ɕi˥˨"		"ɕ"	"i"	"˥˨"
"醫"	"医"	"ʔi˦˦"		"ʔ"	"i"	"˦˦"
"意"	"意"	"ʔi˥˨"		"ʔ"	"i"	"˥˨"
"矣"	"矣"	"ji˩˧"		"j"	"i"	"˩˧"
"怡"	"怡"	"ji˧˩"		"j"	"i"	"˧˩"
"貽"	"贻"	"ji˧˩"		"j"	"i"	"˧˩"
"已"	"已"	"ji˩˧"		"j"	"i"	"˩˧"
"以"	"以"	"ji˩˧"		"j"	"i"	"˩˧"
"異"	"异"	"ji˨˨"		"j"	"i"	"˨˨"
"機"	"机"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"鉿"	"铪"	"ke˨˩˩"		"k"	"e"	"˧˨˨"
"譏"	"讥"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"饑"	"饥"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"幾"	"几"	"tɕi˧˥"		"tɕ"	"i"	"˧˥"
"幾"	"几"	"ke˧˥"		"k"	"e"	"˧˥"
"既"	"既"	"tɕi˥˨"		"tɕ"	"i"	"˥˨"
"豈"	"岂"	"tɕʰi˧˥"		"tɕʰ"	"i"	"˧˥"
"氣"	"气"	"tɕʰi˥˨"		"tɕʰ"	"i"	"˥˨"
"汽"	"汽"	"tɕʰi˥˨"		"tɕʰ"	"i"	"˥˨"
"祈"	"祈"	"ji˧˩"		"j"	"i"	"˧˩"
"沂"	"沂"	"ȵi˧˩"		"ȵ"	"i"	"˧˩"
"毅"	"毅"	"ȵi˨˨"		"ȵ"	"i"	"˨˨"
"希"	"希"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"稀"	"稀"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"依"	"依"	"ʔi˦˦"		"ʔ"	"i"	"˦˦"
"衣"	"衣"	"ʔi˦˦"		"ʔ"	"i"	"˦˦"
"累"	"累"	"lai˩˧"		"l"	"ai"	"˩˧"
"嘴"	"嘴"	"tsɵʉ˧˥"		"ts"	"ɵʉ"	"˧˥"
"髓"	"髓"	"ɕi˧˥"		"ɕ"	"i"	"˧˥"
"髓"	"髓"	"sei˧˥"		"s"	"ei"	"˧˥"
"隨"	"随"	"zei˧˩"		"z"	"ei"	"˧˩"
"揣"	"揣"	"tɕʰy˧˥"		"tɕʰ"	"y"	"˧˥"
"吹"	"吹"	"tsʰɵʉ˦˦"		"tsʰ"	"ɵʉ"	"˦˦"
"炊"	"炊"	"tsʰɵʉ˦˦"		"tsʰ"	"ɵʉ"	"˦˦"
"垂"	"垂"	"dzɵʉ˧˩"		"dz"	"ɵʉ"	"˧˩"
"睡"	"睡"	"zai˨˨"		"z"	"ai"	"˨˨"
"瑞"	"瑞"	"zɵʉ˨˨"		"z"	"ɵʉ"	"˨˨"
"蕊"	"蕊"	"zɵʉ˩˧"		"z"	"ɵʉ"	"˩˧"
"規"	"规"	"kai˦˦"		"k"	"ai"	"˦˦"
"規"	"规"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"詭"	"诡"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"虧"	"亏"	"kʰai˦˦"		"kʰ"	"ai"	"˦˦"
"窺"	"窥"	"kʰai˦˦"		"kʰ"	"ai"	"˦˦"
"跪"	"跪"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"危"	"危"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"偽"	"伪"	"ȵy˨˨"		"ȵ"	"y"	"˨˨"
"麾"	"麾"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"麾"	"麾"	"fai˦˦"		"f"	"ai"	"˦˦"
"毀"	"毁"	"fai˧˥"		"f"	"ai"	"˧˥"
"毀"	"毁"	"ɕy˧˥"		"ɕ"	"y"	"˧˥"
"委"	"委"	"ʔʋʉ˧˥"		"ʔʋ"	"ʉ"	"˧˥"
"喂"	"喂"	"ʔʋʉ˥˨"		"ʔʋ"	"ʉ"	"˥˨"
"為"	"为"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"為"	"为"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"壘"	"垒"	"lai˩˧"		"l"	"ai"	"˩˧"
"類"	"类"	"lai˨˨"		"l"	"ai"	"˨˨"
"淚"	"泪"	"lai˨˨"		"l"	"ai"	"˨˨"
"醉"	"醉"	"tsai˥˨"		"ts"	"ai"	"˥˨"
"醉"	"醉"	"tsɵʉ˥˨"		"ts"	"ɵʉ"	"˥˨"
"翠"	"翠"	"tsʰai˥˨"		"tsʰ"	"ai"	"˥˨"
"悴"	"悴"	"zai˨˨"		"z"	"ai"	"˨˨"
"綏"	"绥"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"雖"	"虽"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"粹"	"粹"	"zai˨˨"		"z"	"ai"	"˨˨"
"遂"	"遂"	"zɵʉ˧˩"		"z"	"ɵʉ"	"˧˩"
"隧"	"隧"	"zɵʉ˨˨"		"z"	"ɵʉ"	"˨˨"
"穗"	"穗"	"zɵʉ˨˨"		"z"	"ɵʉ"	"˨˨"
"追"	"追"	"tsɵʉ˦˦"		"ts"	"ɵʉ"	"˦˦"
"槌"	"槌"	"tsɵʉ˦˦"		"ts"	"ɵʉ"	"˦˦"
"錘"	"锤"	"dzɵʉ˧˩"		"dz"	"ɵʉ"	"˧˩"
"墜"	"坠"	"dzɵʉ˨˨"		"dz"	"ɵʉ"	"˨˨"
"衰"	"衰"	"sai˦˦"		"s"	"ai"	"˦˦"
"摔"	"摔"	"sa˦˦"		"s"	"a"	"˦˦"
"帥"	"帅"	"sa˥˨"		"s"	"a"	"˥˨"
"率"	"率"	"sa˥˨"		"s"	"a"	"˥˨"
"錐"	"锥"	"tsɵʉ˦˦"		"ts"	"ɵʉ"	"˦˦"
"水"	"水"	"sɵʉ˧˥"		"s"	"ɵʉ"	"˧˥"
"誰"	"谁"	"zɵʉ˧˩"		"z"	"ɵʉ"	"˧˩"
"龜"	"龟"	"kai˦˦"		"k"	"ai"	"˦˦"
"龜"	"龟"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"軌"	"轨"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"癸"	"癸"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"晷"	"晷"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"愧"	"愧"	"kʰai˥˨"		"kʰ"	"ai"	"˥˨"
"愧"	"愧"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"季"	"季"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"葵"	"葵"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"逵"	"逵"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"夔"	"夔"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"揆"	"揆"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"櫃"	"柜"	"dʑy˨˨"		"dʑ"	"y"	"˨˨"
"帷"	"帷"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"位"	"位"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"維"	"维"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"惟"	"惟"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"遺"	"遗"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"遺"	"遗"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"唯"	"唯"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"唯"	"唯"	"vʉ˩˧"		"v"	"ʉ"	"˩˧"
"飛"	"飞"	"fei˦˦"		"f"	"ei"	"˦˦"
"非"	"非"	"fei˦˦"		"f"	"ei"	"˦˦"
"匪"	"匪"	"fei˧˥"		"f"	"ei"	"˧˥"
"沸"	"沸"	"fai˥˨"		"f"	"ai"	"˥˨"
"痱"	"痱"	"fei˧˥"		"f"	"ei"	"˧˥"
"痱"	"痱"	"fei˥˨"		"f"	"ei"	"˥˨"
"妃"	"妃"	"fei˦˦"		"f"	"ei"	"˦˦"
"菲"	"菲"	"fei˦˦"		"f"	"ei"	"˦˦"
"費"	"费"	"vei˥˨"		"v"	"ei"	"˥˨"
"肥"	"肥"	"vei˧˩"		"v"	"ei"	"˧˩"
"肥"	"肥"	"bei˧˩"	"肥拉肉"	"b"	"ei"	"˧˩"
"薇"	"薇"	"vei˧˩"		"v"	"ei"	"˧˩"
"微"	"微"	"vei˧˩"		"v"	"ei"	"˧˩"
"微"	"微"	"mei˧˩"		"m"	"ei"	"˧˩"
"溦"	"溦"	"mei˧˩"	"溦毛滋"	"m"	"ei"	"˧˩"
"尾"	"尾"	"mei˩˧"		"m"	"ei"	"˩˧"
"未"	"未"	"mei˧˩"		"m"	"ei"	"˧˩"
"味"	"味"	"mei˨˨"		"m"	"ei"	"˨˨"
"歸"	"归"	"tɕy˦˦"	"當歸"	"tɕ"	"y"	"˦˦"
"歸"	"归"	"kai˦˦"	"日常音"	"k"	"ai"	"˦˦"
"鬼"	"鬼"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"貴"	"贵"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"巍"	"巍"	"ŋai˧˩"		"ŋ"	"ai"	"˧˩"
"魏"	"魏"	"ŋai˨˨"		"ŋ"	"ai"	"˨˨"
"揮"	"挥"	"fai˦˦"	"日常音"	"f"	"ai"	"˦˦"
"揮"	"挥"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"輝"	"辉"	"fai˦˦"	"日常音"	"f"	"ai"	"˦˦"
"輝"	"辉"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"徽"	"徽"	"fai˦˦"		"f"	"ai"	"˦˦"
"諱"	"讳"	"fai˥˨"	"日常音"	"f"	"ai"	"˥˨"
"諱"	"讳"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"卉"	"卉"	"fai˥˨"	"日常音"	"f"	"ai"	"˥˨"
"卉"	"卉"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"威"	"威"	"ʔʋʉ˦˦"		"ʔʋ"	"ʉ"	"˦˦"
"畏"	"畏"	"ʔʋʉ˥˨"		"ʔʋ"	"ʉ"	"˥˨"
"慰"	"慰"	"ʔʋʉ˦˦"		"ʔʋ"	"ʉ"	"˦˦"
"違"	"违"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"圍"	"围"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"葦"	"苇"	"vʉ˩˧"		"v"	"ʉ"	"˩˧"
"偉"	"伟"	"vʉ˩˧"		"v"	"ʉ"	"˩˧"
"緯"	"纬"	"vʉ˩˧"		"v"	"ʉ"	"˩˧"
"胃"	"胃"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"謂"	"谓"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"蝟"	"猬"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"匯"	"汇"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"褒"	"褒"	"pɛ˦˦"		"p"	"ɛ"	"˦˦"
"保"	"保"	"pɛ˧˥"		"p"	"ɛ"	"˧˥"
"堡"	"堡"	"pɛ˧˥"		"p"	"ɛ"	"˧˥"
"寶"	"宝"	"pɛ˧˥"		"p"	"ɛ"	"˧˥"
"報"	"报"	"pɛ˥˨"		"p"	"ɛ"	"˥˨"
"袍"	"袍"	"bɛ˧˩"		"b"	"ɛ"	"˧˩"
"抱"	"抱"	"bɛ˩˧"		"b"	"ɛ"	"˩˧"
"暴"	"暴"	"bɛ˨˨"		"b"	"ɛ"	"˨˨"
"毛"	"毛"	"mɛ˧˩"		"m"	"ɛ"	"˧˩"
"蟊"	"蟊"	"mɛ˧˩"	"壞，溫州方言志用此字表示"	"m"	"ɛ"	"˧˩"
"冒"	"冒"	"mɛ˨˨"		"m"	"ɛ"	"˨˨"
"帽"	"帽"	"mɛ˨˨"		"m"	"ɛ"	"˨˨"
"刀"	"刀"	"tɛ˦˦"		"t"	"ɛ"	"˦˦"
"叨"	"叨"	"tɛ˦˦"		"t"	"ɛ"	"˦˦"
"倒"	"倒"	"tɛ˧˥"		"t"	"ɛ"	"˧˥"
"島"	"岛"	"tɛ˧˥"		"t"	"ɛ"	"˧˥"
"禱"	"祷"	"tɛ˧˥"		"t"	"ɛ"	"˧˥"
"到"	"到"	"tɛ˥˨"		"t"	"ɛ"	"˥˨"
"倒"	"倒"	"tɛ˥˨"		"t"	"ɛ"	"˥˨"
"掏"	"掏"	"tʰɛ˦˦"		"tʰ"	"ɛ"	"˦˦"
"滔"	"滔"	"tʰɛ˦˦"		"tʰ"	"ɛ"	"˦˦"
"討"	"讨"	"tʰɛ˧˥"		"tʰ"	"ɛ"	"˧˥"
"套"	"套"	"tʰɛ˥˨"		"tʰ"	"ɛ"	"˥˨"
"桃"	"桃"	"dɛ˧˩"		"d"	"ɛ"	"˧˩"
"逃"	"逃"	"dɛ˧˩"		"d"	"ɛ"	"˧˩"
"陶"	"陶"	"dɛ˧˩"		"d"	"ɛ"	"˧˩"
"萄"	"萄"	"dɛ˧˩"		"d"	"ɛ"	"˧˩"
"濤"	"涛"	"dɛ˧˩"		"d"	"ɛ"	"˧˩"
"稻"	"稻"	"dɛ˩˧"		"d"	"ɛ"	"˩˧"
"道"	"道"	"dɛ˩˧"		"d"	"ɛ"	"˩˧"
"導"	"导"	"dɛ˩˧"		"d"	"ɛ"	"˩˧"
"盜"	"盗"	"dɛ˨˨"		"d"	"ɛ"	"˨˨"
"腦"	"脑"	"nɛ˩˧"		"n"	"ɛ"	"˩˧"
"惱"	"恼"	"nɛ˩˧"		"n"	"ɛ"	"˩˧"
"□"	"□"	"nɛ˨˨"	"打人的一種方法"	"n"	"ɛ"	"˨˨"
"勞"	"劳"	"lɛ˧˩"		"l"	"ɛ"	"˧˩"
"撈"	"捞"	"lɛ˧˩"		"l"	"ɛ"	"˧˩"
"嘮"	"唠"	"lɛ˧˩"		"l"	"ɛ"	"˧˩"
"牢"	"牢"	"lɛ˧˩"		"l"	"ɛ"	"˧˩"
"老"	"老"	"lɛ˩˧"		"l"	"ɛ"	"˩˧"
"遭"	"遭"	"tsɛ˦˦"		"ts"	"ɛ"	"˦˦"
"糟"	"糟"	"tsɛ˦˦"		"ts"	"ɛ"	"˦˦"
"早"	"早"	"tsɛ˧˥"		"ts"	"ɛ"	"˧˥"
"棗"	"枣"	"tsɛ˧˥"		"ts"	"ɛ"	"˧˥"
"蚤"	"蚤"	"tsɛ˧˥"		"ts"	"ɛ"	"˧˥"
"澡"	"澡"	"tsɛ˧˥"		"ts"	"ɛ"	"˧˥"
"躁"	"躁"	"tsɛ˥˨"		"ts"	"ɛ"	"˥˨"
"灶"	"灶"	"tsɛ˥˨"		"ts"	"ɛ"	"˥˨"
"操"	"操"	"tsʰɛ˦˦"		"tsʰ"	"ɛ"	"˦˦"
"糙"	"糙"	"tsʰɛ˦˦"		"tsʰ"	"ɛ"	"˦˦"
"造"	"造"	"tsʰɛ˦˦"		"tsʰ"	"ɛ"	"˦˦"
"草"	"草"	"tsʰɛ˧˥"		"tsʰ"	"ɛ"	"˧˥"
"曹"	"曹"	"zɛ˧˩"		"z"	"ɛ"	"˧˩"
"皂"	"皂"	"zɛ˩˧"		"z"	"ɛ"	"˩˧"
"造"	"造"	"zɛ˩˧"		"z"	"ɛ"	"˩˧"
"騷"	"骚"	"sɛ˦˦"		"s"	"ɛ"	"˦˦"
"臊"	"臊"	"sɛ˦˦"		"s"	"ɛ"	"˦˦"
"掃"	"扫"	"sɛ˧˥"		"s"	"ɛ"	"˧˥"
"嫂"	"嫂"	"sɛ˧˥"		"s"	"ɛ"	"˧˥"
"掃"	"扫"	"sɛ˧˥"		"s"	"ɛ"	"˧˥"
"掃"	"扫"	"sɛ˥˨"		"s"	"ɛ"	"˥˨"
"高"	"高"	"kɛ˦˦"		"k"	"ɛ"	"˦˦"
"膏"	"膏"	"kɛ˦˦"		"k"	"ɛ"	"˦˦"
"羔"	"羔"	"kɛ˦˦"		"k"	"ɛ"	"˦˦"
"糕"	"糕"	"kɛ˦˦"		"k"	"ɛ"	"˦˦"
"稿"	"稿"	"kɛ˧˥"		"k"	"ɛ"	"˧˥"
"告"	"告"	"kɛ˥˨"		"k"	"ɛ"	"˥˨"
"考"	"考"	"kʰɛ˧˥"		"kʰ"	"ɛ"	"˧˥"
"烤"	"烤"	"kʰɛ˧˥"		"kʰ"	"ɛ"	"˧˥"
"靠"	"靠"	"kʰɛ˥˨"		"kʰ"	"ɛ"	"˥˨"
"犒"	"犒"	"kʰɛ˥˨"		"kʰ"	"ɛ"	"˥˨"
"熬"	"熬"	"ŋɛ˧˩"		"ŋ"	"ɛ"	"˧˩"
"傲"	"傲"	"ŋɛ˨˨"		"ŋ"	"ɛ"	"˨˨"
"蒿"	"蒿"	"hɛ˦˦"		"h"	"ɛ"	"˦˦"
"薅"	"薅"	"hɛ˦˦"		"h"	"ɛ"	"˦˦"
"好"	"好"	"hɛ˧˥"		"h"	"ɛ"	"˧˥"
"好"	"好"	"hɛ˥˨"		"h"	"ɛ"	"˥˨"
"耗"	"耗"	"hɛ˥˨"		"h"	"ɛ"	"˥˨"
"豪"	"豪"	"ɦɛ˧˩"		"ɦ"	"ɛ"	"˧˩"
"毫"	"毫"	"ɦɛ˧˩"		"ɦ"	"ɛ"	"˧˩"
"號"	"号"	"ɦɛ˩˧"		"ɦ"	"ɛ"	"˩˧"
"浩"	"浩"	"ɦɛ˩˧"		"ɦ"	"ɛ"	"˩˧"
"號"	"号"	"ɦɛ˨˨"		"ɦ"	"ɛ"	"˨˨"
"爊"	"爊"	"ʔɛ˦˦"		"ʔ"	"ɛ"	"˦˦"
"襖"	"袄"	"ʔɛ˧˥"		"ʔ"	"ɛ"	"˧˥"
"懊"	"懊"	"ʔɛ˧˥"		"ʔ"	"ɛ"	"˧˥"
"奧"	"奥"	"ʔɛ˥˨"		"ʔ"	"ɛ"	"˥˨"
"懊"	"懊"	"ʔɛ˥˨"		"ʔ"	"ɛ"	"˥˨"
"包"	"包"	"pɔ˦˦"		"p"	"ɔ"	"˦˦"
"胞"	"胞"	"pɔ˦˦"		"p"	"ɔ"	"˦˦"
"飽"	"饱"	"pɔ˧˥"		"p"	"ɔ"	"˧˥"
"豹"	"豹"	"pɔ˥˨"		"p"	"ɔ"	"˥˨"
"爆"	"爆"	"pɔ˥˨"		"p"	"ɔ"	"˥˨"
"泡"	"泡"	"pʰɔ˥˨"		"pʰ"	"ɔ"	"˥˨"
"拋"	"抛"	"pʰɔ˦˦"		"pʰ"	"ɔ"	"˦˦"
"炮"	"炮"	"pʰɔ˥˨"		"pʰ"	"ɔ"	"˥˨"
"跑"	"跑"	"pʰɔ˧˥"		"pʰ"	"ɔ"	"˧˥"
"鮑"	"鲍"	"bɔ˩˧"		"b"	"ɔ"	"˩˧"
"刨"	"刨"	"bɔ˩˧"		"b"	"ɔ"	"˩˧"
"茅"	"茅"	"mɔ˧˩"		"m"	"ɔ"	"˧˩"
"□"	"□"	"mɔ˧˩"	"玩鬧"	"m"	"ɔ"	"˧˩"
"貓"	"猫"	"mɔ˧˩"	"大貓：老虎"	"m"	"ɔ"	"˧˩"
"貓"	"猫"	"ʔmɔ˦˦"		"ʔm"	"ɔ"	"˦˦"
"卯"	"卯"	"mɔ˩˧"		"m"	"ɔ"	"˩˧"
"貌"	"貌"	"mɔ˨˨"		"m"	"ɔ"	"˨˨"
"鐃"	"铙"	"nɔ˧˩"		"n"	"ɔ"	"˧˩"
"撓"	"挠"	"nɔ˧˩"		"n"	"ɔ"	"˧˩"
"撓"	"挠"	"nɔ˩˧"		"n"	"ɔ"	"˩˧"
"鬧"	"闹"	"nɔ˨˨"		"n"	"ɔ"	"˨˨"
"罩"	"罩"	"tsɔ˥˨"		"ts"	"ɔ"	"˥˨"
"抓"	"抓"	"tsɔ˧˥"		"ts"	"ɔ"	"˧˥"
"爪"	"爪"	"tsɔ˧˥"		"ts"	"ɔ"	"˧˥"
"找"	"找"	"tsɔ˧˥"		"ts"	"ɔ"	"˧˥"
"笊"	"笊"	"tsɔ˥˨"		"ts"	"ɔ"	"˥˨"
"抄"	"抄"	"tsʰɔ˦˦"		"tsʰ"	"ɔ"	"˦˦"
"鈔"	"钞"	"tsʰɔ˦˦"		"tsʰ"	"ɔ"	"˦˦"
"炒"	"炒"	"tsʰɔ˧˥"		"tsʰ"	"ɔ"	"˧˥"
"吵"	"吵"	"tsʰɔ˧˥"		"tsʰ"	"ɔ"	"˧˥"
"巢"	"巢"	"zɔ˧˩"		"z"	"ɔ"	"˧˩"
"梢"	"梢"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"捎"	"捎"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"稍"	"稍"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"潲"	"潲"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"交"	"交"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"郊"	"郊"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"膠"	"胶"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"教"	"教"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"絞"	"绞"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"狡"	"狡"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"鉸"	"铰"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"搞"	"搞"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"攪"	"搅"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"教"	"教"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"較"	"较"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"酵"	"酵"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"窖"	"窖"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"校"	"校"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"覺"	"觉"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"敲"	"敲"	"kʰɔ˦˦"		"kʰ"	"ɔ"	"˦˦"
"巧"	"巧"	"kʰɔ˧˥"		"kʰ"	"ɔ"	"˧˥"
"咬"	"咬"	"ŋɔ˩˧"		"ŋ"	"ɔ"	"˩˧"
"□"	"□"	"hɔ˦˦"	"哮喘"	"h"	"ɔ"	"˦˦"
"孝"	"孝"	"hɔ˥˨"		"h"	"ɔ"	"˥˨"
"肴"	"肴"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"爻"	"爻"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"淆"	"淆"	"ɦɔ˩˧"		"ɦ"	"ɔ"	"˩˧"
"效"	"效"	"ɦɔ˩˧"		"ɦ"	"ɔ"	"˩˧"
"校"	"校"	"ɦɔ˨˨"		"ɦ"	"ɔ"	"˨˨"
"坳"	"坳"	"ʔɔ˦˦"		"ʔ"	"ɔ"	"˦˦"
"拗"	"拗"	"ʔɔ˦˦"		"ʔ"	"ɔ"	"˦˦"
"飆"	"飙"	"pi˦˦"		"p"	"i"	"˦˦"
"標"	"标"	"pi˦˦"		"p"	"i"	"˦˦"
"表"	"表"	"pi˧˥"		"p"	"i"	"˧˥"
"表"	"表"	"pi˧˥"		"p"	"i"	"˧˥"
"飄"	"飘"	"pʰi˦˦"		"pʰ"	"i"	"˦˦"
"漂"	"漂"	"pʰi˦˦"		"pʰ"	"i"	"˦˦"
"票"	"票"	"pʰi˥˨"		"pʰ"	"i"	"˥˨"
"漂"	"漂"	"pʰi˧˥"		"pʰ"	"i"	"˧˥"
